date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2012-03-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,835494000.0,935788000.0,915436000.0,857348000.0,801591000.0,744012000.0,686090000.0,637413000.0,608018000.0,0.0,553059000.0,544674000.0,531019000.0,520525000.0,485892000.0,451022000.0,410330000.0,394274000.0,357876000.0,318834000.0,300502000.0,279281000.0,264713000.0,238478000.0,204271000.0,179055000.0,154389000.0,137764000.0
,costOfRevenue,0.0,298758000.0,287870000.0,272729000.0,253612000.0,233417000.0,211923000.0,190454000.0,179559000.0,0.0,109549000.0,170142000.0,166979000.0,165432000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,835494000.0,637030000.0,627566000.0,584619000.0,547979000.0,510595000.0,474167000.0,446959000.0,428459000.0,0.0,443510000.0,374532000.0,364040000.0,355093000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.680741791944329,0.685537820229923,0.681892300442761,0.683614212235417,0.686272533238711,0.691114868311738,0.701207851110661,0.704681440352095,0.0,0.801921675625928,0.687625992795691,0.685549857914689,0.682182411987897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,41680000.0,42754000.0,33600000.0,36281000.0,33399000.0,35645000.0,32316000.0,31970000.0,31158000.0,0.0,28985000.0,24189000.0,22032000.0,26732000.0,25575000.0,21340000.0,19909000.0,18164000.0,11820000.0,13790000.0,14281000.0,13318000.0,15120000.0,11796000.0,9793000.0,9100000.0,7305000.0,6661000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,545189000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
