Date,2014-12,2013-12,2012-12,2011-12,2010-12
Revenue,1000000.0,4000000.0,9000000.0,4000000.0,3000000.0
Revenue Growth,,,,,
Cost of Revenue,,,,,
Gross Profit,,,,,
R&D Expenses,,,,,
SG&A Expense,,,,,
Operating Expenses,4000000.0,3000000.0,12000000.0,2000000.0,1000000.0
Operating Income,-2000000.0,1000000.0,-3000000.0,3000000.0,2000000.0
Interest Expense,4000000.0,000000.0,000000.0,2000000.0,2000000.0
Earnings before Tax,-6000000.0,-0000000.0,-7000000.0,1000000.0,6000000.0
Income Tax Expense,-1000000.0,-1000000.0,-1000000.0,0000000.0,1000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,-6000000.0,-3000000.0,-6000000.0,1000000.0,4000000.0
Preferred Dividends,,,,,
Net Income Com,-6000000.0,-3000000.0,-6000000.0,1000000.0,4000000.0
EPS,-1.09,-0.62,-1.18,0.14,0.83
EPS Diluted,-1.09,-0.62,-1.18,0.14,0.83
Weighted Average Shs Out,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0
Weighted Average Shs Out (Dil),5000000.0,5000000.0,5000000.0,5000000.0,5000000.0
Dividend per Share,,,,,
Gross Margin,0,0,0,0,0
EBITDA Margin,-3,-0.75,-0.44444444444444,1,2.6666666666667
EBIT Margin,-3,-1,-0.77777777777778,0.75,2.3333333333333
Profit Margin,-6,-0.75,-0.66666666666667,0.25,1.3333333333333
Free Cash Flow margin,,,,,
EBITDA,-3000000.0,-3000000.0,-4000000.0,4000000.0,8000000.0
EBIT,-3000000,-4000000,-7000000,3000000,7000000
Consolidated Income,-6000000.0,-3000000.0,-6000000.0,1000000.0,4000000.0
Earnings Before Tax Margin,-6,-0,-0.77777777777778,0.25,2
Net Profit Margin,-6,-0.75,-0.66666666666667,0.25,1.3333333333333
