date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,2027500000.0,2239600000.0,2378400000.0,2305000000.0,2194600000.0,2484500000.0,2510900000.0,2188800000.0,1805500000.0,1704800000.0,1358242000.0,841840000.0,1158217000.0,1369866000.0,1170353000.0,916492000.0,659997000.0,495029000.0,482536000.0,408210000.0,458708000.0,518726000.0,238494000.0,95300000.0,50400000.0
,costOfRevenue,883700000.0,943000000.0,987200000.0,979000000.0,932400000.0,1027700000.0,1030500000.0,947500000.0,784700000.0,718800000.0,594486000.0,402584000.0,516895000.0,579365000.0,472400000.0,21497000.0,16708000.0,16056000.0,15970000.0,11143000.0,10327000.0,8906000.0,6278000.0,45200000.0,2300000.0
,grossProfit,1143800000.0,1296600000.0,1391200000.0,1326000000.0,1262200000.0,1456800000.0,1480400000.0,1241300000.0,1020800000.0,986000000.0,763756000.0,439256000.0,641322000.0,790501000.0,697953000.0,894995000.0,643289000.0,478973000.0,466566000.0,397067000.0,448381000.0,509820000.0,232216000.0,50100000.0,48100000.0
,grossProfitRatio,0.564143033292232,0.578942668333631,0.584931046081399,0.57527114967462,0.575138977490203,0.586355403501711,0.589589390258473,0.567114400584795,0.565383550263085,0.578366963866729,0.562312165284242,0.521780860971206,0.553714891078269,0.577064471999451,0.596361097890978,0.976544257887685,0.974684733415455,0.967565536564524,0.966904023741234,0.972702775532202,0.977486767180864,0.982831012904693,0.973676486620208,0.525708289611752,0.954365079365079
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,376800000.0,417700000.0,373100000.0,398100000.0,443800000.0,485500000.0,427200000.0,366900000.0,350800000.0,284595000.0,131538000.0,226583000.0,216789000.0,207899000.0,528038000.0,350699000.0,259051000.0,250362000.0,208679000.0,242926000.0,271031000.0,119312000.0,18900000.0,32000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,533800000.0,599600000.0,624200000.0,520300000.0,556900000.0,621800000.0,665200000.0,607200000.0,620400000.0,499900000.0,389724000.0,204167000.0,273204000.0,455446000.0,244040000.0,559940000.0,375407000.0,281458000.0,270738000.0,242780000.0,273946000.0,297161000.0,139436000.0,27500000.0,41000000.0
,costAndExpenses,1417500000.0,1542600000.0,1611400000.0,1499300000.0,1489300000.0,1649500000.0,1695700000.0,1554700000.0,1405100000.0,1218700000.0,984210000.0,606751000.0,790099000.0,1034811000.0,716440000.0,581437000.0,392115000.0,297514000.0,286708000.0,253923000.0,284273000.0,306067000.0,145714000.0,72700000.0,43300000.0
,interestExpense,92300000.0,76200000.0,80600000.0,100800000.0,93300000.0,48600000.0,106700000.0,119000000.0,56900000.0,101100000.0,91137000.0,78129000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,159600000.0,165800000.0,136800000.0,106700000.0,129700000.0,134200000.0,139100000.0,142200000.0,214100000.0,112700000.0,74142000.0,45684000.0,46621000.0,42097000.0,36141000.0,31902000.0,24708000.0,22407000.0,20376000.0,34101000.0,31020000.0,26130000.0,20124000.0,8600000.0,9000000.0
