date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,revenue,604926000.0,591278000.0,565877000.0,463163000.0,416980000.0,417989000.0,364843000.0,325196000.0,267954000.0,228573000.0,207750000.0,145042000.0,153953000.0,136568000.0,122446000.0,115698000.0,94187000.0,86651000.0,84339000.0,75656000.0,69855000.0,59600000.0,54000000.0,48000000.0,25800000.0,20600000.0,14600000.0,8400000.0,4800000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,517809000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,229092000.0,232031000.0,220434000.0,190075000.0,189219000.0,188538000.0,164404000.0,159450000.0,108713000.0,102517000.0,92256000.0,63026000.0,49315000.0,46703000.0,38769000.0,37285000.0,32228000.0,29657000.0,28964000.0,26826000.0,22778000.0,19800000.0,15800000.0,13300000.0,8400000.0,7300000.0,6200000.0,4100000.0,1600000.0
,SellingAndMarketingExpenses,4466000.0,4925000.0,5584000.0,4466000.0,4598000.0,4713000.0,3964000.0,4090000.0,3650000.0,3686000.0,3081000.0,1943000.0,2324000.0,2391000.0,2582000.0,1978000.0,2002000.0,1745000.0,1867000.0,1763000.0,1602000.0,1700000.0,1800000.0,1300000.0,800000.0,600000.0,500000.0,700000.0,200000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120000.0,-9818000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,386000000.0,373000000.0,306000000.0,276000000.0,279000000.0,250000000.0,237000000.0,212000000.0,176000000.0,206000000.0,186000000.0,189000000.0,168000000.0,132000000.0,106000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,17698000.0,36547000.0,18230000.0,6757000.0,4350000.0,4004000.0,3994000.0,5840000.0,9577000.0,14535000.0,21092000.0,27683000.0,55547000.0,75397000.0,53912000.0,31295000.0,18123000.0,20033000.0,27906000.0,46367000.0,51728000.0,34900000.0,31700000.0,26900000.0,18600000.0,15200000.0,9100000.0,7600000.0,6400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,8724000.0,10479000.0,12236000.0,6333000.0,5946000.0,6882000.0,6293000.0,6045000.0,4445000.0,4319000.0,3922000.0,7540000.0,7046000.0,6685000.0,7467000.0,8927000.0,9260000.0,10204000.0,4700000.0,1520000.0,1923000.0,2300000.0,2300000.0,2200000.0,2300000.0,1400000.0,1600000.0,1200000.0,200000.0
,EBITDA,201116000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.332463805490258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,192392000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.318042206815379,0.408625046086612,0.374349902894092,0.384277241489497,0.359204278382656,0.338812743876035,0.322837494483929,0.267561716626281,0.237746031035178,0.288494266601917,0.159205776173285,-0.0892569048965127,0.00689820919371496,0.32316501669498,0.361269457556801,0.357162613009732,0.338326945332158,0.321300388916458,0.176739112391657,0.249841387332135,0.219053754205139,0.295302013422819,0.285185185185185,0.252083333333333,0.0,0.0,0.0,0.0,0.0
