Date,2018-12-31,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30,2010-06-30,2009-06-30
Depreciation & Amortization,1297000.0,923000.0,738000.0,578066.0,569442.0,1036035.0,1496783.0,1477639.0,1436017.0,,1483800.0
Stock-based compensation,4024000.0,4333000.0,3741000.0,2788677.0,3218050.0,2265460.0,2059939.0,1966899.0,1808860.0,,
Operating Cash Flow,-261328000.0,-133426000.0,-62250000.0,-48462000.0,-38996209.0,-30690388.0,-5899558.0,4908323.0,-12186017.0,-7068700.0,21342332.0
Capital Expenditure,-22426000.0,-9975000.0,-1837000.0,-2226000.0,-924429.0,-378006.0,-595446.0,-568133.0,-605988.0,-684464.0,-639984.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Investment purchases and sales,84732000.0,-74427000.0,48101000.0,-51815918.0,-35091901.0,0.0,0.0,9545000.0,9870000.0,,
Investing Cash flow,21210000.0,74757000.0,-76264000.0,45875000.0,-52740347.0,-35069907.0,-457567.0,-568133.0,9218022.0,9185536.0,60016.0
Issuance (repayment) of debt,0.0,182216000.0,0.0,0.0,96342785.0,0.0,0.0,0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,-384000.0,369512000.0,47568000.0,2733000.0,2959930.0,31608801.0,15051464.0,171815.0,147401.0,25616.0,-144040.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,3344000.0,627903000.0,168804000.0,2364000.0,98716990.0,31277069.0,14765243.0,1655437.0,147401.0,25616.0,-144040.0
Effect of forex changes on cash,-46000.0,-100000.0,-26000.0,-489153.0,118720.0,79786.0,-255141.0,384974.0,0.0,,
Net cash flow / Change in cash,569188000.0,30190000.0,-249000.0,6491281.0,-34364506.0,8487904.0,5740486.0,-2435620.0,2142452.0,,
Free Cash Flow,-143401000.0,-64087000.0,-50688000.0,-39920638.0,-31068394.0,-6495004.0,4340190.0,-12792005.0,-7753164.0,,
Net Cash/Marketcap,0.1521,0.0587,-0.2124,0.0079,0.1372,0.091,0.121,0.0883,0.1311,,0.1435
