Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,546526000.0,485739000.0,0.0,0.0,0.0
Revenue Growth,0.125143338294846,0.0,0.0,0.0,0.0
Cost of Revenue,487095000.0,420116000.0,0.0,0.0,0.0
Gross Profit,59431000.0,65623000.0,0.0,0.0,0.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0
SG&A Expense,57089000.0,56023000.0,0.0,390974.0,0.0
Operating Expenses,58361000.0,59605000.0,3100000.0,390974.0,0.0
Operating Income,1070000.0,6018000.0,0.0,-390974.0,0.0
Interest Expense,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,-2480000.0,3863000.0,0.0,0.0,0.0
Income Tax Expense,-635000.0,3151000.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,-1845000.0,712000.0,0.0,-339604.0,-189755.0
Preferred Dividends,0.0,809000.0,0.0,0.0,0.0
Net Income Com,-1845000.0,712000.0,0.0,-339604.0,-189755.0
EPS,-0.52,-0.13,0.0,-0.18,0.0
EPS Diluted,-0.52,-0.13,0.0,-0.18,0.0
Weighted Average Shs Out,7562586.0,7471371.0,0.0,1848001.0,0.0
Weighted Average Shs Out (Dil),7562586.0,7471371.0,0.0,1848001.0,0.0
Dividend per Share,0.115701163597,0.0327918396771,0.0,0.0,0.0
Gross Margin,0.108743225391,0.1350993023,0.0,0.0,0.0
EBITDA Margin,0.0130387209392,0.0315333955066,0.0,0.0,0.0
EBIT Margin,0.0019578208539,0.0123893695997,0.0,0.0,0.0
Profit Margin,-0.00337586866865,0.00146580776919,0.0,0.0,0.0
Free Cash Flow margin,0.0392387553383,-0.0151686399486,0.0,0.0,0.0
EBITDA,7126000.0,15317000.0,0.0,-390974.0,0.0
EBIT,1070000.0,6018000.0,0.0,-390974.0,0.0
Consolidated Income,-1845000.0,712000.0,0.0,-339604.0,-189755.0
Earnings Before Tax Margin,-0.00453775300718,0.00795283063538,0.0,0.0,0.0
Net Profit Margin,-0.00337586866865,0.00146580776919,0.0,0.0,0.0
