Date,2018-12-31,2017-12-31,2016-12-31
Revenue,1898696092.6194,263614873.0351,72694600.432
Revenue Growth,6.20253781874663,2.62633361306787,
Cost of Revenue,420441244.5731,109254836.7594,83206623.4701
Gross Profit,1478254848.0463,154360036.2757,-10512023.0382
R&D Expenses,161513314.0376,19525544.1354,4236285.0972
SG&A Expense,2879656295.2243,223365931.0762,26462634.9892
Operating Expenses,3041169609.2619,242891475.2116,30698920.0864
Operating Income,-1562914761.2156,-88531438.9359,-41210943.1246
Interest Expense,0.0,0.0,0.0
Earnings before Tax,-1478599855.2822,-79370465.5381,-42041324.694
Income Tax Expense,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-1478599855.2822,-79370465.5381,-42041324.694
Preferred Dividends,11649204.0521,-3992291.4148,4381569.4744
Net Income Com,-1490249059.3343,-75378174.1233,-46422894.1685
EPS,-2.0087,-0.1693,-0.1037
EPS Diluted,-2.0087,-0.1693,-0.1037
Weighted Average Shs Out,641265612.1563,669761998.1862,638033892.0086
Weighted Average Shs Out (Dil),429568675.6874,266747180.4716,261367890.5688
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.7786,0.5856,-0.1446
EBITDA Margin,-0.1072,-0.0453,-0.0831
EBIT Margin,-0.7787,-0.3011,-0.5783
Profit Margin,-0.1136,-0.0432,-0.092
Free Cash Flow margin,0.59,5.5489,1.738
EBITDA,-1406674674.3849,-79028113.6638,-41932469.4024
EBIT,-1478599855.2822,-79370465.5381,-42041324.694
Consolidated Income,-1478599855.2822,-79370465.5381,-42041324.694
Earnings Before Tax Margin,-0.7787,-0.3011,-0.5783
Net Profit Margin,-0.7787,-0.3011,-0.5783
