date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2003-03-26_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1857000000.0,2200000000.0,2314000000.0,490000000.0,2165000000.0,1122000000.0,3785000000.0,2828000000.0,3766000000.0,3371000000.0,2210000000.0,1579000000.0,3878000000.0,3188000000.0,3044000000.0,2600000000.0,2052000000.0,1682000000.0,1210000000.0,1210000000.0
,depreciationAndAmortization,0.0,1598000000.0,1509000000.0,2172000000.0,1628000000.0,1450000000.0,1096000000.0,1110000000.0,761000000.0,764000000.0,747000000.0,781000000.0,728000000.0,780000000.0,831000000.0,895000000.0,908000000.0,750000000.0,703000000.0,703000000.0
,deferredIncomeTax,-521000000.0,-237000000.0,806000000.0,321000000.0,114000000.0,367000000.0,1123000000.0,482000000.0,619000000.0,71000000.0,152000000.0,-61000000.0,387000000.0,75000000.0,254000000.0,-116000000.0,-90000000.0,-68000000.0,0.0,-151000000.0
,stockBasedCompensation,0.0,34000000.0,32000000.0,14000000.0,59000000.0,35000000.0,90000000.0,92000000.0,58000000.0,91000000.0,57000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-335000000.0,334000000.0,129000000.0,1323000000.0,1671000000.0,689000000.0,389000000.0,-988000000.0,-947000000.0,173000000.0,-776000000.0,-757000000.0,741000000.0,-208000000.0,140000000.0,582000000.0,1000000.0,-999000000.0,0.0,579000000.0
,accountsReceivables,780000000.0,-170000000.0,224000000.0,-689000000.0,-442000000.0,-42000000.0,545000000.0,-74000000.0,300000000.0,-302000000.0,-289000000.0,0.0,0.0,0.0,0.0,-414000000.0,-311000000.0,0.0,-356000000.0,-356000000.0
,inventory,78000000.0,-74000000.0,-338000000.0,-83000000.0,197000000.0,59000000.0,-129000000.0,-260000000.0,-106000000.0,-228000000.0,0.0,564000000.0,0.0,0.0,0.0,-67000000.0,-32000000.0,0.0,51000000.0,45000000.0
,accountsPayables,-1087000000.0,1010000000.0,-764000000.0,678000000.0,237000000.0,-1030000000.0,-549000000.0,191000000.0,-67000000.0,846000000.0,651000000.0,0.0,0.0,0.0,0.0,644000000.0,308000000.0,0.0,448000000.0,0.0
,otherWorkingCapital,0.0,1734000000.0,1400000000.0,1271000000.0,-52000000.0,-1723000000.0,-2412000000.0,-2801000000.0,-1813000000.0,-866000000.0,-1039000000.0,-263000000.0,494000000.0,-247000000.0,-39000000.0,-179000000.0,-761000000.0,-762000000.0,237000000.0,237000000.0
,otherNonCashItems,253000000.0,-46000000.0,-8000000.0,-220000000.0,-2244000000.0,-38000000.0,-696000000.0,-150000000.0,-94000000.0,-197000000.0,-95000000.0,-45000000.0,-241000000.0,-215000000.0,-96000000.0,-233000000.0,-32000000.0,-10000000.0,0.0,-4000000.0
,netCashProvidedByOperatingActivites,798000000.0,4429000000.0,3922000000.0,2763000000.0,2015000000.0,2167000000.0,4405000000.0,3292000000.0,4680000000.0,4489000000.0,3207000000.0,1591000000.0,4263000000.0,3626000000.0,3587000000.0,3451000000.0,3312000000.0,2194000000.0,1676000000.0,1676000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-868000000.0,-1636000000.0,-1491000000.0,-993000000.0,-1073000000.0,-2994000000.0,-5290000000.0,-6297000000.0,-5478000000.0,-3919000000.0,-3856000000.0,-2285000000.0,-1231180185.0,-898798292.0,-1176607642.0,-1431561810.0,-1376289897.0,-1449182017.0,-1552000000.0,-1551778407.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1602000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-1373000000.0,-1971000000.0,-628000000.0,-1000000.0,-32000000.0,-123000000.0,0.0,-128000000.0,-59000000.0,-8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,66000000.0,1305000000.0,1903000000.0,840000000.0,3021000000.0,142000000.0,851000000.0,164000000.0,368000000.0,385000000.0,155000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-802000000.0,-1704000000.0,-1559000000.0,-781000000.0,1947000000.0,-2884000000.0,-4562000000.0,-7735000000.0,-5238000000.0,-3593000000.0,-3709000000.0,-2216000000.0,-960417678.0,-619723905.0,-964585275.0,-991975811.0,-1305495560.0,-1392502898.0,-1491000000.0,-1490399748.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-20000000.0,-36000000.0,0.0,0.0,-2000000000.0,32000000.0,-120000000.0,-1371000000.0,-105000000.0,-135000000.0,-120000000.0,0.0,0.0,0.0,0.0,-21000000.0,-8000000.0,0.0,-71000000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-274000000.0,-1373000000.0,-1971000000.0,-627000000.0,0.0,0.0,0.0,0.0,-85000000.0,-40000000.0,-5000000.0,-491000000.0,-2203000000.0,-2346000000.0,-1808000000.0,-1757000000.0,-859000000.0,-797000000.0,0.0,-13000000.0
,dividendsPaid,-649000000.0,-631000000.0,-572000000.0,-524000000.0,-492000000.0,-449000000.0,-441000000.0,-407000000.0,-398000000.0,-373000000.0,-356000000.0,-341000000.0,-330000000.0,-319000000.0,-315000000.0,-317000000.0,-317000000.0,-322000000.0,-319000000.0,-319000000.0
