date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-479838000.0,-213833000.0,-94155000.0,-103187000.0,-284558000.0,-133869000.0,-111491000.0,-111186000.0,-87139000.0,-2182370000.0
,depreciationAndAmortization,241886000.0,288641000.0,250466000.0,278518000.0,298169000.0,296609000.0,319777000.0,341979000.0,428422000.0,532996000.0
,deferredIncomeTax,-14355000.0,4535000.0,5140000.0,-49247000.0,-68347000.0,48214000.0,899000.0,-3121000.0,-10076000.0,-117616000.0
,stockBasedCompensation,11573000.0,13968000.0,13248000.0,10828000.0,10567000.0,12452000.0,11376000.0,9524000.0,6254000.0,8559000.0
,changeInWorkingCapital,73741000.0,-60642000.0,101716000.0,-83700000.0,-175647000.0,-395251000.0,262460000.0,-91920000.0,-64530000.0,172003000.0
,accountsReceivables,31593000.0,19182000.0,-11005000.0,14926000.0,40094000.0,30808000.0,65519000.0,-88029000.0,25826000.0,-2356000.0
,inventory,46096000.0,-28850000.0,-33515000.0,7771000.0,9031000.0,26228000.0,-1763000.0,15419000.0,44549000.0,39825000.0
,accountsPayables,-34941000.0,-12136000.0,16144000.0,-7149000.0,-23685000.0,13145000.0,-3432000.0,1076000.0,-44594000.0,18488000.0
,otherWorkingCapital,67804000.0,157944000.0,218586000.0,116870000.0,200570000.0,376217000.0,771468000.0,-26205000.0,-104701000.0,92255000.0
,otherNonCashItems,6004000.0,4286000.0,4181000.0,14348000.0,4181000.0,7216000.0,4750000.0,4797000.0,-154440000.0,46249000.0
,netCashProvidedByOperatingActivites,115248000.0,254975000.0,114915000.0,135130000.0,143751000.0,348359000.0,491043000.0,157203000.0,104802000.0,132796000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-50940000.0,-37561000.0,-53741000.0,-58294000.0,-105553000.0,-82987000.0,-67145000.0,-59803000.0,-50943000.0,-71817000.0
,acquisitionsNet,0.0,-5000000.0,140000000.0,0.0,0.0,-578000000.0,-9000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-750000.0,-50053000.0,-86211000.0,-82086000.0,-198633000.0,-310149000.0,-219355000.0,-165603000.0,0.0
,salesMaturitiesOfInvestments,0.0,50000000.0,86539000.0,80690000.0,197724000.0,286732000.0,134275000.0,251168000.0,19575000.0,17800000.0
,otherInvestingActivites,-61331000.0,-102562000.0,17682000.0,-139108000.0,-124031000.0,-103709000.0,-115509000.0,-121893000.0,-88027000.0,-105691000.0
,netCashUsedForInvestingActivites,-112271000.0,-96320000.0,427000.0,-204923000.0,-113946000.0,-676787000.0,-367619000.0,-168578000.0,-295998000.0,-195300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-169000000.0,-832000000.0,-58000000.0,-8000000.0,-8000000.0,-247125000.0,-2500000.0,-2500000.0,-12750000.0,-193500000.0
,commonStockIssued,0.0,0.0,0.0,1608000.0,2197000.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,-55017000.0,-463013000.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-48000.0,-9375000.0,2613000.0,-1450000.0,-1672000.0,-15913000.0,-723000.0,-1575000.0,-130586000.0,-10459000.0
,netCashUsedProvidedByFinancingActivities,-18130000.0,-115667000.0,-4124000.0,-7330000.0,-37960000.0,106104000.0,19529000.0,-4075000.0,106664000.0,96041000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-15153000.0,42988000.0,104386000.0,-77123000.0,-8155000.0,-222324000.0,142953000.0,-15450000.0,-84532000.0,33537000.0
,cashAtEndOfPeriod,281200000.0,296353000.0,253365000.0,148979000.0,226102000.0,234257000.0,456581000.0,313628000.0,329078000.0,413610000.0
,cashAtBeginningOfPeriod,296353000.0,253365000.0,148979000.0,226102000.0,234257000.0,456581000.0,313628000.0,329078000.0,413610000.0,380073000.0
,operatingCashFlow,115248000.0,254975000.0,114915000.0,135130000.0,143751000.0,348359000.0,491043000.0,157203000.0,104802000.0,132796000.0
,capitalExpenditure,-50940000.0,-37561000.0,-53741000.0,-60294000.0,-105553000.0,-82987000.0,-67145000.0,-59803000.0,-50943000.0,-101817000.0
,freeCashFlow,64308000.0,217414000.0,61174000.0,74836000.0,38198000.0,265372000.0,423898000.0,97400000.0,53859000.0,30979000.0
