date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2015-01-03_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2009-01-03_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2005-01-01_FY,2004-12-31_FY,2004-01-03_FY,2003-12-31_FY,2002-12-31_FY,2002-12-28_FY,2001-12-31_FY,2001-12-29_FY,2000-12-31_FY,1999-12-31_FY,1999-04-03_FY,1998-03-28_FY,1997-03-29_FY,1996-03-30_FY,1995-04-01_FY,1994-03-31_FY,1993-03-31_FY,1992-03-31_FY,1991-03-31_FY,1990-03-31_FY,1989-03-31_FY
,revenue,408120000.0,404093000.0,398799000.0,385961000.0,427054000.0,405966000.0,366100000.0,332500000.0,279300000.0,318366000.0,297800000.0,194400000.0,222300000.0,228700000.0,245500000.0,211060000.0,225832000.0,225832000.0,209662000.0,209662000.0,229126000.0,229126000.0,295326000.0,295326000.0,567759000.0,0.0,200100000.0,245900000.0,204100000.0,198200000.0,144100000.0,126200000.0,103400000.0,71000000.0,64500000.0,38900000.0,21500000.0
,costOfRevenue,162814000.0,165671000.0,179360000.0,169382000.0,180620000.0,186057000.0,159100000.0,153700000.0,128000000.0,129769000.0,117900000.0,90100000.0,102800000.0,103200000.0,106700000.0,95925000.0,96857000.0,96857000.0,89266000.0,89266000.0,91546000.0,91546000.0,111498000.0,111498000.0,217830000.0,0.0,78400000.0,98900000.0,83700000.0,82200000.0,58900000.0,47500000.0,39000000.0,28200000.0,27100000.0,16000000.0,9300000.0
,grossProfit,245306000.0,238422000.0,219439000.0,216579000.0,246434000.0,219909000.0,207000000.0,178900000.0,151300000.0,188597000.0,179800000.0,104300000.0,119400000.0,125600000.0,138700000.0,115135000.0,128975000.0,128975000.0,120396000.0,120396000.0,137580000.0,137580000.0,183828000.0,183828000.0,349929000.0,0.0,121600000.0,147000000.0,120400000.0,116000000.0,85100000.0,78700000.0,64400000.0,42800000.0,37400000.0,22900000.0,12200000.0
,grossProfitRatio,0.601063412721748,0.590017644453133,0.550249624497554,0.561142187941269,0.577055829005231,0.54169314671672,0.565419284348539,0.538045112781955,0.54171142141067,0.592390519088094,0.603760913364674,0.536522633744856,0.537112010796221,0.54919108001749,0.564969450101833,0.545508386240879,0.57111038293953,0.57111038293953,0.574238536310824,0.574238536310824,0.60045564449255,0.60045564449255,0.622457893988338,0.622457893988338,0.616333690879405,0.0,0.607696151924038,0.597803985359902,0.589906908378246,0.585267406659939,0.590562109646079,0.623613312202853,0.622823984526112,0.602816901408451,0.57984496124031,0.588688946015424,0.567441860465116
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,89223000.0,78562000.0,82172000.0,102788000.0,117518000.0,136137000.0,88100000.0,81000000.0,77600000.0,71855000.0,60300000.0,56100000.0,68600000.0,83000000.0,82000000.0,95412000.0,90957000.0,90957000.0,87092000.0,87092000.0,85776000.0,85776000.0,71679000.0,71679000.0,77057000.0,0.0,33200000.0,32000000.0,27800000.0,26800000.0,22900000.0,20600000.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,95331000.0,82542000.0,91054000.0,90718000.0,98602000.0,97349000.0,74300000.0,67800000.0,72800000.0,68838000.0,64400000.0,52500000.0,58700000.0,58500000.0,58500000.0,57541000.0,53803000.0,53803000.0,50773000.0,50773000.0,48099000.0,48099000.0,53027000.0,53027000.0,81082000.0,0.0,36800000.0,39900000.0,33600000.0,31300000.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,8386000.0,18222000.0,-249000.0,11755000.0,4303000.0,-832000.0,1325000.0,-300000.0,0.0,0.0,2474000.0,1812000.0,-17791000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
