date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,98589000.0,132398000.0,82891000.0,33111000.0,52733000.0,57279000.0,41569000.0,17517000.0,30977000.0,34938000.0,37636000.0,-32380000.0,-75748000.0,17782000.0,58039000.0,71852000.0,10385000.0,54055000.0,48941000.0,32202000.0,38085000.0,30222000.0,31772000.0,49059000.0,47385000.0,43050000.0,23952000.0,15524000.0,-3600000.0,10300000.0,7600000.0,44500000.0
,depreciationAndAmortization,72705000.0,70795000.0,79036000.0,71956000.0,67461000.0,60114000.0,64292000.0,63789000.0,63235000.0,66385000.0,62996000.0,68826000.0,66160000.0,62517000.0,59450000.0,55445000.0,55215000.0,56094000.0,52863000.0,57546000.0,62216000.0,55874000.0,48827000.0,44991000.0,45189000.0,43087000.0,38649000.0,41969000.0,45500000.0,42000000.0,34500000.0,27600000.0
,deferredIncomeTax,11101000.0,13702000.0,8972000.0,-1264000.0,5889000.0,-27358000.0,-10725000.0,-12261000.0,-123887000.0,237000.0,13125000.0,-19524000.0,-22578000.0,-10897000.0,-8104000.0,10787000.0,-16652000.0,-6908000.0,-21094000.0,-18634000.0,6108000.0,-1127000.0,11460000.0,-3828000.0,755000.0,6739000.0,-2395000.0,-8455000.0,-5700000.0,-19600000.0,4900000.0,1200000.0
,stockBasedCompensation,1505000.0,2063000.0,2203000.0,2133000.0,2433000.0,1707000.0,1384000.0,-766000.0,2790000.0,2812000.0,4896000.0,5406000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,110798000.0,11872000.0,21553000.0,80894000.0,-24533000.0,49097000.0,-87244000.0,87299000.0,-59545000.0,-4715000.0,34780000.0,-38542000.0,-19085000.0,30573000.0,61187000.0,37432000.0,-57599000.0,89797000.0,22520000.0,-92379000.0,-58856000.0,141434000.0,-13208000.0,-1431000.0,-30303000.0,33218000.0,35189000.0,26010000.0,-10700000.0,-17500000.0,24800000.0,-9700000.0
,accountsReceivables,31522000.0,9587000.0,-19139000.0,-21859000.0,-12697000.0,-404000.0,-6564000.0,-8878000.0,-4990000.0,-12082000.0,-9509000.0,43524000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-13685000.0,-8923000.0,-968000.0,3090000.0,-12520000.0,-8277000.0,-744000.0,5739000.0,11565000.0,7105000.0,16639000.0,42069000.0,6753000.0,-8610000.0,-19034000.0,-17155000.0,642000.0,3171000.0,17687000.0,42797000.0,18809000.0,13300000.0,-12685000.0,-557000.0,-7164000.0,-19061000.0,-15046000.0,-815000.0,15000000.0,16500000.0,-8100000.0,-19600000.0
,accountsPayables,-15586000.0,10524000.0,9340000.0,2910000.0,2108000.0,-6001000.0,640000.0,955000.0,3298000.0,-1677000.0,-7700000.0,-23476000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,526413000.0,415615000.0,403743000.0,382190000.0,301296000.0,325829000.0,276732000.0,363976000.0,276677000.0,336222000.0,340937000.0,306157000.0,344699000.0,363784000.0,333211000.0,272024000.0,234592000.0,292191000.0,202394000.0,179874000.0,272253000.0,331109000.0,189675000.0,202883000.0,204314000.0,234617000.0,201399000.0,166210000.0,140200000.0,150900000.0,168400000.0,143600000.0
,otherNonCashItems,121000.0,1055000.0,1953000.0,660000.0,615000.0,3315000.0,8331000.0,0.0,119377000.0,37943000.0,4933000.0,18001000.0,88442000.0,6564000.0,7377000.0,-4490000.0,-552000.0,1777000.0,0.0,0.0,0.0,0.0,3237000.0,-1699000.0,-884000.0,0.0,0.0,-507000.0,-6000000.0,200000.0,0.0,1500000.0
,netCashProvidedByOperatingActivites,140253000.0,200352000.0,132485000.0,64216000.0,79518000.0,95937000.0,84196000.0,62631000.0,34507000.0,105269000.0,99572000.0,13975000.0,84038000.0,81299000.0,52023000.0,122372000.0,101825000.0,131524000.0,118825000.0,214278000.0,130582000.0,98090000.0,86850000.0,86562000.0,82895000.0,67453000.0,23121000.0,43760000.0,45800000.0,66000000.0,11100000.0,47600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-41463000.0,-67358000.0,-81579000.0,-85510000.0,-71244000.0,-48622000.0,-58224000.0,-61844000.0,-37046000.0,-28680000.0,-27334000.0,-38262000.0,-140996000.0,-165238000.0,-93274000.0,-43293000.0,-57129000.0,-51849000.0,-31678000.0,-28238000.0,-36866000.0,-34953000.0,-38825000.0,-50804000.0,-53473000.0,-41921000.0,-38375000.0,-30940000.0,-20200000.0,-40100000.0,-110700000.0,-82300000.0
,acquisitionsNet,0.0,-31000000.0,0.0,0.0,-187000000.0,0.0,0.0,17000000.0,0.0,0.0,-2000000.0,0.0,40000000.0,-10000000.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-957000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49302000.0,2272000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700000.0
