date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2218000000000.0,13744011000000.0,11381386000000.0,7178539000000.0,2447881000000.0,-7193859000000.0,7510270000000.0,13106503000000.0,14778947000000.0,15452334000000.0,8146471000000.0,5132054000000.0,11629677000000.0,5179792000000.0,3391373000000.0,3253756000000.0
,depreciationAndAmortization,0.0,278031000000.0,85156000000.0,149312000000.0,223017000000.0,170640000000.0,6483366000000.0,5193352000000.0,5002497000000.0,2255677000000.0,1813270000000.0,3392461000000.0,1648089000000.0,0.0,0.0,0.0
,deferredIncomeTax,1777000000000.0,4718413000000.0,8258485000000.0,5800268000000.0,4543046000000.0,710353000000.0,403413000000.0,-202733000000.0,37521000000.0,394087000000.0,37609000000.0,165210000000.0,770962000000.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-2371000000000.0,783666000000.0,-3034983000000.0,-2657201000000.0,-409987000000.0,-3368426000000.0,-63130000000.0,-3409449000000.0,-1173610000000.0,1460854000000.0,1395176000000.0,405732000000.0,-749401000000.0,0.0,0.0,0.0
,accountsReceivables,0.0,0.0,-2039161000000.0,-2189473000000.0,-1400583000000.0,751031000000.0,1765004000000.0,-6090115000000.0,-2517198000000.0,0.0,794512000000.0,2030376000000.0,-529246000000.0,0.0,0.0,0.0
,inventory,0.0,-597552000000.0,-448135000000.0,-323626000000.0,-217198000000.0,-183231000000.0,567950000000.0,-465611000000.0,-390847000000.0,-561846000000.0,-129823000000.0,-291819000000.0,-312504000000.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,1355175000000.0,21417000000.0,-619131000000.0,-2202808000000.0,94667000000.0,676518000000.0,2318922000000.0,-121422000000.0,1248736000000.0,1536580000000.0,562351000000.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-2389751000000.0,-1902862000000.0,-165519000000.0,-11677000000.0,-206444000000.0,46744000000.0,-915552000000.0,-107396000000.0,560249000000.0,100191000000.0,-1395959000000.0,-9827817000000.0,0.0,0.0,0.0
,otherNonCashItems,3434000000000.0,1943346000000.0,3979185000000.0,3586210000000.0,3688206000000.0,3301325000000.0,775409000000.0,686866000000.0,419486000000.0,233377000000.0,467070000000.0,238247000000.0,-3984182000000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,9187000000000.0,27711767000000.0,22469194000000.0,16973626000000.0,14232940000000.0,10411475000000.0,17505049000000.0,17522761000000.0,20531233000000.0,22996311000000.0,14356812000000.0,9405637000000.0,11792900000000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-11026000000000.0,-13810852000000.0,-8354757000000.0,-5789688000000.0,-5768224000000.0,-14139254000000.0,-15682392000000.0,-14227777000000.0,-15467862000000.0,-10189522000000.0,-6445151000000.0,-12850662000000.0,-1469648000000.0,-3036962000000.0,-1862934000000.0,-1254144000000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-478000000.0,-616000000.0,-541000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-843612000000.0,0.0,-5446507000000.0,0.0,-5684018000000.0,-7567590000000.0,-15281566000000.0,-15996179000000.0,-11808784000000.0,-7939870000000.0,-8420857000000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,564754000000.0,0.0,1208898000000.0,7106487000000.0,11933852000000.0,14725312000000.0,9667021000000.0,10578200000000.0,15917196000000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,23000000000.0,155000000000.0,171000000000.0,159041000000.0,110000000000.0,633406000000.0,0.0,0.0,0.0,0.0,-3874824000000.0,15917196000000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-8529000000000.0,-10035969000000.0,-8718803000000.0,-4383759000000.0,-9383569000000.0,-11545039000000.0,-14099661000000.0,-9662444000000.0,-16024116000000.0,-17387634000000.0,-12708939000000.0,-5955916000000.0,-9890505000000.0,-8068178000000.0,-3221028000000.0,-1748238000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-351000000000.0,-1896956000000.0,-9270262000000.0,-9007340000000.0,-3149917000000.0,-4903592000000.0,0.0,0.0,0.0,-245454000000.0,2761449000000.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41044000000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-8734000000000.0,-13867029000000.0,-4427701000000.0,-1504647000000.0,-1712298000000.0,-5493400000000.0,-12558250000000.0,-14570467000000.0,-8386790000000.0,-5896886000000.0,-3789828000000.0,-8902602000000.0,-4654340000000.0,-4475399000000.0,-2000000000000.0,-1298000000000.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,3000000.0,41000000.0,82000000.0,-69823000000.0,3256250000000.0,-454835000000.0,739404000000.0,832919000000.0,4828646000000.0,-226685000000.0,-288783000000.0
,netCashUsedProvidedByFinancingActivities,-2629000000000.0,-17170332000000.0,-15790778000000.0,-12764139000000.0,-2763021000000.0,-1392183000000.0,-5405168000000.0,-7077753000000.0,-3346364000000.0,-2749827000000.0,-1483214000000.0,-2001405000000.0,-3538491000000.0,353247000000.0,-2226685000000.0,-1586783000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
