date,,2020-04-24_FY,2019-04-26_FY,2018-04-27_FY,2017-04-28_FY,2016-04-29_FY,2015-04-24_FY
,revenue,28913000000.0,30557000000.0,29953000000.0,29710000000.0,28833000000.0,20261000000.0
,costOfRevenue,9269000000.0,9064000000.0,9039000000.0,9267000000.0,9142000000.0,6309000000.0
,grossProfit,19644000000.0,21493000000.0,20914000000.0,20443000000.0,19691000000.0,13952000000.0
,grossProfitRatio,0.679417563033929,0.703374022318945,0.698227222648816,0.688084819925951,0.682932750667638,0.688613592616357
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,2331000000.0,2330000000.0,2256000000.0,2193000000.0,2224000000.0,1640000000.0
,GeneralAndAdministrativeExpenses,9875000000.0,10232000000.0,9953000000.0,10018000000.0,9469000000.0,6904000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,118000000.0,266000000.0,226000000.0,293000000.0,107000000.0,-92000000.0
,operatingExpenses,15266000000.0,15710000000.0,14312000000.0,15060000000.0,14330000000.0,9976000000.0
,costAndExpenses,24535000000.0,24774000000.0,23351000000.0,24327000000.0,23472000000.0,16285000000.0
,interestExpense,1092000000.0,1444000000.0,1146000000.0,1094000000.0,1386000000.0,666000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,2663000000.0,2659000000.0,2644000000.0,2917000000.0,2820000000.0,1306000000.0
,EBITDA,7041000000.0,8442000000.0,9246000000.0,8300000000.0,8181000000.0,5282000000.0
,EBITDARatio,0.243523674471691,0.276270576300029,0.308683604313424,0.279367216425446,0.283737384247217,0.260697892502838
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,4378000000.0,5783000000.0,6602000000.0,5383000000.0,5361000000.0,3976000000.0
,operatingIncomeRatio,0.151419776571093,0.18925287168243,0.220411978766735,0.18118478626725,0.18593278535012,0.196239080005923
,totalOtherIncomeExpensesNet,56000000.0,90000000.0,11000000.0,-53000000.0,0.0,0.0
,incomeBeforeTax,4055000000.0,5197000000.0,5675000000.0,4602000000.0,4336000000.0,3486000000.0
,incomeBeforeTaxRatio,0.140248331200498,0.170075596426351,0.189463492805395,0.154897340962639,0.150383241424756,0.172054686343221
,incomeTaxExpense,-688000000.0,547000000.0,2580000000.0,578000000.0,798000000.0,811000000.0
,netIncome,4789000000.0,4631000000.0,3104000000.0,4028000000.0,3538000000.0,2675000000.0
,netIncomeRatio,0.165634835541106,0.151552835684131,0.103629018796114,0.135577246718277,0.122706620885791,0.132027047036178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,3.54452,3.41142,2.26867,2.89493,2.48124,2.41208
,EPSDiluted,3.54452,3.41142,2.26867,2.89493,2.48124,2.41208
,weightedAverageShsOut,1340000000.0,1357500000.0,1368200000.0,1391400000.0,1425900000.0,1109000000.0
,weightedAverageShsOutDil,1340000000.0,1357500000.0,1368200000.0,1391400000.0,1425900000.0,1109000000.0
