Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Revenue,398376000.0,350950000.0,291317000.0,254767000.0,158064000.0,65249000.0,25643000.0
Revenue Growth,0.1351,0.2047,0.1435,0.6118,1.4225,1.5445,
Cost of Revenue,195616000.0,199125000.0,182825000.0,95107000.0,84632000.0,39989000.0,20763000.0
Gross Profit,202760000.0,151825000.0,108492000.0,159660000.0,73432000.0,25260000.0,4880000.0
R&D Expenses,50866000.0,53392000.0,58899000.0,42653000.0,17399000.0,8760000.0,5001000.0
SG&A Expense,105415000.0,94702000.0,115356000.0,105879000.0,54881000.0,30264000.0,13568000.0
Operating Expenses,177490000.0,166170000.0,193974000.0,161585000.0,80510000.0,44601000.0,21488000.0
Operating Income,25270000.0,-14345000.0,-85482000.0,-1925000.0,-7078000.0,-19341000.0,-16608000.0
Interest Expense,0.0,0.0,0.0,306000.0,398000.0,1276000.0,88000.0
Earnings before Tax,27681000.0,-11534000.0,-82958000.0,-1273000.0,-18708000.0,-24356000.0,-16844000.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,-2411000.0,-2811000.0,-2524000.0,-958000.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,27681000.0,-11534000.0,-82958000.0,-1273000.0,-18708000.0,-24356000.0,-16844000.0
Preferred Dividends,0.0,0.0,0.0,0.0,12884000.0,12724000.0,3440000.0
Net Income Com,27681000.0,-11534000.0,-82958000.0,-1273000.0,-31592000.0,-37080000.0,-20284000.0
EPS,0.37,-0.16,-1.17,-0.02,-0.6,-8.64,-4.27
EPS Diluted,0.35,-0.16,-1.17,-0.02,-0.6,-8.64,-4.27
Weighted Average Shs Out,75046285.0,73635045.0,71441993.0,69974770.0,66160636.0,,
Weighted Average Shs Out (Dil),74561019.0,72890313.0,70934937.0,69545238.0,52556998.0,4292026.0,4750440.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.509,0.4326,0.3724,0.6267,0.4646,0.3871,0.1903
EBITDA Margin,0.089,-0.005,-0.252,0.022,-0.09,-0.313,-0.593
EBIT Margin,0.0695,-0.0329,-0.2848,-0.0038,-0.1158,-0.3537,-0.6534
Profit Margin,0.069,-0.033,-0.285,-0.005,-0.2,-0.568,-0.791
Free Cash Flow margin,0.646,0.5868,0.4221,0.3967,0.583,0.3921,0.276
EBITDA,35483000.0,-1583000.0,-73496000.0,5541000.0,-14239000.0,-20435000.0,-15211000.0
EBIT,27681000.0,-11534000.0,-82958000.0,-967000.0,-18310000.0,-23080000.0,-16756000.0
Consolidated Income,25270000.0,-14345000.0,-85482000.0,-2231000.0,-18708000.0,-24356000.0,-16844000.0
Earnings Before Tax Margin,0.0695,-0.0329,-0.2848,-0.005,-0.1184,-0.3733,-0.6569
Net Profit Margin,0.0695,-0.0329,-0.2848,-0.005,-0.1184,-0.3733,-0.6569
