date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-24_FY,2016-06-25_FY,2015-06-27_FY,2014-06-28_FY,2013-06-29_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY
,revenue,1333900000.0,1472200000.0,1630300000.0,1718200000.0,1666900000.0,1703000000.0,947500000.0,663600000.0,548228000.0,598538000.0,514890000.0,473302000.0,361057000.0,266787000.0,184557000.0,208139000.0,133276000.0,100701000.0,100201000.0,73698000.0,0.0,0.0
,costOfRevenue,790800000.0,975100000.0,1150200000.0,1194600000.0,1085400000.0,1124300000.0,511500000.0,337800000.0,292661000.0,352468000.0,306188000.0,281793000.0,213606000.0,160913000.0,101704000.0,112090000.0,77244000.0,58417000.0,59016000.0,50811000.0,25652000.0,17824000.0
,grossProfit,543100000.0,497100000.0,480100000.0,523600000.0,581500000.0,578700000.0,436100000.0,325800000.0,255567000.0,246070000.0,208702000.0,191509000.0,147451000.0,105874000.0,82853000.0,96049000.0,56032000.0,42284000.0,41185000.0,22887000.0,-25652000.0,-17824000.0
,grossProfitRatio,0.407151960416823,0.337657926912104,0.294485677482672,0.304737516005122,0.348851160837483,0.339812096300646,0.460263852242744,0.490958408679928,0.466169185083578,0.411118425229476,0.405333177960341,0.404623263793519,0.408387041381278,0.396848422149505,0.448929057147656,0.461465655163136,0.420420780935802,0.419896525357246,0.411023842077424,0.310551168281364,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,302500000.0,341100000.0,363200000.0,292300000.0,311200000.0,293200000.0,192700000.0,144700000.0,117954000.0,105003000.0,86552000.0,68026000.0,50093000.0,39386000.0,35356000.0,24991000.0,21419000.0,19837000.0,16594000.0,11590000.0,8386000.0,4851000.0
,GeneralAndAdministrativeExpenses,127000000.0,130400000.0,154000000.0,137600000.0,161700000.0,127900000.0,100000000.0,79500000.0,70045000.0,68549000.0,60027000.0,54014000.0,48126000.0,36247000.0,28019000.0,18423000.0,13571000.0,10750000.0,9873000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,-500000.0,-18800000.0,69900000.0,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,441200000.0,485700000.0,530000000.0,457000000.0,504200000.0,416300000.0,363600000.0,225100000.0,187999000.0,173552000.0,146579000.0,122040000.0,98219000.0,75633000.0,63375000.0,39942000.0,35507000.0,31126000.0,27054000.0,0.0,0.0,0.0
