Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,62440000.0,39181000.0,40484000.0,39822000.0,21694000.0,9928000.0
Revenue Growth,0.5936,-0.0322,0.0166,0.8356,1.1851,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,62440000.0,39181000.0,40484000.0,39822000.0,21694000.0,9928000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,36035000.0,23557000.0,23419000.0,25149000.0,14042000.0,5880000.0
Operating Expenses,50561000.0,31076000.0,30304000.0,31459000.0,17094000.0,7023000.0
Operating Income,11879000.0,8105000.0,10180000.0,8363000.0,4600000.0,2905000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,15457000.0,9188000.0,11149000.0,7846000.0,5712000.0,2905000.0
Income Tax Expense,1372000.0,1942000.0,2213000.0,2271000.0,1816000.0,1007000.0
Net Income - Non-Controlling int,-3578000.0,-1083000.0,-1039000.0,407000.0,-1184000.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,14085000.0,7246000.0,8936000.0,5575000.0,3896000.0,1898000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,14085000.0,7246000.0,8936000.0,5575000.0,3896000.0,1898000.0
EPS,1.24,0.89,1.18,0.88,0.98,0.62
EPS Diluted,1.23,0.88,1.16,0.86,0.96,0.62
Weighted Average Shs Out,11531594.0,9022226.0,7763453.0,7096436.0,3068830.0,
Weighted Average Shs Out (Dil),11531594.0,9022226.0,7763453.0,7096436.0,3068085.0,3062538.0
Dividend per Share,0.3,0.52,0.2,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0,1.0,1.0,1.0
EBITDA Margin,0.275,0.26,0.3,0.227,0.295,0.332
EBIT Margin,0.2475,0.2345,0.2754,0.197,0.2633,0.2926
Profit Margin,0.226,0.185,0.221,0.14,0.18,0.191
Free Cash Flow margin,0.6074,-0.5638,1.1408,-0.5929,-0.9739,0.3015
EBITDA,17154000.0,10205000.0,12125000.0,9036000.0,6410000.0,3292000.0
EBIT,15457000.0,9188000.0,11149000.0,7846000.0,5712000.0,2905000.0
Consolidated Income,10507000.0,6163000.0,7897000.0,5982000.0,2712000.0,1898000.0
Earnings Before Tax Margin,0.2475,0.2345,0.2754,0.197,0.2633,0.2926
Net Profit Margin,0.2256,0.1849,0.2207,0.14,0.1796,0.1912
