date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,revenue,804033000.0,1499416000.0,886666000.0,578139000.0,310377000.0,446696000.0,855877000.0,851212000.0,667951000.0,667687000.0,5109000.0,9210000.0
,costOfRevenue,824339000.0,966474000.0,554562000.0,382053000.0,259771000.0,261302000.0,298202000.0,319335000.0,280816000.0,209960000.0,73126000.0,0.0
,grossProfit,-20306000.0,532942000.0,332104000.0,196086000.0,50606000.0,185394000.0,557675000.0,531877000.0,387135000.0,457727000.0,-68017000.0,9210000.0
,grossProfitRatio,-0.0252551823121688,0.355433048600255,0.374553665077944,0.339167570428565,0.16304687525171,0.415033938069739,0.65158311299404,0.624846689191412,0.579585927710266,0.68554127907238,-13.3131728322568,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,85303000.0,110010000.0,106811000.0,67482000.0,102584000.0,136809000.0,135231000.0,158421000.0,160027000.0,113579000.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-10753000.0,-7890000.0,-2972000.0,76000.0,-920000.0,-5246000.0,-2081000.0,-3512000.0,-1475000.0,0.0,0.0,0.0
,operatingExpenses,171885000.0,291000000.0,400266000.0,224835000.0,229886000.0,292803000.0,225658000.0,387794000.0,254589000.0,302028000.0,0.0,0.0
,costAndExpenses,996224000.0,1257474000.0,954828000.0,606888000.0,489657000.0,554105000.0,523860000.0,707129000.0,535405000.0,511988000.0,272538000.0,82195000.0
,interestExpense,97246000.0,119349000.0,84665000.0,64982000.0,28645000.0,24275000.0,33737000.0,36811000.0,52207000.0,65749000.0,59582000.0,6774000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140469000.0,0.0,1911000.0
,EBITDA,282619000.0,796239000.0,328774000.0,217869000.0,-45094000.0,40866000.0,528545000.0,363390000.0,317886000.0,296168000.0,-231948000.0,-71074000.0
,EBITDARatio,0.351501741843929,0.53103274875018,0.370798023156408,0.376845360717751,-0.145287827384117,0.0914850368035532,0.617547848581046,0.42690892515613,0.475912155232944,0.443573111353074,-45.3998825601879,-7.71704668838219
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-192191000.0,241942000.0,-68162000.0,-28749000.0,-179280000.0,-107409000.0,332017000.0,144083000.0,132546000.0,155699000.0,-267429000.0,-72985000.0
,operatingIncomeRatio,-0.239033721252735,0.161357488515529,-0.0768744938905969,-0.049726795805161,-0.577620120047555,-0.240452119562297,0.387926068815963,0.169268055431549,0.198436711674958,0.233191600255808,-52.3446858485026,-7.92453854505972
,totalOtherIncomeExpensesNet,-117712000.0,-86545000.0,114154000.0,-71511000.0,-71137000.0,229889000.0,290007000.0,-20539000.0,-38307000.0,0.0,0.0,0.0
,incomeBeforeTax,-416795000.0,25117000.0,-50860000.0,-177855000.0,-294564000.0,85436000.0,578268000.0,75954000.0,34156000.0,99043000.0,-322780000.0,-78774000.0
,incomeBeforeTaxRatio,-0.518380464483423,0.0167511884627081,-0.0573609453841695,-0.307633631358549,-0.949052281580143,0.191262066371761,0.675643813304949,0.0892304149847511,0.0511354874833633,0.148337469502926,-63.1787042474065,-8.55309446254072
,incomeTaxExpense,-5209000.0,80894000.0,43131000.0,44937000.0,-10784000.0,155272000.0,298898000.0,166998000.0,101184000.0,76686000.0,-77108000.0,973000.0
,netIncome,-411586000.0,-55777000.0,-93991000.0,-222792000.0,-283780000.0,-69836000.0,279370000.0,-91044000.0,-67028000.0,22357000.0,-245672000.0,-79747000.0
,netIncomeRatio,-0.511901874674298,-0.0371991495355525,-0.106004966921028,-0.385360613969997,-0.914307439017711,-0.156338986693411,0.326413725336701,-0.106958078598516,-0.10034867827131,0.0334842523517756,-48.0861225288706,-8.65874049945711
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.02,-0.14,-0.23,-0.57,-0.74,-0.18,0.73,-0.24,-0.18,-0.005348,-0.863189,-0.350837
,EPSDiluted,-1.02,-0.14,-0.23,-0.57,-0.74,-0.18,0.72,-0.24,-0.18,-0.005348,-0.863189,-0.350837
,weightedAverageShsOut,405212000.0,401368000.0,404585000.0,388375000.0,385402000.0,382610000.0,379195000.0,376819000.0,371847000.0,389881128.0,374176471.0,374176471.0
,weightedAverageShsOutDil,405212000.0,401368000.0,404585000.0,388375000.0,385402000.0,382610000.0,386119000.0,376819000.0,371847000.0,389881128.0,374176471.0,374176471.0
