date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,revenue,492853000.0,219750000.0,74908000.0,89912000.0,47159000.0,41097000.0,50561000.0,47167000.0,66725000.0,82757000.0,100041000.0,100533000.0,96163000.0,50897000.0,26930000.0,5716000.0,4278000.0,176000.0
,costOfRevenue,78052000.0,25062000.0,1802000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,414801000.0,194688000.0,73106000.0,0.0,0.0,0.0,0.0,0.0,0.0,82757000.0,100041000.0,100533000.0,96163000.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.841632291981585,0.885952218430034,0.975943824424628,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,654819000.0,655114000.0,505420000.0,390635000.0,382392000.0,276495000.0,190249000.0,112957000.0,86569000.0,99295000.0,106384000.0,108730000.0,96883000.0,120686000.0,49798000.0,35319000.0,24603000.0,13097000.0
,GeneralAndAdministrativeExpenses,588420000.0,479005000.0,382359000.0,199365000.0,89354000.0,60610000.0,44526000.0,27152000.0,43722000.0,38280000.0,37727000.0,39914000.0,27115000.0,23388000.0,16633000.0,13869000.0,11939000.0,7527000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,8668000.0,20730000.0,4173000.0,-3022000.0,6171000.0,76000.0,1817000.0,-47000.0,331000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1243239000.0,1134119000.0,887779000.0,590000000.0,471746000.0,337105000.0,234775000.0,140109000.0,130291000.0,137575000.0,144111000.0,148644000.0,123998000.0,144074000.0,66431000.0,49188000.0,36542000.0,20624000.0
,costAndExpenses,1321291000.0,1159181000.0,889581000.0,590000000.0,471746000.0,337105000.0,234775000.0,140109000.0,130291000.0,137575000.0,144111000.0,148644000.0,123998000.0,144074000.0,66431000.0,49188000.0,36542000.0,20624000.0
,interestExpense,84496000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872000.0,0.0,0.0,0.0,0.0,0.0
