date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,revenue,9352000000.0,9039000000.0,8513000000.0,8202000000.0,7887000000.0,3829000000.0,3802000000.0,3655000000.0,3480000000.0,3447000000.0,3339000000.0,3263000000.0,2834000000.0,2578000000.0,2428000000.0,2267000000.0,2275000000.0,2076000000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,9352000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2087000000.0,1873000000.0,1827000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1758000000.0,1475000000.0,1637000000.0,1534000000.0,1551000000.0,799000000.0,659000000.0,616000000.0,581000000.0,656000000.0,566000000.0,595000000.0,605000000.0,460000000.0,454000000.0,405000000.0,0.0,0.0
,operatingExpenses,1758000000.0,2448000000.0,2379000000.0,2318000000.0,2320000000.0,970000000.0,805000000.0,765000000.0,719000000.0,2885000000.0,2584000000.0,2569000000.0,2330000000.0,1958000000.0,1876000000.0,1788000000.0,1609000000.0,1456000000.0
,costAndExpenses,1758000000.0,7710000000.0,7704000000.0,7686000000.0,7539000000.0,3402000000.0,3155000000.0,3030000000.0,3689000000.0,3052000000.0,2586000000.0,2569000000.0,2330000000.0,1958000000.0,1876000000.0,1788000000.0,1609000000.0,1456000000.0
,interestExpense,244000000.0,234000000.0,208000000.0,188000000.0,184000000.0,142000000.0,135000000.0,126000000.0,128000000.0,156000000.0,166000000.0,174000000.0,105000000.0,66000000.0,38000000.0,82000000.0,-53000000.0,-53000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,308000000.0,729000000.0,747000000.0,833000000.0,769000000.0,171000000.0,146000000.0,149000000.0,138000000.0,142000000.0,145000000.0,160000000.0,90000000.0,66000000.0,63000000.0,54000000.0,47000000.0,39000000.0
,EBITDA,1491000000.0,2058000000.0,1556000000.0,1349000000.0,1117000000.0,598000000.0,793000000.0,774000000.0,-71000000.0,537000000.0,898000000.0,854000000.0,594000000.0,686000000.0,615000000.0,533000000.0,713000000.0,659000000.0
,EBITDARatio,0.159431137724551,0.227680053103219,0.182779278750147,0.164472079980493,0.141625459617091,0.15617654740141,0.208574434508154,0.211764705882353,-0.0204022988505747,0.155787641427328,0.268942797244684,0.261722341403616,0.209597741707833,0.266097750193949,0.25329489291598,0.235112483458315,0.313406593406593,0.317437379576108
