date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,586372000.0,617949000.0,559157000.0,594599000.0,604557000.0,556371000.0,492104000.0,414518000.0,376248000.0,329253000.0,297117000.0,246667000.0,337201000.0,337401000.0,288868000.0,246404000.0,214919000.0,196814000.0,175721000.0,151269000.0,133096000.0,81300000.0,62100000.0
,costOfRevenue,269887000.0,284967000.0,240881000.0,245733000.0,249879000.0,235428000.0,212578000.0,181151000.0,161737000.0,139101000.0,128792000.0,107461000.0,151938000.0,147360000.0,123738000.0,101255000.0,90009000.0,78811000.0,67565000.0,61810000.0,51425000.0,37500000.0,26300000.0
,grossProfit,316485000.0,332982000.0,318276000.0,348866000.0,354678000.0,320943000.0,279526000.0,233367000.0,214511000.0,190152000.0,168325000.0,139206000.0,185263000.0,190041000.0,165130000.0,145149000.0,124910000.0,118003000.0,108156000.0,89459000.0,81671000.0,43800000.0,35800000.0
,grossProfitRatio,0.539734161931334,0.53885029347082,0.56920685961188,0.586724834720543,0.586674209379761,0.576850698544676,0.568022206688017,0.562983995869902,0.570131934256129,0.57752548951718,0.566527664186162,0.56434788601637,0.549414147644877,0.563249664345986,0.571645180497667,0.589069170955017,0.581195706289346,0.599566087778308,0.61549843217373,0.591390172474202,0.613624752058664,0.538745387453875,0.576489533011272
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,84276000.0,87608000.0,71896000.0,57704000.0,54736000.0,53859000.0,48953000.0,44549000.0,44704000.0,42372000.0,40508000.0,36681000.0,48407000.0,46594000.0,41468000.0,34139000.0,28822000.0,27358000.0,20780000.0,19413000.0,16106000.0,10200000.0,9000000.0
,GeneralAndAdministrativeExpenses,61444000.0,64603000.0,52618000.0,46054000.0,48322000.0,49259000.0,44455000.0,37147000.0,38474000.0,37708000.0,34027000.0,29946000.0,37145000.0,86772000.0,77887000.0,69932000.0,61095000.0,54911000.0,47356000.0,41156000.0,33174000.0,28000000.0,15800000.0
,SellingAndMarketingExpenses,47758000.0,56860000.0,51262000.0,47482000.0,48223000.0,48615000.0,52617000.0,44559000.0,45622000.0,43944000.0,42702000.0,36137000.0,51177000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,14000.0,432000.0,-40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,202424000.0,217058000.0,184389000.0,160300000.0,160371000.0,159497000.0,152402000.0,132080000.0,134438000.0,128789000.0,126398000.0,114182000.0,149428000.0,146983000.0,132872000.0,108563000.0,93492000.0,86586000.0,71378000.0,65809000.0,55380000.0,43300000.0,26500000.0
,costAndExpenses,472311000.0,502025000.0,425270000.0,406033000.0,410250000.0,394925000.0,364980000.0,313231000.0,296175000.0,267890000.0,255190000.0,221643000.0,301366000.0,294343000.0,256610000.0,209818000.0,183501000.0,165397000.0,138943000.0,127619000.0,106805000.0,80800000.0,52800000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,8946000.0,7987000.0,8613000.0,9060000.0,9090000.0,7764000.0,6377000.0,5825000.0,5638000.0,7284000.0,9161000.0,11418000.0,12699000.0,13617000.0,13247000.0,4492000.0,3575000.0,3432000.0,1772000.0,5240000.0,6100000.0,5100000.0,1700000.0
,EBITDA,123007000.0,123911000.0,142500000.0,197626000.0,203397000.0,169210000.0,133501000.0,107112000.0,85711000.0,68647000.0,51088000.0,36442000.0,48534000.0,56675000.0,45505000.0,41078000.0,34993000.0,34849000.0,38550000.0,28890000.0,32391000.0,5600000.0,11000000.0
,EBITDARatio,0.209776387685633,0.200519783995119,0.254847922855298,0.332368537451291,0.336439740173383,0.304131595643914,0.271286150894933,0.258401323947332,0.227804533180243,0.208493164830692,0.171945731816086,0.147737638192381,0.14393195749716,0.167975198650864,0.157528698228949,0.166709956007208,0.162819480827661,0.177065655898463,0.219381861018319,0.190984273049997,0.243365690929855,0.0688806888068881,0.177133655394525
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,114061000.0,115924000.0,133887000.0,188566000.0,194307000.0,161446000.0,127124000.0,101287000.0,80073000.0,61363000.0,41927000.0,25024000.0,35835000.0,43058000.0,32258000.0,36586000.0,31418000.0,31417000.0,36778000.0,23650000.0,26291000.0,500000.0,9300000.0
,operatingIncomeRatio,0.194519861112059,0.187594769147616,0.239444377875981,0.31713137761752,0.321403937097743,0.290176878377917,0.258327508006438,0.244348858191924,0.212819735918862,0.186370359571515,0.141112760293083,0.101448511556065,0.106271926832957,0.127616693489349,0.111670382319952,0.148479732471875,0.146185307022646,0.159627872000976,0.209297693502769,0.156343996456643,0.197534110717076,0.00615006150061501,0.14975845410628
,totalOtherIncomeExpensesNet,-383000.0,-562000.0,1277000.0,-4907000.0,639000.0,64000.0,-394000.0,655000.0,-97000.0,792000.0,-779000.0,-5006000.0,-6150000.0,1218000.0,-1578000.0,-7429000.0,900000.0,-522000.0,-620000.0,2059000.0,-283000.0,1200000.0,1100000.0
