date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,26708000.0,175266000.0,132052000.0,77148000.0
,depreciationAndAmortization,212620000.0,175465000.0,197913000.0,256019000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0
,stockBasedCompensation,12640000.0,14277000.0,15114000.0,16560000.0
,changeInWorkingCapital,-1856000.0,-48931000.0,-28803000.0,160000.0
,accountsReceivables,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,9797000.0,1578000.0
,otherWorkingCapital,-21296000.0,-88959000.0,-40028000.0,-11225000.0
,otherNonCashItems,-3375000.0,-31469000.0,3988000.0,-4971000.0
,netCashProvidedByOperatingActivites,314312000.0,339053000.0,336365000.0,386393000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-35450000.0,-4995000.0
,salesMaturitiesOfInvestments,0.0,33535000.0,0.0,0.0
,otherInvestingActivites,31771000.0,11037000.0,30427000.0,-58525000.0
,netCashUsedForInvestingActivites,-747750000.0,-894999000.0,-220462000.0,82942000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1652175000.0,-2961549000.0,-962219000.0,-1555510000.0
,commonStockIssued,428272000.0,677428000.0,2972000.0,0.0
,commonStockRepurchased,-4381000.0,-2541000.0,-170568000.0,-286631000.0
,dividendsPaid,-270838000.0,-236872000.0,-300575000.0,-341704000.0
,otherFinancingActivites,-10674000.0,-37382000.0,-78030000.0,-11747000.0
,netCashUsedProvidedByFinancingActivities,490713000.0,504548000.0,-153189000.0,-470596000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,57275000.0,-51398000.0,-37286000.0,-1261000.0
,cashAtEndOfPeriod,83298000.0,26023000.0,77421000.0,8798000.0
,cashAtBeginningOfPeriod,26023000.0,77421000.0,114707000.0,10059000.0
,operatingCashFlow,314312000.0,339053000.0,336365000.0,386393000.0
,capitalExpenditure,-12659000.0,-1041919000.0,-163049000.0,192562000.0
,freeCashFlow,301653000.0,291401000.0,283975000.0,340293000.0
