date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,revenue,21615000000.0,21625000000.0,21132000000.0,21076000000.0,21430000000.0,25987000000.0,25768000000.0,28443000000.0,25251000000.0,31903000000.0,32204000000.0,29954000000.0,24625657940.0,24556470750.0,23359424060.0,18697660680.0,14042310240.0,12427520000.0,11332375050.0,11816220870.0,9928981600.0,8353814240.0,7387241900.0,7628525136.0,7668008110.0,7520711076.0,7104242484.0,7632559204.0,6624420376.0,6360239304.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1684000000.0,1649000000.0,1540000000.0,2299000000.0,1936000000.0,1436000000.0,1546000000.0,2813000000.0,3452000000.0,4185000000.0,5852000000.0,5561000000.0,4791000000.0,3978000000.0,3980000000.0,3443000000.0,0.0,2404000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,330000000.0,425000000.0,648000000.0,583000000.0,571000000.0,536000000.0,558000000.0,890000000.0,896000000.0,2171000000.0,1497000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193953852.0,143149194.0,111005768.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1036000000.0,-210000000.0,-214000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,22149000000.0,23641000000.0,22840000000.0,25359000000.0,34847000000.0,37242000000.0,39064000000.0,46228000000.0,39435000000.0,39652000000.0,38812000000.0,36705000000.0,32017000000.0,23358000000.0,22027000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,3770000000.0,6049000000.0,5479000000.0,3786000000.0,4004000000.0,4643000000.0,5283000000.0,6715000000.0,7560000000.0,8393000000.0,7512000000.0,9318000000.0,16441460990.0,15713438500.0,12658168000.0,9155013480.0,6820431520.0,5815600000.0,5842198500.0,7370255070.0,6640299360.0,4687507280.0,5598688340.0,5086651296.0,4821008640.0,7273495956.0,6299396055.0,7174474500.0,8430852710.0,10332690048.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1539000000.0,1487000000.0,1252000000.0,1161000000.0,1162000000.0,1171000000.0,1107000000.0,1127000000.0,1104000000.0,1092000000.0,1227000000.0,1206000000.0,945092080.0,669644000.0,611981590.0,449817840.0,593829040.0,553280000.0,545106300.0,529248870.0,302623040.0,275699360.0,269957845.0,265620372.0,295006488.0,329663304.0,232249653.0,305029248.0,237688465.0,223815096.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.141799676150821,0.201479768786127,0.165341661934507,0.168011007781363,0.150723285114326,0.0797706545580483,0.0875504501707544,0.100833245438245,0.00974218842818106,0.184277340688963,0.188330642156254,0.153068037657742,0.20875159447618,0.260785642415655,0.278700345234454,0.282348553134616,0.324348407217643,0.307002523431867,0.281214047005972,0.294775467412196,0.344504383007417,0.287923634749149,0.253482303050073,0.21898690011736,0.301123253246012,0.272616189517343,0.251791695177729,0.0779709657133241,-0.0452265307747432,0.075244513158337
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
