date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1986-12-31_FY,1985-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,42799000.0,6038000.0,80093000.0,57054000.0,-20817000.0,64100000.0,86071000.0,71942000.0,-374268000.0,31637000.0,5696000.0,-42916000.0,-39698000.0,-94479000.0,20090000.0,16276000.0,24925000.0,19551000.0,73723000.0,39197000.0,73139000.0,73000000.0,69300000.0,-37300000.0,54600000.0,49300000.0,47400000.0,36900000.0,58800000.0,4800000.0,19400000.0,49700000.0,46600000.0,24100000.0,8900000.0
,depreciationAndAmortization,40289000.0,55879000.0,53974000.0,50085000.0,46805000.0,41061000.0,38490000.0,50028000.0,57384000.0,63493000.0,76936000.0,88138000.0,73450000.0,87476000.0,79501000.0,74823000.0,70385000.0,70385000.0,64252000.0,67785000.0,50352000.0,48500000.0,43100000.0,45000000.0,49600000.0,46300000.0,42700000.0,38300000.0,34600000.0,33900000.0,32000000.0,28600000.0,26100000.0,18900000.0,16800000.0
,deferredIncomeTax,-11640000.0,-11826000.0,-3720000.0,23490000.0,-11451000.0,-66328000.0,-21310000.0,7853000.0,107575000.0,20575000.0,-5258000.0,-12747000.0,-13692000.0,-30468000.0,-13714000.0,-9125000.0,-4449000.0,-4449000.0,5470000.0,1105000.0,2032000.0,5100000.0,4700000.0,-34700000.0,500000.0,2200000.0,-200000.0,-11500000.0,1500000.0,-11600000.0,1200000.0,-700000.0,0.0,0.0,0.0
,stockBasedCompensation,7998000.0,7406000.0,8441000.0,11770000.0,7245000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-113065000.0,2957000.0,27934000.0,134543000.0,930000.0,-41905000.0,135307000.0,24658000.0,-89265000.0,30186000.0,-54844000.0,39081000.0,94982000.0,-42861000.0,-4114000.0,74887000.0,0.0,87530000.0,-113936000.0,117221000.0,-74767000.0,-21400000.0,25000000.0,-14900000.0,-10900000.0,-12000000.0,-13200000.0,-34200000.0,7800000.0,34400000.0,14400000.0,-6700000.0,0.0,0.0,0.0
,accountsReceivables,-141330000.0,-74444000.0,19885000.0,-25852000.0,-21893000.0,20208000.0,-5667000.0,16224000.0,-5258000.0,-13444000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,36485000.0,-10578000.0,-33922000.0,-46962000.0,-10271000.0,6562000.0,-12575000.0,18056000.0,22287000.0,-29790000.0,-22654000.0,76254000.0,-6462000.0,20714000.0,-28717000.0,-343000.0,1455000.0,1455000.0,23797000.0,78788000.0,2341000.0,-4100000.0,-13400000.0,23500000.0,2200000.0,1400000.0,-12700000.0,-20600000.0,10600000.0,14100000.0,5100000.0,-8800000.0,0.0,0.0,0.0
,accountsPayables,-26671000.0,-10075000.0,35887000.0,26150000.0,1162000.0,-14605000.0,5936000.0,-27963000.0,-18359000.0,4715000.0,12618000.0,-29230000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,18451000.0,501424000.0,498467000.0,470533000.0,335990000.0,335060000.0,376965000.0,241658000.0,217000000.0,306265000.0,276079000.0,330923000.0,291842000.0,196860000.0,239721000.0,243835000.0,168948000.0,168948000.0,81418000.0,195354000.0,78133000.0,152900000.0,174300000.0,149300000.0,164200000.0,175100000.0,187100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,13761000.0,35480000.0,9290000.0,21158000.0,49245000.0,11321000.0,28355000.0,11197000.0,209401000.0,14855000.0,15398000.0,-10829000.0,71145000.0,116169000.0,10772000.0,1799000.0,0.0,18891000.0,4201000.0,0.0,0.0,100000.0,200000.0,-11500000.0,-900000.0,7900000.0,3600000.0,-300000.0,-1100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-13192000.0,17710000.0,182793000.0,84790000.0,62630000.0,51202000.0,60473000.0,18464000.0,23658000.0,53233000.0,198865000.0,2151000.0,-9096000.0,144579000.0,70944000.0,21381000.0,85705000.0,85705000.0,168631000.0,219436000.0,114451000.0,127200000.0,80000000.0,130200000.0,111600000.0,107800000.0,81800000.0,62000000.0,101600000.0,93000000.0,68900000.0,70200000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44737000.0,-43260000.0,-77468000.0,-67634000.0,-50615000.0,-42825000.0,-35702000.0,-36083000.0,-38465000.0,-53808000.0,-65405000.0,-195700000.0,-64400000.0,-45100000.0,-46700000.0,-49500000.0,-59700000.0,-43700000.0,-44800000.0,-39000000.0,-59700000.0,-49600000.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,-75000000.0,-131000000.0,-130000000.0,-202000000.0,122000000.0,17000000.0,0.0,6000000.0,11000000.0,0.0,59000000.0,5000000.0,-18000000.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
