date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-618695000.0,-789608000.0,-555625000.0,-335643000.0,-263507000.0,-166783000.0,-48709000.0,-25321000.0,-23670000.0,-15598000.0
,depreciationAndAmortization,19356000.0,17434000.0,17158000.0,13538000.0,9648000.0,7419000.0,4228000.0,941000.0,301000.0,225000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,-11797000.0,0.0,0.0,0.0
,stockBasedCompensation,156631000.0,160629000.0,110836000.0,53282000.0,39756000.0,41120000.0,10763000.0,6491000.0,822000.0,863000.0
,changeInWorkingCapital,-28850000.0,-343972000.0,45409000.0,577476000.0,166084000.0,46586000.0,259898000.0,113957000.0,36069000.0,1932000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-20100000.0,23600000.0,3614000.0,526000.0,6658000.0,2541000.0,-2249000.0,2067000.0,380000.0,870000.0
,otherWorkingCapital,23701000.0,928594000.0,1272566000.0,1227157000.0,649681000.0,483597000.0,437011000.0,177113000.0,63156000.0,27087000.0
,otherNonCashItems,-6010000.0,-8253000.0,-2881000.0,964000.0,5500000.0,3857000.0,553000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-470351000.0,-564384000.0,-413426000.0,-280553000.0,-189647000.0,-98429000.0,-59693000.0,43450000.0,-21044000.0,-12217000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-28986000.0,-71028000.0,-55737000.0,-62242000.0,-15995000.0,-7055000.0,-8708000.0,-8670000.0,-867000.0,-403000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,-5000000.0,0.0,0.0,0.0
,purchasesOfInvestments,-1003525000.0,-756570000.0,-1517982000.0,-686204000.0,-348225000.0,-755175000.0,-174981000.0,0.0,0.0,-5276000.0
,salesMaturitiesOfInvestments,948166000.0,1340629000.0,894284000.0,431816000.0,443364000.0,199179000.0,30960000.0,0.0,3506000.0,1750000.0
,otherInvestingActivites,0.0,0.0,0.0,627000.0,-16413000.0,-8816000.0,209000.0,-1153000.0,-40000.0,-35000.0
,netCashUsedForInvestingActivites,-84345000.0,507807000.0,-679435000.0,-316003000.0,62731000.0,-571867000.0,-157193000.0,-9823000.0,2599000.0,-3964000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,-1017000.0,-574000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,541536000.0,0.0,703852000.0,1039801000.0,241896000.0,487173000.0,353226000.0,104921000.0,21000.0,30000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,-1074000.0,-2025000.0,-453000.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,546715000.0,21187000.0,737692000.0,1076174000.0,241534000.0,486720000.0,358452000.0,105641000.0,59852000.0,32435000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-7981000.0,-35390000.0,-355169000.0,479618000.0,114618000.0,-183576000.0,141566000.0,139268000.0,41407000.0,16254000.0
,cashAtEndOfPeriod,373728000.0,381709000.0,417099000.0,758505000.0,278887000.0,164269000.0,347845000.0,206279000.0,67011000.0,25604000.0
,cashAtBeginningOfPeriod,381709000.0,417099000.0,772268000.0,278887000.0,164269000.0,347845000.0,206279000.0,67011000.0,25604000.0,9350000.0
,operatingCashFlow,-470351000.0,-564384000.0,-413426000.0,-280553000.0,-189647000.0,-98429000.0,-59693000.0,43450000.0,-21044000.0,-12217000.0
,capitalExpenditure,-28986000.0,-76252000.0,-55737000.0,-62242000.0,-15995000.0,-7055000.0,-8708000.0,-8670000.0,-867000.0,-403000.0
,freeCashFlow,-499337000.0,-640636000.0,-469163000.0,-342795000.0,-205642000.0,-105484000.0,-68401000.0,34780000.0,-21911000.0,-12620000.0
