Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Revenue,18535115.0,23762536.0,41200205.0,61343681.0,58832481.0,99559814.0,0.0
Revenue Growth,-0.219985821378661,-0.423242287265318,-0.328370839043715,0.0426839044914662,-0.409074016550493,0.0,
Cost of Revenue,20851252.0,35274352.0,39041932.0,46511274.0,39416973.0,57363839.0,0.0
Gross Profit,-2316137.0,-11511816.0,2158273.0,14832407.0,19415508.0,42195975.0,0.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,7577975.0,8144777.0,7150003.0,9419338.0,11840835.0,8450426.0,48388.0
Operating Expenses,7577975.0,8144777.0,7150003.0,9419338.0,11840835.0,8450426.0,48388.0
Operating Income,-9894112.0,-19656593.0,-4991730.0,5413069.0,7574673.0,33745549.0,-48388.0
Interest Expense,96444.0,96385.0,71783.0,0.0,23630.0,116421.0,0.0
Earnings before Tax,-23390717.0,-19413657.0,-15628820.0,1849359.0,9184336.0,34048388.0,-3108717.0
Income Tax Expense,-5422119.0,-4598061.0,-3726133.0,605689.0,2307354.0,8629022.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-17968598.0,-14815596.0,-11902687.0,1243670.0,6876982.0,25419366.0,-3108717.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-17968598.0,-14815596.0,-11902687.0,1243670.0,6876982.0,25419366.0,-3108717.0
EPS,-8.06,-7.96,-6.8,0.73,4.06,15.0,-30.15
EPS Diluted,-8.06,-7.96,-6.8,0.73,4.06,15.0,-30.15
Weighted Average Shs Out,1986299.0,1767821.0,1694489.0,1694489.0,487034.0,487034.0,487034.0
Weighted Average Shs Out (Dil),2229915.0,1860831.0,1750142.0,1694489.0,1694489.0,154033.0,103227.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,-0.125,-0.4845,0.0524,0.2418,0.33,0.4238,0.0
EBITDA Margin,-1.175,-0.749,-0.33,0.063,0.196,0.362,
EBIT Margin,-1.2568,-0.8129,-0.3776,0.0301,0.1565,0.3432,0.0
Profit Margin,-0.969,-0.623,-0.289,0.02,0.117,0.255,
Free Cash Flow margin,-0.2008,0.0411,0.1024,0.0526,-0.2975,0.0467,0.0
EBITDA,-21772548.0,-17807059.0,-13614302.0,3864796.0,11548048.0,36040621.0,-3108717.0
EBIT,-23294273.0,-19317272.0,-15557037.0,1849359.0,9207966.0,34164809.0,-3108717.0
Consolidated Income,-17968598.0,-14815596.0,-11902687.0,1243670.0,6876982.0,25419366.0,-3108717.0
Earnings Before Tax Margin,-1.262,-0.817,-0.3793,0.0301,0.1561,0.342,0.0
Net Profit Margin,-0.9694,-0.6235,-0.2889,0.0203,0.1169,0.2553,0.0
