date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,197043000.0,243020000.0,153905000.0,86927000.0,68175000.0,81765000.0,-35742000.0,-88333000.0,-2707000.0
,depreciationAndAmortization,131630000.0,114898000.0,112247000.0,78227000.0,69506000.0,77952000.0,96564000.0,50477000.0,30687000.0
,deferredIncomeTax,-20294000.0,-23907000.0,11665000.0,-75915000.0,-10469000.0,-3219000.0,-31968000.0,-51195000.0,-7378000.0
,stockBasedCompensation,69413000.0,45834000.0,29916000.0,17910000.0,49233000.0,5276000.0,3467000.0,24741000.0,11610000.0
,changeInWorkingCapital,226133000.0,84877000.0,-21927000.0,-155130000.0,16742000.0,21429000.0,33637000.0,-29587000.0,46632000.0
,accountsReceivables,-172222000.0,-89304000.0,-17017000.0,-136330000.0,-31313000.0,-83211000.0,-32781000.0,20374000.0,17649000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,11089000.0,21584000.0,31579000.0,35792000.0,-1474000.0,36135000.0,19727000.0,24061000.0,4982000.0
,otherWorkingCapital,194491000.0,-31642000.0,-116519000.0,-94592000.0,60538000.0,43796000.0,22367000.0,-11270000.0,18317000.0
,otherNonCashItems,-33856000.0,-80829000.0,1650000.0,77669000.0,3254000.0,6515000.0,6243000.0,2650000.0,4324000.0
,netCashProvidedByOperatingActivites,427178000.0,253567000.0,329792000.0,220408000.0,160047000.0,153676000.0,22747000.0,25269000.0,99259000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-66808000.0,-74294000.0,-55880000.0,-61318000.0,-33143000.0,-32814000.0,-27323000.0,-19716000.0,-18067000.0
,acquisitionsNet,-159000000.0,0.0,0.0,-558000000.0,-4000000.0,-2000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,183000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,-67781000.0,0.0,-34600000.0,15064000.0,0.0,0.0
,netCashUsedForInvestingActivites,-233900000.0,-73183000.0,-55473000.0,-687420000.0,-34614000.0,-71686000.0,-12259000.0,-1079138000.0,-18058000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-122500000.0,-1361533000.0,-315894000.0,-164739000.0,-950383000.0,-130000000.0,-423775000.0,-619557000.0,-224042000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,333950000.0,470400000.0,0.0
,commonStockRepurchased,0.0,-300000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-131626000.0,-101607000.0
,otherFinancingActivites,-920000.0,-38793000.0,-95000000.0,-26988000.0,-6867000.0,-2525000.0,-6914000.0,-58237000.0,-206000.0
,netCashUsedProvidedByFinancingActivities,77429000.0,-90707000.0,-319512000.0,507009000.0,-101595000.0,-42444000.0,8294000.0,1077774000.0,-42157000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-674000.0,1884000.0,-2988000.0,3555000.0,-625000.0,-3673000.0,-5745000.0,-450000.0,787000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,270033000.0,91561000.0,-48181000.0,43552000.0,23213000.0,35873000.0,13037000.0,-37056000.0,39831000.0
,cashAtEndOfPeriod,506303000.0,236270000.0,144709000.0,192890000.0,149338000.0,121065000.0,85192000.0,72155000.0,109211000.0
,cashAtBeginningOfPeriod,236270000.0,144709000.0,192890000.0,149338000.0,126125000.0,85192000.0,72155000.0,109211000.0,69380000.0
,operatingCashFlow,427178000.0,253567000.0,329792000.0,220408000.0,160047000.0,153676000.0,22747000.0,25269000.0,99259000.0
,capitalExpenditure,-66808000.0,-74294000.0,-55880000.0,-61318000.0,-33143000.0,-32814000.0,-27323000.0,-19716000.0,-18067000.0
,freeCashFlow,360370000.0,179273000.0,273912000.0,159090000.0,126904000.0,120862000.0,-4576000.0,5553000.0,81192000.0
