date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,681944000.0,640749000.0,549094000.0,601916000.0,503694000.0,648884000.0,499925000.0,510592000.0,394803000.0,449287000.0,309057000.0,281141000.0,743646000.0,699518000.0,544892000.0,438105000.0,337220000.0,175045000.0,-91546000.0,36238000.0,-34048000.0,58760000.0,99047000.0,90263000.0,60882000.0
,depreciationAndAmortization,113387000.0,131108000.0,112956000.0,86051000.0,85139000.0,88836000.0,103090000.0,103419000.0,88012000.0,82867000.0,78875000.0,83953000.0,73697000.0,65674000.0,63854000.0,55034000.0,20324000.0,17254000.0,17625000.0,21700000.0,23598000.0,22658000.0,11852000.0,8590000.0,14286000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17225000.0,-35554000.0,-91000.0,-48059000.0,-38769000.0,0.0,0.0,0.0,0.0,0.0,-1400000.0,5700000.0,0.0
,stockBasedCompensation,49274000.0,36591000.0,40490000.0,37174000.0,32123000.0,28068000.0,23784000.0,26763000.0,27175000.0,27407000.0,24465000.0,24139000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,487044000.0,67271000.0,409291000.0,487972000.0,414487000.0,354841000.0,376879000.0,322113000.0,284089000.0,-78583000.0,-311444000.0,797984000.0,678376000.0,814839000.0,1129526000.0,1180254000.0,1125053000.0,533980000.0,835235000.0,-19291000.0,11114000.0,68373000.0,-90766000.0,-93229000.0,-35660000.0
,accountsReceivables,-189151000.0,-43813000.0,-67752000.0,-60403000.0,-60942000.0,-104174000.0,-138027000.0,-228756000.0,-122468000.0,0.0,0.0,0.0,-82352000.0,-346555000.0,-287897000.0,-210803000.0,-369232000.0,-278372000.0,-153175000.0,-35356000.0,-3400000.0,-45700000.0,2100000.0,-44000000.0,-20600000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742755000.0,1273534000.0,1434803000.0,1490410000.0,1630178000.0,448221000.0,514646000.0,14974000.0,13500000.0,68100000.0,0.0,0.0,0.0
,otherWorkingCapital,-12376000.0,-123531000.0,49589000.0,55864000.0,-16420000.0,-27442000.0,53455000.0,121168000.0,-105856000.0,91293000.0,78660000.0,-94958000.0,122111000.0,-52835000.0,-122536000.0,-1424636000.0,-1644315000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,2041000.0,8317000.0,4243000.0,1569000.0,413000.0,719000.0,5376000.0,51000.0,1681000.0,26919000.0,23000.0,8812000.0,-26091000.0,96123000.0,-18430000.0,-6372000.0,-45645000.0,232582000.0,-606183000.0,-54084000.0,51089000.0,71356000.0,280255000.0,142532000.0,119773000.0
,netCashProvidedByOperatingActivites,1143793000.0,620199000.0,710883000.0,848376000.0,881304000.0,734847000.0,819798000.0,675458000.0,670279000.0,451316000.0,316054000.0,1552960000.0,1479767000.0,1564014000.0,1719751000.0,1619689000.0,1398183000.0,959110000.0,151944000.0,-13275000.0,49069000.0,219703000.0,298988000.0,153856000.0,159281000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-60457000.0,-49860000.0,-115719000.0,-50829000.0,-63562000.0,-41958000.0,-63150000.0,-40556000.0,-45320000.0,-49605000.0,-30455000.0,0.0,-31108000.0,-42593000.0,-32276000.0,-41871000.0,-28315000.0,-36570000.0,-22076000.0,-7529000.0,-8127000.0,-27167000.0,-17898000.0,-46983000.0,0.0
,acquisitionsNet,0.0,-7000000.0,-71000000.0,-53000000.0,-7000000.0,-65000000.0,-57000000.0,-43000000.0,-262000000.0,0.0,-34000000.0,-49000000.0,-47000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-5525864000.0,-6763363000.0,-7968479000.0,-5743938000.0,-4484749000.0,-4323372000.0,-4354692000.0,-3901993000.0,-2913326000.0,-3050387000.0,-5042327000.0,-2550567000.0,-4598488000.0,-3614652000.0,-5005194000.0,-4117706000.0,-2760083000.0,-2043352000.0,-1015593000.0,-844792000.0,-710325000.0,-1069441000.0,-1012989000.0,-845767000.0,-785405000.0
,salesMaturitiesOfInvestments,5301877000.0,6619958000.0,8034580000.0,4915318000.0,4581276000.0,3421868000.0,4093837000.0,3617221000.0,3150847000.0,3114022000.0,3983084000.0,2250650000.0,3530375000.0,2497850000.0,1303342000.0,1870824000.0,1898139000.0,1024863000.0,189961000.0,142636000.0,147668000.0,297303000.0,120944000.0,219673000.0,159731000.0
,otherInvestingActivites,2844000.0,4262000.0,-4372000.0,20992000.0,-22666000.0,32617000.0,-26155000.0,-25799000.0,-130107000.0,0.0,18639000.0,-138281000.0,104800000.0,-6025000.0,1378337000.0,6144000.0,-5353000.0,26722000.0,608202000.0,775216000.0,611758000.0,772142000.0,753259000.0,512672000.0,493753000.0
,netCashUsedForInvestingActivites,-424871000.0,-714244000.0,-333464000.0,-794488000.0,-170763000.0,-808311000.0,-545364000.0,-775068000.0,-204274000.0,37347000.0,-1116234000.0,-614564000.0,-1047522000.0,-1165420000.0,-2355791000.0,-2282609000.0,-890355000.0,-1030390000.0,-236291000.0,67718000.0,39441000.0,-30467000.0,-157269000.0,-172144000.0,-329325000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
