date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-07-01_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY,1989-06-30_FY,1988-06-30_FY
,revenue,395521000.0,362745000.0,376089000.0,347448000.0,318263000.0,327604000.0,313403000.0,323264000.0,334335000.0,146500000.0,247915000.0,201971000.0,275976000.0,392893000.0,382300000.0,322477000.0,275177000.0,270673000.0,192372000.0,214528000.0,229241000.0,231880000.0,216100000.0,223300000.0,224700000.0,194600000.0,180300000.0,186000000.0,163400000.0,227000000.0,194100000.0,184000000.0,191800000.0,124900000.0
,costOfRevenue,296715000.0,286213000.0,292490000.0,271432000.0,252980000.0,269071000.0,284972000.0,302025000.0,309312000.0,143500000.0,225038000.0,171427000.0,310078000.0,388662000.0,335000000.0,277264000.0,249936000.0,245766000.0,202112000.0,193325000.0,212058000.0,197463000.0,187000000.0,200600000.0,199700000.0,176300000.0,150400000.0,141100000.0,124400000.0,185500000.0,158700000.0,154200000.0,156700000.0,93500000.0
,grossProfit,98806000.0,76532000.0,83599000.0,76016000.0,65283000.0,58533000.0,28431000.0,21239000.0,25023000.0,2900000.0,22877000.0,30544000.0,-34102000.0,4231000.0,47300000.0,45213000.0,25241000.0,24907000.0,-9740000.0,21203000.0,17183000.0,34417000.0,29100000.0,22700000.0,25000000.0,18300000.0,29900000.0,44900000.0,39000000.0,41500000.0,35400000.0,29800000.0,35100000.0,31400000.0
,grossProfitRatio,0.24981227292609,0.210980165129774,0.222285150589355,0.218783818010177,0.205122807238039,0.178669979609529,0.0907170639719467,0.0657017174816868,0.0748440934990354,0.0197952218430034,0.0922775951434968,0.151229631976868,-0.123568716120242,0.0107688352808525,0.123724823437091,0.140205347978305,0.0917264160885539,0.0920187828117322,-0.0506310689705362,0.0988355832338902,0.0749560506192173,0.148425909953424,0.134659879685331,0.101656963725929,0.11125945705385,0.0940390544707091,0.165834719911259,0.241397849462366,0.238678090575275,0.182819383259912,0.182380216383308,0.16195652173913,0.183003128258603,0.251401120896717
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,44565000.0,29290000.0,33451000.0,33107000.0,26693000.0,25683000.0,20101000.0,26202000.0,26536000.0,11400000.0,21157000.0,20708000.0,21401000.0,24235000.0,20300000.0,23811000.0,19318000.0,20339000.0,13617000.0,14689000.0,13545000.0,12109000.0,11900000.0,11400000.0,9200000.0,9000000.0,10600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,3385000.0,0.0,-1000.0,-236000.0,2000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,44565000.0,29290000.0,33451000.0,33107000.0,23308000.0,25683000.0,20102000.0,26438000.0,25967000.0,-199999.999999989,21983000.0,23289000.0,26095000.0,33881000.0,20400000.0,22843000.0,18611000.0,9619000.0,-3786000.0,9824000.0,13545000.0,25624000.0,25500000.0,25300000.0,23200000.0,22900000.0,19300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,341280000.0,315503000.0,325941000.0,304539000.0,276288000.0,294754000.0,305074000.0,328463000.0,335279000.0,143300000.0,247021000.0,194716000.0,336173000.0,422543000.0,355400000.0,300107000.0,268547000.0,255385000.0,198326000.0,203149000.0,225603000.0,223087000.0,212500000.0,225900000.0,222900000.0,199200000.0,169700000.0,160500000.0,141300000.0,206900000.0,177100000.0,171200000.0,172800000.0,108500000.0
,interestExpense,1640000.0,1305000.0,1168000.0,1184000.0,1294000.0,534000.0,816000.0,1118000.0,870000.0,-800000.0,358000.0,1757000.0,2901000.0,1490000.0,964000.0,1482000.0,1393000.0,1088000.0,0.0,1237000.0,1347000.0,0.0,0.0,0.0,2600000.0,2600000.0,600000.0,100000.0,100000.0,100000.0,100000.0,500000.0,0.0,1400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,12961000.0,11572000.0,11362000.0,11308000.0,11253000.0,12382000.0,12325000.0,12009000.0,11568000.0,5050000.0,8843000.0,8631000.0,11946000.0,15172000.0,14470000.0,12655000.0,16008000.0,15197000.0,14354000.0,14308000.0,13627000.0,13515000.0,13600000.0,13900000.0,14000000.0,13900000.0,8700000.0,7200000.0,6200000.0,7200000.0,6500000.0,6700000.0,6100000.0,5400000.0
,EBITDA,67202000.0,58814000.0,61510000.0,54217000.0,53228000.0,45232000.0,20654000.0,6810000.0,10624000.0,8250000.0,9737000.0,15886000.0,-48251000.0,-14478000.0,41470000.0,35025000.0,22638000.0,30485000.0,8400000.0,25687000.0,17265000.0,22308000.0,17200000.0,11300000.0,15800000.0,9300000.0,19300000.0,32700000.0,28300000.0,27300000.0,23500000.0,19500000.0,25100000.0,21800000.0
,EBITDARatio,0.169907539675517,0.162135935712415,0.163551712493585,0.15604349427828,0.16724532854903,0.138069132245028,0.0659023685159364,0.0210663729954464,0.031776511582694,0.0563139931740614,0.0392755581550128,0.0786548563902739,-0.174837667043511,-0.0368497275339596,0.108475019618101,0.108612397163209,0.0822670499351327,0.112626674991595,0.0436653982908115,0.119737283711217,0.0753137527754634,0.0962049335863378,0.0795927811198519,0.0506045678459472,0.0703159768580329,0.0477903391572456,0.107043815862451,0.175806451612903,0.173194614443084,0.120264317180617,0.12107161257084,0.105978260869565,0.130865484880083,0.174539631705364
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,54241000.0,47242000.0,50148000.0,42909000.0,41975000.0,32850000.0,8329000.0,-5199000.0,-944000.0,3200000.0,894000.0,7255000.0,-60197000.0,-29650000.0,27000000.0,22370000.0,6630000.0,15288000.0,-5954000.0,11379000.0,3638000.0,8793000.0,3600000.0,-2600000.0,1800000.0,-4600000.0,10600000.0,25500000.0,22100000.0,20100000.0,17000000.0,12800000.0,19000000.0,16400000.0
,operatingIncomeRatio,0.137138103918629,0.130234737901281,0.133340778379586,0.123497616909581,0.131887778346839,0.100273500934055,0.02657600597314,-0.016082830132647,-0.00282351533641408,0.0218430034129693,0.00360607466268681,0.0359209985591991,-0.218124039771574,-0.0754658392997585,0.0706251634841747,0.0693692883523476,0.0240935834026826,0.0564814370107103,-0.0309504501694633,0.0530420271479714,0.0158697615173551,0.0379204761083319,0.016658954187876,-0.0116435288849082,0.00801068090787717,-0.0236382322713258,0.0587909040488075,0.137096774193548,0.135250917992656,0.0885462555066079,0.0875837197320969,0.0695652173913043,0.0990615224191867,0.131305044035228
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,11033000.0,4036000.0,6102000.0,18427000.0,-204000.0,3756000.0,0.0,-1781000.0,-1528000.0,-18813000.0,-2099000.0,0.0,1105000.0,1597000.0,12170000.0,33104000.0,5091000.0,2106000.0,758000.0,400000.0,700000.0,1000000.0,1500000.0,-4200000.0,200000.0,1000000.0,1200000.0,500000.0,600000.0,1600000.0,800000.0
,incomeBeforeTax,52601000.0,45937000.0,48980000.0,52758000.0,44717000.0,38418000.0,25940000.0,-6521000.0,1942000.0,2300000.0,-1245000.0,3970000.0,-81911000.0,-23593000.0,27500000.0,21025000.0,6127000.0,15650000.0,8521000.0,10368000.0,4397000.0,8082000.0,2100000.0,-3700000.0,200000.0,-5600000.0,5600000.0,25600000.0,22900000.0,21300000.0,17400000.0,13100000.0,20500000.0,15900000.0
,incomeBeforeTaxRatio,0.132991674272668,0.126637169361397,0.13023513051432,0.151844304759273,0.14050329444516,0.117269630407443,0.0827688311854066,-0.0201723668580479,0.00580854532130947,0.0156996587030717,-0.00502188250005042,0.0196562872887692,-0.296804794619822,-0.0600494282158247,0.0719330368820298,0.0651984482614264,0.0222656690057672,0.0578188441403465,0.0442943879566673,0.0483293556085919,0.0191806875733398,0.0348542349491116,0.00971772327626099,-0.0165696372592924,0.000890075656430797,-0.0287769784172662,0.0310593455352191,0.137634408602151,0.140146878824969,0.0938325991189427,0.089644513137558,0.071195652173913,0.106882168925965,0.127301841473179
,incomeTaxExpense,12256000.0,7144000.0,11696000.0,10935000.0,13533000.0,12227000.0,2265000.0,-714000.0,318000.0,-8306000.0,68000.0,-4768000.0,-12788000.0,-11851000.0,9988000.0,7030000.0,2123000.0,6182000.0,3367000.0,4109000.0,1737000.0,3192000.0,800000.0,-1500000.0,100000.0,-2200000.0,2300000.0,9700000.0,8300000.0,7800000.0,6300000.0,4700000.0,7400000.0,5800000.0
,netIncome,40345000.0,38793000.0,37284000.0,41823000.0,31184000.0,26191000.0,23675000.0,-4929000.0,1624000.0,10600000.0,-1313000.0,8738000.0,-69123000.0,-11742000.0,17600000.0,13995000.0,4004000.0,9468000.0,5154000.0,6259000.0,2660000.0,4890000.0,1300000.0,-2200000.0,100000.0,-3400000.0,3300000.0,15900000.0,16200000.0,13500000.0,11100000.0,8400000.0,13100000.0,10100000.0
,netIncomeRatio,0.102004697601392,0.10694289376835,0.0991361087402184,0.120371969330662,0.0979818577717171,0.0799471312926582,0.0755417146613147,-0.0152475994852504,0.00485740350247506,0.0723549488054608,-0.00529617005828611,0.0432636368587569,-0.250467431950604,-0.029885999496046,0.0460371436044991,0.0433984439200315,0.0145506346824044,0.0349794770812013,0.0267918408084337,0.029175678699284,0.0116035089709083,0.0210884940486459,0.00601573345673299,-0.00985221674876847,0.000445037828215398,-0.0174717368961973,0.0183028286189684,0.0854838709677419,0.0991432068543452,0.0594713656387665,0.0571870170015456,0.0456521739130435,0.0683003128258603,0.0808646917534027
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.37,2.27,2.17,2.44,1.82,1.48,1.32,-0.29,0.09,0.62722,-0.07,0.52,-4.17,-0.710000007256004,1.04142,0.87,0.25,0.61,0.324999990541327,0.384999996616872,0.16,0.270000001656442,0.065,-0.114999998693182,0.005,-0.175,0.169999997424242,0.81,0.83,0.69,0.57,0.425,0.695,0.575
,EPSDiluted,2.37,2.27,2.17,2.44,1.82,1.48,1.32,-0.29,0.09,0.62722,-0.07,0.51,-4.17,-0.699999988076989,1.04142,0.83,0.24,0.59,0.319854433341318,0.384055045721818,0.16,0.2445,0.065,-0.11,0.00444444444444444,-0.175,0.168113204375223,0.81,0.83,0.69,0.57,0.425,0.695,0.575
,weightedAverageShsOut,16937125.0,17012288.0,16866176.0,16746731.0,16643811.0,17123556.0,17305866.0,17069455.0,16951168.0,16900000.0,16726000.0,16655203.0,16585000.0,16538028.0,16900000.0,16086207.0,16016000.0,15521311.0,15858462.0,16257143.0,16625000.0,18111111.0,20000000.0,19130435.0,20000000.0,19428571.0,19411765.0,19629630.0,19518072.0,19565217.0,19473684.0,19764706.0,18848921.0,17565217.0
,weightedAverageShsOutDil,16937125.0,17012288.0,16866176.0,16746731.0,16643811.0,17123556.0,17305866.0,17069455.0,16951168.0,16900000.0,16726000.0,17082123.0,16585000.0,16774286.0,16900000.0,16861446.0,16683333.0,16047458.0,16113580.0,16297143.0,16625000.0,20000000.0,20000000.0,20000000.0,22500000.0,19428571.0,19629630.0,19629630.0,19518072.0,19565217.0,19473684.0,19764706.0,18848921.0,17565217.0
