Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,79128.0,57526.0,57978.0,30727.0,2377.0,2266.0
Stock-based compensation,4318993.0,1633485.0,735429.0,396850.0,305018.0,16207.0
Operating Cash Flow,-10130380.0,-7634943.0,-5202973.0,-3631163.0,-838973.0,-705527.0
Capital Expenditure,-423342.0,-3253.0,-88915.0,-225671.0,-2399.0,-1188.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,-10861000.0,-200047.0,58838.0,-5487800.0,0.0,0.0
Investing Cash flow,-11292492.0,-236737.0,-46395.0,-5732863.0,-2399.0,-206448.0
Issuance (repayment) of debt,3844577.0,-205260.0,0.0,0.0,210000.0,205260.0
Issuance (buybacks) of shares,20477187.0,7642932.0,3703139.0,10309032.0,0.0,0.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,24321764.0,7437672.0,3703139.0,12973221.0,1890694.0,179051.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,2898892.0,-434008.0,-1546229.0,3609195.0,1049322.0,-732924.0
Free Cash Flow,-10553722.0,-7638196.0,-5291888.0,-3856834.0,-841372.0,-706715.0
Net Cash/Marketcap,0.1456,0.0423,0.1225,0.2811,0.0221,0.0221
