date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-350654000.0,-637621000.0,-113432000.0,-37449000.0,4373000.0
,depreciationAndAmortization,97398000.0,70248000.0,79435000.0,61546000.0,21926000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,154360000.0,206366000.0,117502000.0,57942000.0,38842000.0
,accountsReceivables,-29751000.0,-19635000.0,-10208000.0,-3487000.0,-7932000.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-5745000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,1377145000.0,285621000.0,542038000.0,50477000.0
,otherNonCashItems,668661000.0,795284000.0,172650000.0,132293000.0,73681000.0
,netCashProvidedByOperatingActivites,574210000.0,466342000.0,311456000.0,199381000.0,129542000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-35709000.0,-30209000.0,-15129000.0,-34213000.0,-31776000.0
,acquisitionsNet,-53000000.0,-419000000.0,0.0,-381000000.0,0.0
,purchasesOfInvestments,0.0,-347822000.0,-423540000.0,-569067000.0,-50033000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-318931000.0,-604198000.0,-51696000.0,-224573000.0,-489510000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,-5395000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,1802000.0,3542000.0,3995000.0,9438000.0,438179000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-42575000.0,-3187000.0,906789000.0,9438000.0,432784000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-1176000.0,-855000.0,-630000.0,465000.0,-201000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,211528000.0,-141898000.0,1165919000.0,-15289000.0,72615000.0
,cashAtEndOfPeriod,1479969000.0,1268441000.0,1410339000.0,244420000.0,259709000.0
,cashAtBeginningOfPeriod,1268441000.0,1410339000.0,244420000.0,259709000.0,187094000.0
,operatingCashFlow,574210000.0,466342000.0,311456000.0,199381000.0,129542000.0
,capitalExpenditure,-35709000.0,-30209000.0,-15129000.0,-34213000.0,-31776000.0
,freeCashFlow,538501000.0,420040000.0,281247000.0,183327000.0,95329000.0
