date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2014-06-30_FY,2014-03-31_FY,2013-12-31_FY,2013-09-30_FY,2013-06-30_FY,2013-03-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-173700000.0,433600000.0,425500000.0,619000000.0,338200000.0,271300000.0,395800000.0,0.0,0.0,387600000.0,0.0,0.0,0.0,355000000.0,342900000.0,295300000.0,258300000.0,231400000.0,244200000.0,262100000.0,211000000.0,153500000.0,129800000.0,90800000.0,100571000.0,147035000.0,151300000.0,165900000.0,132600000.0
,depreciationAndAmortization,391300000.0,355000000.0,321600000.0,283500000.0,322600000.0,307900000.0,281400000.0,0.0,0.0,298600000.0,0.0,0.0,0.0,374800000.0,307100000.0,292400000.0,262600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,-134500000.0,27600000.0,78500000.0,-50000000.0,153800000.0,102600000.0,177300000.0,-0.0,-0.0,125900000.0,-0.0,-0.0,-0.0,143700000.0,166000000.0,146400000.0,269800000.0,123400000.0,16100000.0,32300000.0,21900000.0,53100000.0,116300000.0,33100000.0,27779000.0,46999000.0,31100000.0,23900000.0,17100000.0
,stockBasedCompensation,9800000.0,13900000.0,13400000.0,9100000.0,4600000.0,5900000.0,-2700000.0,0.0,0.0,-3500000.0,0.0,0.0,0.0,-2600000.0,7800000.0,7400000.0,5800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,76500000.0,84400000.0,141400000.0,24200000.0,-295100000.0,-315100000.0,529700000.0,-150400000.0,152400000.0,-215700000.0,226100000.0,446100000.0,-373500000.0,-136400000.0,-163400000.0,267200000.0,-305800000.0,215200000.0,-350100000.0,-131900000.0,79200000.0,-136900000.0,320600000.0,-18689000.0,-175575000.0,627564000.0,-505900000.0,-91800000.0,8000000.0
,accountsReceivables,3100000.0,18800000.0,19800000.0,-21800000.0,-700000.0,19600000.0,-2600000.0,0.0,0.0,-34000000.0,0.0,0.0,0.0,27100000.0,-48000000.0,11900000.0,-3300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-8900000.0,4200000.0,27300000.0,-3600000.0,32400000.0,-56500000.0,20400000.0,0.0,0.0,5100000.0,0.0,0.0,0.0,13700000.0,54200000.0,-45200000.0,-36100000.0,-15200000.0,-21300000.0,-4400000.0,22100000.0,52500000.0,-54800000.0,-26500000.0,125888000.0,-85454000.0,-25000000.0,-9200000.0,9800000.0
,accountsPayables,59800000.0,-34500000.0,29700000.0,27100000.0,-45100000.0,30900000.0,-64000000.0,0.0,0.0,60600000.0,0.0,0.0,0.0,25100000.0,34500000.0,59200000.0,-17200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-227700000.0,-312100000.0,-453500000.0,-477700000.0,-182600000.0,132500000.0,-397200000.0,-246800000.0,-399200000.0,-183500000.0,-409600000.0,-855700000.0,-482200000.0,-345800000.0,-182400000.0,-449600000.0,-143800000.0,-359000000.0,-8900000.0,123000000.0,43800000.0,180700000.0,-139900000.0,-121211000.0,54364000.0,-573200000.0,-67300000.0,24500000.0
,otherNonCashItems,-216300000.0,-81800000.0,-43900000.0,-105900000.0,-50900000.0,-25700000.0,9300000.0,0.0,0.0,-18000000.0,0.0,0.0,0.0,-21900000.0,-41100000.0,-18000000.0,-115800000.0,95400000.0,-41000000.0,-21200000.0,0.0,0.0,0.0,0.0,-29236000.0,0.0,165000000.0,106800000.0,140100000.0
,netCashProvidedByOperatingActivites,712800000.0,681500000.0,951100000.0,784500000.0,644600000.0,865400000.0,721600000.0,0.0,0.0,623200000.0,0.0,0.0,0.0,1046100000.0,833900000.0,782500000.0,654500000.0,625000000.0,328500000.0,549600000.0,394900000.0,360000000.0,398000000.0,284900000.0,537767000.0,211369000.0,224300000.0,292300000.0,295300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-569000000.0,-569000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1184500000.0,-557700000.0,-486600000.0,-298700000.0,-431800000.0,-181300000.0,-234500000.0,-225059000.0,-179471000.0,-712900000.0,-235200000.0,-163600000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-8500000.0,0.0,0.0,0.0,-0.0,-0.0,-2700000.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,10000000.0,38800000.0,45200000.0,9500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,100000.0,700000.0,900000.0,2500000.0,700000.0,2200000.0,2400000.0,36300000.0,0.0,0.0,7100000.0,-42000000.0,-200400000.0,5600000.0,39300000.0,-400000.0,0.0,92700000.0,148000000.0,700000.0,1600000.0,50800000.0,1807000.0,637000.0,2800000.0,-8100000.0,4900000.0
,netCashUsedForInvestingActivites,-654900000.0,-624700000.0,-576000000.0,-821900000.0,-620400000.0,-500100000.0,-559100000.0,2200000.0,2400000.0,-957000000.0,0.0,0.0,7100000.0,-1192600000.0,-1395800000.0,-846100000.0,-808500000.0,-1184100000.0,-556300000.0,-390700000.0,-144900000.0,-421800000.0,-163500000.0,-182000000.0,-223252000.0,-155261000.0,-710100000.0,-243300000.0,-158700000.0
