Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Depreciation & Amortization,1507000.0,0000000.0,7154000.0,0000000.0,4838000.0,0000000.0,401000.0,0000000.0,-3000.0,0000000.0,88000.0,1976.0
Stock-based compensation,22715000.0,23000000.0,12575000.0,13000000.0,9724000.0,10000000.0,4722000.0,5000000.0,4614000.0,5000000.0,2515000.0,822046.0
Operating Cash Flow,-212889000.0,-213000000.0,-129753000.0,-130000000.0,-100989000.0,-101000000.0,-89064000.0,-89000000.0,-52631000.0,-53000000.0,-31125000.0,-21231254.0
Capital Expenditure,210000.0,-0000000.0,297000.0,-0000000.0,50000.0,-0000000.0,173000.0,-0000000.0,615000.0,-1000000.0,28000.0,0.0
Acquisitions and disposals,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Investment purchases and sales,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-30000000,0.0,0.0
Investing Cash flow,-210000.0,-0000000.0,49800000.0,50000000.0,-250000.0,-0000000.0,282000.0,0000000.0,-30885000.0,-31000000.0,-21792000.0,132631.0
Issuance (repayment) of debt,-1591000.0,,-0.0,,-0.0,,-12747000.0,,-0.0,,-0.0,-0.0
Issuance (buybacks) of shares,36816000.0,,7458000.0,,-46981000.0,,-115770000.0,,76604000.0,,43446000.0,-13244883.0
Dividend payments,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Financing Cash Flow,267698000.0,268000000.0,100687000.0,101000000.0,16422000.0,16000000.0,217122000.0,217000000.0,89230000.0,89000000.0,52088000.0,32635990.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,54599000.0,55000000.0,20734000.0,21000000.0,61653000.0,-85000000.0,128340000.0,128000000.0,5714000.0,6000000.0,-829000.0,11537367.0
Free Cash Flow,-213099000.0,-213000000.0,-130050000.0,-130000000.0,-101039000.0,-101000000.0,-89237000.0,-89000000.0,-53246000.0,-53000000.0,-31153000.0,-21231254.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
