date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-85465000.0,-78115000.0,-127080000.0,-57487000.0,-55690000.0,-88487823.0,-62669682.0,-31862454.0,-27453954.0,-46958921.0,-40708552.0,-121700024.0,-60570816.0,-50309587.0,-51743462.0,-46738827.0,-53038802.0,-47218326.0,-73112027.0,-86241899.0,-33469000.0,-9600000.0
,depreciationAndAmortization,12687000.0,11707000.0,9783000.0,5240000.0,2987000.0,4337764.0,4178798.0,4376161.0,4454993.0,7232890.0,5767001.0,6623101.0,5461127.0,3219790.0,4046438.0,6756578.0,6469397.0,8234123.0,7907437.0,5835252.0,1452000.0,600000.0
,deferredIncomeTax,0.0,-9217000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,10890000.0,8771000.0,9209000.0,9290000.0,7817000.0,4156636.0,2180869.0,2001840.0,1452259.0,1174576.0,1928501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-7082000.0,-4640000.0,-4412000.0,16935000.0,-8893000.0,-12109812.0,-4503796.0,10092579.0,-7973896.0,-2606459.0,-5487854.0,5207301.0,306761.0,-3319115.0,-841091.0,-563222.0,-750827.0,-2943748.0,-904774.0,3849978.0,1728000.0,900000.0
,accountsReceivables,10646000.0,-14398000.0,-3408000.0,10727000.0,-5638000.0,-9349413.0,-2407675.0,9367539.0,-9192901.0,-2193325.0,65440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-24481000.0,19041000.0,-18836000.0,2812000.0,-7251000.0,-9168058.0,-1855863.0,-1294671.0,1438195.0,-4409582.0,-95935.0,-521253.0,655753.0,-866195.0,-1165375.0,-863399.0,-277173.0,239283.0,-103272.0,-1863295.0,-290000.0,0.0
,accountsPayables,19879000.0,-10266000.0,11430000.0,10772000.0,7214000.0,10817631.0,-2140157.0,914388.0,-1101000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-5016000.0,5637000.0,11290000.0,4684000.0,8374000.0,2746478.0,1701549.0,1770463.0,1192255.0,-246968.0,-828675.0,0.0,265686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,8821000.0,6347000.0,770000.0,1760000.0,116000.0,52259898.0,37101818.0,2002000.0,-30901000.0,1174576.0,-4153964.0,53275855.0,5479745.0,4301800.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000.0,-100000.0
,netCashProvidedByOperatingActivites,-51522000.0,-57617000.0,-60182000.0,-29636000.0,-47274000.0,-40779534.0,-26880811.0,-20164996.0,-33310067.0,-40770469.0,-38228247.0,-56596468.0,-49310762.0,-46107112.0,-39869072.0,-33896255.0,-38016780.0,-36894436.0,-55287148.0,-65492674.0,-23739000.0,-7500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-12215000.0,-18643000.0,-44363000.0,-58075000.0,-3520000.0,-1413103.0,-111032.0,-77527.0,-1326144.0,-1100478.0,-532960.0,-1418641.0,-2944405.0,-1274794.0,-999582.0,-1616525.0,-627348.0,-1267556.0,-2678802.0,-11994519.0,-10788000.0,-2400000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48000000.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44545068.0,-164264734.0,-199713772.0,-472899139.0,-1014319441.0,-204938727.0,-76217470.0,0.0,0.0,-10812462.0,-28221852.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10399396.0,139129040.0,141055930.0,266774180.0,556640568.0,852968512.0,177351026.0,41181267.0,15271528.0,10443936.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525000.0,1740405.0,-2265405.0,0.0,-47732866.0,-1000000.0,0.0,0.0,36521491.0,0.0,0.0,-11124500.0,0.0,0.0
,netCashUsedForInvestingActivites,-14244000.0,-19572000.0,-44363000.0,-58075000.0,-2024000.0,-965311.0,3207935.0,-13922.0,10318260.0,98566631.0,-25784169.0,65656354.0,33078121.0,-163625723.0,-28582283.0,-36652728.0,44109921.0,9450380.0,-13454598.0,-51340871.0,-10788000.0,-2400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-86540000.0,-47454000.0,-12292000.0,-50000000.0,-587000.0,-777244.0,-4079509.0,-2194497.0,-9956.0,-60936371.0,-3729602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,158428000.0,7195000.0,22992000.0,13000000.0,0.0,176700006.0,14807718.0,17192500.0,22583877.0,0.0,0.0,202875.0,480654.0,217707839.0,71765835.0,910721.0,433578.0,1104610.0,64400296.0,4201480.0,94653000.0,0.0
,commonStockRepurchased,-4040000.0,0.0,-3700000.0,-182000.0,-247000.0,-603113.0,0.0,0.0,-158492.0,-441506.0,-534418.0,-618642.0,0.0,0.0,0.0,0.0,-315296.0,0.0,0.0,0.0,-1640000.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
