date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2016-05-31_FY,2015-05-31_FY,2014-05-31_FY,2013-05-31_FY,2012-05-31_FY,2011-05-31_FY,2010-05-31_FY,2009-05-31_FY,2008-05-31_FY,2007-05-31_FY,2006-05-31_FY,2005-05-31_FY,2004-05-31_FY,2003-05-31_FY,2002-05-31_FY,2001-05-31_FY
,revenue,7423558000.0,4911892000.0,3366366000.0,3975163000.0,2202896000.0,2898150000.0,2773718000.0,2554236000.0,2375923000.0,2203847000.0,1859802000.0,1642468000.0,1601524000.0,1274229000.0,1061523000.0,908056000.0,784331000.0,629320000.0,516084000.0,462826000.0,353195000.0
,costOfRevenue,3650727000.0,2073803000.0,1095014000.0,1928037000.0,1094593000.0,1147639000.0,1022107000.0,952225000.0,862075000.0,784756000.0,665017000.0,584609000.0,598785000.0,475612000.0,414837000.0,358020000.0,337272000.0,289353000.0,260290000.0,252126000.0,192389000.0
,grossProfit,3772831000.0,2838089000.0,2271352000.0,2047126000.0,1108303000.0,1750511000.0,1751611000.0,1602011000.0,1513848000.0,1419091000.0,1194785000.0,1057859000.0,1002739000.0,798617000.0,646686000.0,550036000.0,447059000.0,339967000.0,255794000.0,210700000.0,160806000.0
,grossProfitRatio,0.508224088772527,0.577799552596026,0.674719267007806,0.514979134188963,0.503111812813678,0.604009799354761,0.631502914139073,0.627197721745367,0.637162062911972,0.643915389770706,0.642425914156453,0.644066733720231,0.626115499986263,0.626745271061952,0.609205829737085,0.60572916207811,0.569987671021546,0.540213246043348,0.495644119949466,0.455246680177864,0.455289570916916
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,2878878000.0,2046672000.0,1534297000.0,1488258000.0,870352000.0,1325567000.0,1295014000.0,1203512000.0,1119860000.0,1027304000.0,863191000.0,734580000.0,693646000.0,545941000.0,425509000.0,347070000.0,283232000.0,217418000.0,161272000.0,128289000.0,102878000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-343548000.0,0.0,0.0,0.0,-108989000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,2878878000.0,2046672000.0,1534297000.0,1488258000.0,870352000.0,1325567000.0,1295014000.0,1196512000.0,1156635000.0,1027304000.0,863191000.0,734580000.0,693646000.0,545941000.0,425509000.0,347070000.0,283232000.0,217418000.0,161272000.0,117296000.0,102878000.0
,costAndExpenses,6529605000.0,4120475000.0,2629311000.0,3416295000.0,1964945000.0,2473206000.0,2317121000.0,2148737000.0,2018710000.0,1812060000.0,1528208000.0,1319189000.0,1292431000.0,1021553000.0,840346000.0,705090000.0,620504000.0,506771000.0,421562000.0,369422000.0,295267000.0
,interestExpense,343548000.0,304905000.0,195619000.0,174847000.0,-64607000.0,69316000.0,44436000.0,41812000.0,33282000.0,16848000.0,18161000.0,17519000.0,7265000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
