date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1261000.0,15909000.0,47048000.0,28605000.0,36019000.0,24318000.0,7671000.0,-76478000.0,-13772000.0,-146681000.0,46178000.0,-180241000.0,-880194000.0,80999000.0,70832000.0,76878000.0,86071000.0,78041000.0
,depreciationAndAmortization,36133000.0,29332000.0,31766000.0,41282000.0,43441000.0,45563000.0,47173000.0,55637000.0,65917000.0,71334000.0,73179000.0,79599000.0,91078000.0,93589000.0,88880000.0,58443000.0,48027000.0,46616000.0
,deferredIncomeTax,-3560000.0,-2003000.0,-17377000.0,10360000.0,20669000.0,12764000.0,6425000.0,-54807000.0,-779000.0,-25910000.0,18943000.0,-78500000.0,-253307000.0,-6309000.0,-29178000.0,0.0,0.0,0.0
,stockBasedCompensation,1294000.0,1638000.0,1857000.0,2088000.0,2306000.0,1971000.0,1481000.0,1261000.0,1080000.0,1287000.0,1974000.0,3013000.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-34534000.0,5264000.0,24371000.0,-8605000.0,-14807000.0,15615000.0,-19907000.0,-6027000.0,973778000.0,-904182000.0,16591000.0,1268119000.0,-1248360000.0,-86674000.0,-41118000.0,37831000.0,32042000.0,11695000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,2724000.0,2759000.0,-1926000.0,687000.0,617000.0,3122000.0,217000.0,904000.0,1981000.0,5051000.0,3031000.0,3866000.0,-4875000.0,5470000.0,2859000.0,5724000.0,-1976000.0,2341000.0
,accountsPayables,0.0,-3676000.0,-8587000.0,-6393000.0,-8327000.0,-9587000.0,-5315000.0,-2280000.0,423000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-35269000.0,-735000.0,-5999000.0,-30370000.0,-21765000.0,-6958000.0,-22573000.0,-2666000.0,3361000.0,-970417000.0,-66235000.0,-82826000.0,-1350945000.0,-102585000.0,-15911000.0,25207000.0,-12624000.0,-44666000.0
,otherNonCashItems,6998000.0,8996000.0,4234000.0,5364000.0,-25526000.0,7517000.0,26687000.0,7453000.0,34365000.0,-3897000.0,-1741000.0,-3807000.0,1173201000.0,-386000.0,14065000.0,-3742000.0,9275000.0,866000.0
,netCashProvidedByOperatingActivites,49869000.0,57676000.0,59296000.0,72281000.0,79190000.0,74476000.0,82075000.0,89515000.0,80698000.0,102604000.0,106571000.0,74052000.0,127871000.0,168132000.0,202678000.0,160448000.0,129888000.0,145238000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-8096000.0,-5901000.0,-6025000.0,-4078000.0,-7091000.0,-9707000.0,-13661000.0,-9740000.0,-8040000.0,-7745000.0,-9458000.0,-11555000.0,-20606000.0,-34567000.0,-32544000.0,-24737000.0,-19214000.0,-16128000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47777000.0,-115555000.0,-90005000.0,-70415000.0,-13038000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166109000.0,87873000.0,78018000.0,68043000.0,67199000.0,0.0,0.0
,otherInvestingActivites,20905000.0,1511000.0,5953000.0,2073000.0,41599000.0,9499000.0,4377000.0,8444000.0,7059000.0,8410000.0,1768000.0,790000.0,34949000.0,8910000.0,-3522000.0,-2636000.0,1035000.0,4410000.0
,netCashUsedForInvestingActivites,-118176000.0,-10933000.0,-72000.0,-9455000.0,34508000.0,-208000.0,-9284000.0,13445000.0,2735000.0,665000.0,-7690000.0,108985000.0,8948000.0,-15836000.0,-9653000.0,-1272950000.0,-27088000.0,-12791000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-481337000.0,-41832000.0,-73526000.0,-73782000.0,-112455000.0,-83878000.0,-847750000.0,-192350000.0,-1065455000.0,-137330000.0,-170545000.0,-386051000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000.0,1946000.0,2578000.0,7815000.0,5399000.0,13085000.0,6400000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56000.0,-19483000.0,-1099000.0,-1260000.0,-548000.0,-956000.0,-272000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8539000.0,-32573000.0,-33038000.0,-32671000.0,-32361000.0,-26383000.0,-37792000.0
,otherFinancingActivites,-684000.0,-1773000.0,-437000.0,-373000.0,-422000.0,-733000.0,-31587000.0,-1071000.0,-32408000.0,-11601000.0,-453000.0,0.0,0.0,0.0,-2814000.0,-28855000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,93395000.0,-43478000.0,-64465000.0,-69189000.0,-107848000.0,-79838000.0,-73649000.0,-99318000.0,-93068000.0,-99136000.0,-87364000.0,-198591000.0,-113360000.0,-160934000.0,-191930000.0,1112035000.0,-105854000.0,-135764000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
