date,,2021-01-03_FY,2019-12-29_FY,2018-12-30_FY,2017-12-31_FY,2017-01-01_FY,2016-01-03_FY,2014-12-28_FY,2013-12-29_FY,2012-12-30_FY,2012-01-01_FY,2011-01-02_FY,2010-01-03_FY,2008-12-28_FY,2007-12-30_FY,2006-12-31_FY,2006-01-01_FY,2005-01-02_FY,2003-12-28_FY,2002-12-29_FY,2001-12-30_FY,2000-12-31_FY
,revenue,3239000000.0,3543000000.0,3333000000.0,2752000000.0,2398373000.0,2219762000.0,1861400000.0,1421200000.0,1148500000.0,1055500000.0,902700000.0,666300000.0,573200000.0,366800000.0,184586000.0,73500000.0,50600000.0,28000000.0,10000000.0,2500000.0,1309111.0
,costOfRevenue,2044000000.0,1076000000.0,1033000000.0,926000000.0,731925000.0,670472000.0,563600000.0,509300000.0,375000000.0,346400000.0,301200000.0,212400000.0,216100000.0,134900000.0,59344000.0,23200000.0,13300000.0,10000000.0,3500000.0,600000.0,-398163.0
,grossProfit,2203000000.0,2467000000.0,2300000000.0,1826000000.0,1666448000.0,1549290000.0,1297800000.0,911900000.0,773500000.0,709100000.0,601500000.0,453900000.0,357100000.0,231900000.0,125242000.0,50300000.0,37300000.0,18000000.0,6500000.0,1900000.0,1707274.0
,grossProfitRatio,0.680148193887002,0.696302568444821,0.69006900690069,0.663517441860465,0.694824366351689,0.69795320399214,0.697217148382938,0.641640866873065,0.673487157161515,0.671814306016106,0.666334330342306,0.681224673570464,0.622993719469644,0.632224645583424,0.678502161594054,0.684353741496599,0.737154150197628,0.642857142857143,0.65,0.76,1.3041476238455
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,682000000.0,647000000.0,623000000.0,546000000.0,504415000.0,401527000.0,386500000.0,276200000.0,231000000.0,196900000.0,177900000.0,140600000.0,100000000.0,73900000.0,33373000.0,27800000.0,21500000.0,22500000.0,26800000.0,20700000.0,13554365.0
,GeneralAndAdministrativeExpenses,941000000.0,835000000.0,794000000.0,674000000.0,583005000.0,524657000.0,463500000.0,368000000.0,286000000.0,261800000.0,220500000.0,176300000.0,148000000.0,101300000.0,54057000.0,28200000.0,25600000.0,21400000.0,13500000.0,11500000.0,4193031.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,24000000.0,455000000.0,-2472000.0,10265000.0,-32553000.0,13600000.0,23100000.0,50881000.0,-10055000.0,-2000.0,0.0,12445000.0,0.0,-831000.0,-1653000.0,0.0,0.0,0.0,0.0
,operatingExpenses,1623000000.0,1428000000.0,1417000000.0,1220000000.0,1079416000.0,936449000.0,783000000.0,777800000.0,572800000.0,509700000.0,389900000.0,328300000.0,276700000.0,533100000.0,87430000.0,71700000.0,42800000.0,44700000.0,48400000.0,32200000.0,24942634.0
,costAndExpenses,3667000000.0,2504000000.0,2450000000.0,2146000000.0,1811341000.0,1606921000.0,1346600000.0,1287100000.0,947800000.0,856100000.0,691100000.0,540700000.0,492800000.0,668000000.0,146774000.0,94900000.0,56100000.0,54700000.0,51900000.0,32800000.0,24544471.0
,interestExpense,49000000.0,52000000.0,57000000.0,37000000.0,33181000.0,42121000.0,41728000.0,39690000.0,37779000.0,34790000.0,24598000.0,4000.0,-9700000.0,3610000.0,0.0,831000.0,1653000.0,8000.0,2281000.0,5500000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,156000000.0,188000000.0,179000000.0,156000000.0,141000000.0,127000000.0,112600000.0,97900000.0,63700000.0,68300000.0,42000000.0,31200000.0,27700000.0,13900000.0,5708000.0,3800000.0,4000000.0,4500000.0,4500000.0,1500000.0,7195238.0
,EBITDA,736000000.0,1227000000.0,1062000000.0,762000000.0,728032000.0,739841000.0,627300000.0,232000000.0,264500000.0,267800000.0,253700000.0,156800000.0,108200000.0,-287300000.0,43520000.0,-17600000.0,-1500000.0,-22100000.0,-37400000.0,-28800000.0,-16040122.0
,EBITDARatio,0.227230626736647,0.346316680779001,0.318631863186319,0.276889534883721,0.303552449931683,0.333297443599809,0.337004405286344,0.163242330424993,0.230300391815411,0.253718616769304,0.281045751633987,0.235329431187153,0.188764829030007,-0.783260632497274,0.235770860195248,-0.239455782312925,-0.0296442687747036,-0.789285714285714,-3.74,-11.52,-12.2526829275745
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,580000000.0,1039000000.0,883000000.0,606000000.0,587032000.0,612841000.0,514700000.0,134100000.0,200800000.0,199500000.0,211700000.0,125600000.0,80500000.0,-301200000.0,37812000.0,-21400000.0,-5500000.0,-26600000.0,-41900000.0,-30300000.0,-23235360.0
,operatingIncomeRatio,0.179067613460945,0.293254304261925,0.264926492649265,0.220203488372093,0.244762595309404,0.27608410271011,0.27651230256796,0.0943568815085843,0.174836743578581,0.189009947891994,0.234518666223552,0.188503677022362,0.140439637124913,-0.821155943293348,0.204847604910448,-0.291156462585034,-0.108695652173913,-0.95,-4.19,-12.12,-17.7489609360856
,totalOtherIncomeExpensesNet,284000000.0,4000000.0,3000000.0,455000000.0,-2472000.0,-8203000.0,-32600000.0,-1300000.0,-2500000.0,-38700000.0,-10100000.0,1200000.0,1900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,856000000.0,1118000000.0,894000000.0,1043000000.0,561178000.0,583142000.0,448800000.0,159300000.0,222600000.0,133000000.0,185400000.0,114100000.0,72700000.0,-303500000.0,42620000.0,-20700000.0,-6100000.0,-27100000.0,-40300000.0,-24800000.0,0.0
,incomeBeforeTaxRatio,0.264279098487187,0.315551792266441,0.268226822682268,0.378997093023256,0.233982787498025,0.262704740418117,0.24110884280649,0.112088376020265,0.193818023508925,0.126006631927996,0.205383848454636,0.171244184301366,0.126831821353803,-0.82742639040349,0.230895084134225,-0.281632653061224,-0.120553359683794,-0.967857142857143,-4.03,-9.92,0.0
,incomeTaxExpense,200000000.0,128000000.0,101000000.0,365000000.0,133088000.0,125752000.0,95400000.0,34000000.0,71400000.0,46400000.0,60500000.0,41800000.0,33300000.0,-16200000.0,2652000.0,200000.0,100000.0,0.0,0.0,0.0,0.0
