date,,2020-08-31_FY,2019-08-31_FY,2018-08-31_FY,2017-08-31_FY,2016-08-31_FY,2015-08-31_FY,2014-08-31_FY,2013-08-31_FY,2012-08-31_FY,2011-08-31_FY,2010-08-31_FY,2009-08-31_FY,2008-08-31_FY,2007-08-31_FY,2006-08-31_FY,2005-08-31_FY,2004-08-31_FY,2003-08-31_FY,2002-08-31_FY,2001-08-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,5107839000.0,4779112000.0,4059907000.0,3445149000.0,4111892000.0,3053581000.0,2941000000.0,3282000000.0,2554000000.0,2278000000.0,1781000000.0,1589963000.0,1691751000.0,1243148000.0,973329000.0,940474000.0,690828000.0,498238000.0,244895000.0,1057403000.0
,depreciationAndAmortization,1773124000.0,892760000.0,926776000.0,801789000.0,729052000.0,645923000.0,620700000.0,593000000.0,593500000.0,513300000.0,474700000.0,498591000.0,491421000.0,444499000.0,320610000.0,282073000.0,257080000.0,237205000.0,285361000.0,414072000.0
,deferredIncomeTax,170951000.0,-96360000.0,94000000.0,-364133000.0,65940000.0,-459109000.0,-74100000.0,-209700000.0,-176100000.0,-196400000.0,58700000.0,-62979000.0,-89952000.0,-107673000.0,-223637000.0,63139000.0,92864000.0,63012000.0,-138740000.0,-299647000.0
,stockBasedCompensation,1197806000.0,1093253000.0,976908000.0,795235000.0,758176000.0,680329000.0,671301000.0,615878000.0,538086000.0,450137000.0,425822000.0,452823000.0,0.0,0.0,0.0,0.0,60486000.0,0.0,0.0,0.0
,changeInWorkingCapital,698461000.0,954897000.0,1160798000.0,-824288000.0,888230000.0,-1536932000.0,63000000.0,-796000000.0,915000000.0,568000000.0,156867000.0,527883000.0,1302688000.0,-528777000.0,-285539000.0,139473000.0,-2710000.0,952089000.0,333209000.0,953387000.0
,accountsReceivables,0.0,-526297000.0,-476041000.0,-169714000.0,-177156000.0,-158990000.0,-464639000.0,-213634000.0,15822000.0,-486128000.0,-355193000.0,982062000.0,0.0,0.0,0.0,0.0,-182998000.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-359682000.0,177186000.0,-167971000.0,173712000.0,72626000.0,113548000.0,72526000.0,-5073000.0,-68082000.0,63005000.0,125126000.0,-306166000.0,0.0,0.0,0.0,0.0,-65486000.0,0.0,0.0,0.0
,otherWorkingCapital,5087166000.0,4388705000.0,3433808000.0,2273010000.0,3097298000.0,2209068000.0,3746000000.0,3683000000.0,4479000000.0,3564000000.0,2996000000.0,2839133000.0,2311250000.0,1008562000.0,1537339000.0,1822878000.0,1683405000.0,1686115000.0,734026000.0,400817000.0
,otherNonCashItems,-243867000.0,1005731000.0,984517000.0,1344518000.0,-144353000.0,442453000.0,758200000.0,253800000.0,445400000.0,532800000.0,471000000.0,82930000.0,400237000.0,333161000.0,302221000.0,0.0,453713000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,8215152000.0,6626953000.0,6026691000.0,4973039000.0,4667400000.0,4092137000.0,3486100000.0,3303100000.0,4256900000.0,3441700000.0,3091600000.0,3160202000.0,2803248000.0,2630565000.0,2667989000.0,1887081000.0,1755949000.0,1513108000.0,1063382000.0,2280614000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-599132000.0,-599009000.0,-619187000.0,-515919000.0,-496566000.0,-395017000.0,-321870000.0,-369593000.0,-371974000.0,-403714000.0,-238215000.0,-243455000.0,-320368000.0,-364371000.0,-306174000.0,-317772000.0,-281986000.0,-211565000.0,-262831000.0,-377930000.0
,acquisitionsNet,-1301000000.0,-1193071000.0,-657546000.0,-1704188000.0,-932542000.0,-791704000.0,-740067000.0,-803988000.0,-174383000.0,-306187000.0,-41075000.0,-27000000.0,-296000000.0,-192000000.0,-207000000.0,-188000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-2691114000.0,-2639094000.0,-2649051000.0,-2604989000.0,-2452989000.0,-2559434000.0,-2544352000.0,-2098841000.0,-2171877000.0,-2070875000.0,-1782000.0,-27694000.0,-693733000.0,-401181000.0,-1019317000.0,-1014998000.0,0.0,0.0,-326086000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12549000.0,10932000.0,15261000.0,22722000.0,309541000.0,885463000.0,657629000.0,944484000.0,421003000.0,103790000.0,16233000.0,427561000.0
,otherInvestingActivites,5819000.0,2727618000.0,2666223000.0,2635279000.0,3423747000.0,2469326000.0,2590122000.0,2471793000.0,1886649000.0,2178391000.0,2076400000.0,27768000.0,0.0,0.0,4260000.0,0.0,0.0,0.0,0.0,-157000000.0
,netCashUsedForInvestingActivites,-1894519000.0,-1755576000.0,-1249604000.0,-2233879000.0,-610350000.0,-1170384000.0,-1056411000.0,-1156215000.0,-535385000.0,-703387000.0,-273765000.0,-245174000.0,-323994000.0,-350448000.0,-252500000.0,-574756000.0,-896617000.0,-108840000.0,-248032000.0,-410677000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,4772000.0,4195000.0,2120000.0,1059000.0,-701000.0,-543000.0,-54000.0,6268000.0,1608000.0,-687000.0,-58939000.0,0.0,0.0,0.0,0.0,-119549000.0,0.0,0.0,0.0
,commonStockIssued,955308000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404710000.0,440967000.0,488250000.0,436918000.0,298707000.0,2741474000.0,242607000.0,121864000.0,1791444000.0
,commonStockRepurchased,-2915847000.0,-1842669000.0,-1885948000.0,-1973006000.0,-2013632000.0,-1898840000.0,-2000900000.0,-2028500000.0,-1644500000.0,-1614500000.0,-1633900000.0,-1855384000.0,-2261234000.0,-2307947000.0,-2087027000.0,-1625097000.0,-3459934000.0,-560414000.0,-560718000.0,0.0
