date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,25627000.0,-341203000.0,-48405000.0,-1319000.0,55352000.0,-367183000.0,-1155884000.0,-650563000.0,48677000.0,93499000.0,-91308000.0,-31907000.0,-8000.0,43890000.0,88486000.0,10998000.0,-17766000.0,-67590000.0,-82678000.0,-3067000.0,-47800000.0,-28300000.0,-234300000.0,-14083000.0,-54600000.0,1100000.0,-3900000.0,-8100000.0,-800000.0,-14400000.0,-1700000.0,9400000.0
,depreciationAndAmortization,131387000.0,178876000.0,128473000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102713000.0,0.0,21281000.0,27099000.0,23215000.0,21872000.0,16627000.0,13511000.0,11347000.0,26700000.0,22000000.0,31000000.0,35631000.0,13400000.0,16900000.0,17800000.0,13900000.0,5800000.0,6200000.0,7000000.0,11700000.0
,deferredIncomeTax,-7283000.0,-36817000.0,-48441000.0,-13888000.0,-71350000.0,-40838000.0,-470897000.0,-177178000.0,16163000.0,51792000.0,-37628000.0,-38220000.0,-23165000.0,2154000.0,-2902000.0,1629000.0,-4403000.0,0.0,0.0,0.0,0.0,0.0,0.0,-594000.0,-1400000.0,-1800000.0,-100000.0,-3700000.0,-1700000.0,1400000.0,-1400000.0,-700000.0
,stockBasedCompensation,8548000.0,9189000.0,8328000.0,10541000.0,9715000.0,9272000.0,9288000.0,4812000.0,8010000.0,8122000.0,7217000.0,4876000.0,2692000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-13725000.0,-116517000.0,-84527000.0,-73325000.0,-12455000.0,-93506000.0,13445000.0,218739000.0,-44932000.0,217368000.0,-1934000.0,5961000.0,-160923000.0,-230692000.0,97968000.0,-64446000.0,250436000.0,92479000.0,-33198000.0,-53157000.0,-64900000.0,4100000.0,-67810000.0,42010000.0,74000000.0,-68000000.0,65900000.0,-74100000.0,50600000.0,3000000.0,35600000.0,-4100000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700000.0,-3800000.0,-500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-34538000.0,-62998000.0,-44488000.0,23517000.0,-35591000.0,19573000.0,12971000.0,4031000.0,-48305000.0,-30408000.0,-47887000.0,-26804000.0,4799000.0,13172000.0,-15555000.0,-8591000.0,-16798000.0,-3226000.0,7311000.0,4616000.0,-1200000.0,-10100000.0,-7800000.0,-3256000.0,1800000.0,3200000.0,-1300000.0,-2300000.0,-200000.0,3400000.0,-11000000.0,-4700000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,-1200000.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,19784000.0,136301000.0,220828000.0,294153000.0,306608000.0,400114000.0,386669000.0,167930000.0,212862000.0,-4506000.0,-2572000.0,-8533000.0,152390000.0,383082000.0,285114000.0,349560000.0,99124000.0,6645000.0,39843000.0,93000000.0,157900000.0,153800000.0,221610000.0,179600000.0,105600000.0,173600000.0,107700000.0,181800000.0,131200000.0,128200000.0,92600000.0
,otherNonCashItems,-981000.0,24571000.0,21286000.0,2006000.0,9181000.0,14149000.0,15887000.0,39677000.0,22004000.0,46450000.0,115458000.0,5040000.0,413000.0,2602000.0,-9370000.0,0.0,0.0,0.0,0.0,1780000.0,-6400000.0,19800000.0,214100000.0,985000.0,100000.0,700000.0,0.0,-100000.0,100000.0,5800000.0,-100000.0,-900000.0
,netCashProvidedByOperatingActivites,148709000.0,91880000.0,17418000.0,208456000.0,125817000.0,113542000.0,52927000.0,113467000.0,271634000.0,416173000.0,165563000.0,64488000.0,-7367000.0,40057000.0,91230000.0,6675000.0,-18581000.0,-5126000.0,-8484000.0,-29896000.0,-23800000.0,2900000.0,-13700000.0,17223000.0,7800000.0,20900000.0,6400000.0,4200000.0,-3000000.0,3800000.0,-3600000.0,15400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-216978000.0,-147998000.0,-116827000.0,-10514000.0,-19914000.0,-10316000.0,-6956000.0,-11800000.0,-5600000.0,-12800000.0,-32087000.0,-62300000.0,-108400000.0,-33200000.0,-4600000.0,-21500000.0,-16700000.0,-17400000.0,-6200000.0
,acquisitionsNet,0.0,0.0,7000000.0,-156000000.0,-1000000.0,-111000000.0,-21000000.0,-117000000.0,-29000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2500000.0,-5023000.0,-426000.0,-15058000.0,-178000.0,-1880000.0,-50513000.0,-8052000.0,-12959000.0,-49501000.0,-5872000.0,-18564000.0,-336350000.0,-167346000.0,-317743000.0,-45657000.0,-63619000.0,-99782000.0,-40131000.0,-1256000.0,0.0,0.0,0.0,-180511000.0,-149000000.0,-2400000.0,-107900000.0,-85400000.0,-21700000.0,0.0,0.0,-200000.0
,salesMaturitiesOfInvestments,30831000.0,9277000.0,31713000.0,11321000.0,7077000.0,605000.0,54344000.0,34796000.0,21695000.0,6246000.0,24244000.0,33083000.0,375047000.0,183121000.0,430292000.0,62296000.0,29864000.0,86168000.0,40870000.0,6195000.0,0.0,0.0,0.0,204981000.0,92200000.0,70100000.0,43300000.0,0.0,0.0,0.0,0.0,0.0
