date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-59995000.0,-75595000.0,-113575000.0,-291955000.0,-276011000.0,-239284000.0,-141965000.0,-54659000.0,-74352000.0,-10232878.0,-15976.0,-16836.0,-14083.0,-15093000.0
,depreciationAndAmortization,10033000.0,8077000.0,7384000.0,2811000.0,1149000.0,776000.0,627000.0,423000.0,265000.0,10702.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,36575000.0,57327000.0,86939000.0,108735000.0,117264000.0,94934000.0,39151000.0,7519000.0,1408000.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,13160000.0,-60429000.0,87834000.0,-150959000.0,7906000.0,86169000.0,27813000.0,-50146000.0,74194381.0,53076157.0,324.0,2314.0,-1409176.0,0.0
,accountsReceivables,2353000.0,-8123000.0,-11103000.0,-9670000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-284000.0,-545000.0,-596000.0,-2029000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-7107000.0,-1526000.0,-7008000.0,7657000.0,2231000.0,2806000.0,4305000.0,10210000.0,395000.0,0.0,-2270.0,21.0,2249.0,0.0
,otherWorkingCapital,-44000.0,75459000.0,135888000.0,48054000.0,199013000.0,191107000.0,104938000.0,77125000.0,127271000.0,53076619.0,462.0,138.0,-2176.0,1407000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2140835.0,-15976.0,-16836.0,-14083.0,0.0
,netCashProvidedByOperatingActivites,773000.0,22376000.0,-24105000.0,-172470000.0,-141690000.0,-154468000.0,-77203000.0,-55048000.0,-44012000.0,-1825018.0,-18246.0,-16815.0,-11834.0,-15093000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-46000.0,-306000.0,-609000.0,-431000.0,-7284000.0,-1181000.0,-1292000.0,-628000.0,-1062000.0,-253334.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-29826000.0,-127198000.0,-107502000.0,-79729000.0,-81794000.0,-214806000.0,-132259000.0,-49347000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,73275000.0,132667000.0,50488000.0,114724000.0,231267000.0,133222000.0,70277000.0,8446000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,-4000.0,-3098000.0,-1000.0,-2000.0,-159000.0,-1053284.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,23403000.0,5163000.0,-57623000.0,-15436000.0,142185000.0,-85863000.0,-63275000.0,-41531000.0,-1221000.0,-1746039.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-8444000.0,-80000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,161854000.0,205133000.0,129440000.0,0.0,129214000.0,56890808.0,16300.0,19150.0,10500.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-13418000.0,-4201000.0,-1575000.0,0.0,0.0,0.0,0.0,0.0,61983.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,68000.0,-67067000.0,108451000.0,75110000.0,162430000.0,233361000.0,135973000.0,2215000.0,129259000.0,56952791.0,16300.0,19150.0,10500.0,16500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,24244000.0,-39528000.0,26723000.0,-112796000.0,162925000.0,-6970000.0,-4505000.0,-94364000.0,84026000.0,0.0,-1946.0,2335.0,-1334.0,1407000.0
,cashAtEndOfPeriod,97454000.0,73210000.0,112738000.0,81698000.0,194494000.0,31569000.0,38539000.0,43044000.0,137408000.0,53381734.0,462.0,2408.0,73.0,1407000.0
,cashAtBeginningOfPeriod,73210000.0,112738000.0,86015000.0,194494000.0,31569000.0,38539000.0,43044000.0,137408000.0,53382000.0,0.0,2408.0,73.0,1407.0,0.0
,operatingCashFlow,773000.0,22376000.0,-24105000.0,-172470000.0,-141690000.0,-154468000.0,-77203000.0,-55048000.0,-44012000.0,-1825018.0,-18246.0,-16815.0,-11834.0,-15093000.0
