date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,revenue,107074000000.0,107413000000.0,102277000000.0,84809000000.0,70549364000.0,66381729000.0,49052318000.0,31943924000.0,22306026000.0,14500786000.0,7915074000.0,3198252000.0,837838000.0,1744425000.0,837838000.0,40571000.0,117450392.2,40571213.15
,costOfRevenue,55158000000.0,62850000000.0,51744000000.0,43062000000.0,35278945000.0,27458030000.0,18885450000.0,11471839000.0,6448545000.0,3896883000.0,2149288000.0,1155457000.0,245489000.0,645406000.0,245489000.0,22636000.0,32988427.75,20703653.15
,grossProfit,51916000000.0,44563000000.0,50533000000.0,41747000000.0,35270419000.0,38923699000.0,30166868000.0,20472085000.0,15857481000.0,10603903000.0,5765786000.0,2042795000.0,592349000.0,1099019000.0,592349000.0,17935000.0,84461964.45,19867560.0
,grossProfitRatio,0.484860937295702,0.414875294424325,0.494079802888235,0.492247285075876,0.499939574224936,0.586361632731802,0.614993729756053,0.640875710823755,0.710905698756022,0.731264015619567,0.728456360610147,0.638722339577995,0.706997056710247,0.63001791421242,0.706997056710247,0.442064528850657,0.719128841274316,0.489695980412161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,19513000000.0,18346000000.0,15772000000.0,12928000000.0,10150753000.0,10175762000.0,6980962000.0,4106832000.0,2304825000.0,1334434000.0,718038000.0,286256000.0,79231000.0,140702000.0,79231000.0,5191000.0,11407290.7,5190400.05
,GeneralAndAdministrativeExpenses,18063000000.0,19910000000.0,19231000000.0,13128000000.0,2657341000.0,2572596000.0,2083584000.0,1160824000.0,659746000.0,1692810000.0,1088980000.0,659804000.0,250240000.0,411163000.0,250240000.0,22039000.0,55513273.9,22036435.3
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,12413245000.0,14503787000.0,8298558000.0,4012709000.0,1841590000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,9403000000.0,-8460000000.0,9428000000.0,4598000000.0,3793473000.0,24728162000.0,257704000.0,186023000.0,454271000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,38256000000.0,35003000000.0,26056000000.0,25221339000.0,27252145000.0,17363104000.0,9280365000.0,4806161000.0,3027244000.0,1807018000.0,946060000.0,329471000.0,551865000.0,329471000.0,27230000.0,73460303.1,29163922.45
,costAndExpenses,92734000000.0,101106000000.0,86747000000.0,69118000000.0,60500284000.0,54710175000.0,36248554000.0,20752204000.0,11254706000.0,6924127000.0,3956306000.0,2101517000.0,574960000.0,1197271000.0,574960000.0,49866000.0,106448730.85,49867575.6
,interestExpense,3103000000.0,2960000000.0,1883000000.0,1615000000.0,1157562000.0,1041394000.0,628571000.0,447084000.0,107857000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
