date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,15170000.0,-3838000.0,18508000.0,29423000.0,13814000.0,36861000.0,39043000.0,7096000.0,12407000.0,14474000.0,5231000.0,17729000.0,3057000.0,-2711000.0,1507000.0,-2666000.0,-3605000.0,-4209000.0,-24934000.0,-15685000.0,-12474000.0,-9200000.0
,depreciationAndAmortization,30483000.0,28529000.0,23674000.0,22641000.0,20131000.0,13744000.0,14205000.0,15922000.0,14364000.0,11887000.0,8898000.0,8329000.0,7001000.0,11656000.0,6994000.0,2723000.0,1715000.0,1341000.0,3894000.0,2430000.0,3527000.0,1800000.0
,deferredIncomeTax,6593000.0,-7444000.0,8159000.0,6383000.0,3626000.0,-5624000.0,-8549000.0,551000.0,2699000.0,-592000.0,5591000.0,-15496000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,14852000.0,13198000.0,12226000.0,12478000.0,11821000.0,10855000.0,9548000.0,9221000.0,9915000.0,0.0,9436000.0,8160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,277169000.0,-6968000.0,-28024000.0,45856000.0,-48757000.0,35640000.0,28780000.0,15344000.0,-34403000.0,-15005000.0,29540000.0,-9118000.0,90715000.0,-3378000.0,4815000.0,-1459000.0,-4699000.0,201000.0,-17697000.0,-13761000.0,66379000.0,-900000.0
,accountsReceivables,-11139000.0,-2440000.0,-1569000.0,-8265000.0,1136000.0,-594000.0,1964000.0,2346000.0,-10267000.0,-899000.0,2199000.0,-10827000.0,694000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-45973000.0,-13559000.0,-6827000.0,-8668000.0,-5484000.0,5476000.0,-7046000.0,-3005000.0,-5346000.0,4783000.0,-5811000.0,-5935000.0,-5081000.0,-129000.0,-290000.0,3369000.0,-2882000.0,1586000.0,1984000.0,-6340000.0,-1745000.0,-600000.0
,accountsPayables,3184000.0,3370000.0,4000.0,1798000.0,3460000.0,-3943000.0,841000.0,962000.0,3286000.0,-2680000.0,-1776000.0,3672000.0,1760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,421570000.0,144401000.0,151369000.0,179393000.0,133537000.0,182294000.0,146654000.0,117874000.0,102530000.0,136933000.0,151938000.0,122398000.0,131516000.0,40801000.0,44179000.0,39364000.0,40823000.0,45522000.0,45321000.0,63018000.0,76779000.0,10400000.0
,otherNonCashItems,0.0,-329000.0,-1369000.0,1531000.0,-1378000.0,-252000.0,2489000.0,2928000.0,1157000.0,14706000.0,709000.0,1665000.0,-415000.0,-2345000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0
,netCashProvidedByOperatingActivites,49931000.0,13537000.0,50899000.0,57431000.0,49681000.0,55779000.0,49251000.0,26902000.0,24283000.0,38290000.0,24175000.0,5803000.0,13851000.0,8393000.0,4046000.0,7022000.0,-5272000.0,-3729000.0,-9309000.0,-22579000.0,-10350000.0,-8400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-17910000.0,-16249000.0,-21292000.0,-14635000.0,-13130000.0,-18706000.0,-17078000.0,-18088000.0,-9767000.0,-9554000.0,-11102000.0,-10369000.0,-4449000.0,-6960000.0,-2663000.0,-2830000.0,-545000.0,-325000.0,-1099000.0,-2362000.0,-2488000.0,-6000000.0
,acquisitionsNet,0.0,2000000.0,-65000000.0,0.0,-68000000.0,0.0,0.0,0.0,-48000000.0,-34000000.0,-5000000.0,0.0,0.0,-3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-1782000.0,-1000000.0,-1000000.0,-7488000.0,-18999000.0,-10005000.0,-15987000.0,-49743000.0,-32754000.0,-62764000.0,-55868000.0,-6325000.0,-15064000.0,-15450000.0,-22856000.0,0.0,-1100000.0,0.0,-61592000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,19491000.0,4000000.0,7509000.0,22128000.0,47117000.0,33753000.0,23693000.0,76469000.0,20310000.0,17717000.0,13175000.0,15919000.0,5973000.0,0.0,16122000.0,50399000.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,-998000.0,-1338000.0,45000.0,893000.0,98000.0,9598000.0,0.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0,-72000.0,-207000.0,-75000.0,-1000000.0,-74000.0,0.0
,netCashUsedForInvestingActivites,-17888000.0,-20619000.0,-93453000.0,-17113000.0,-62892000.0,-22153000.0,-28534000.0,2703000.0,-28428000.0,-61315000.0,-27000000.0,3307000.0,-41685000.0,1776000.0,-4507000.0,-2340000.0,-17451000.0,-506000.0,13973000.0,47037000.0,-64154000.0,-6000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,-25000000.0,0.0,-1621000.0,-1105000.0,-1025000.0,-885000.0,-895000.0,-440000.0,-134000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,20435000.0,3750000.0,4570000.0,0.0,0.0,0.0,0.0,8677000.0,4022000.0,3543000.0,2173000.0,567000.0,81797000.0,1868000.0,2622000.0,1180000.0,2495000.0,3228000.0,968000.0,3365000.0,78769000.0,9900000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14556000.0,-20916000.0,-18340000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
