date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,28628000.0,231000.0,30925000.0,20063000.0,0.0,0.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,28628000.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,74506000.0,65003000.0,59497000.0,46181000.0,25705000.0,11831000.0,7459000.0
,GeneralAndAdministrativeExpenses,18638000.0,15749000.0,13697000.0,11779000.0,6961000.0,2963000.0,1860000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-46000.0,-1000.0,0.0,0.0,-34000.0,0.0,0.0
,operatingExpenses,93144000.0,80752000.0,73194000.0,57960000.0,32666000.0,0.0,0.0
,costAndExpenses,93144000.0,80752000.0,73194000.0,57960000.0,32666000.0,14794000.0,9319000.0
,interestExpense,598000.0,169000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,2564000.0,2495000.0,527000.0,406000.0,317000.0,247000.0,258000.0
,EBITDA,-61952000.0,-78026000.0,-41742000.0,-37491000.0,-32349000.0,-14464000.0,-7292000.0
,EBITDARatio,-2.16403521028364,-337.774891774892,-1.34978172999192,-1.86866370931566,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-64516000.0,-80521000.0,-42269000.0,-37897000.0,-32666000.0,-14794000.0,-9319000.0
,operatingIncomeRatio,-2.25359787620511,-348.575757575758,-1.36682295877122,-1.8888999651099,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,-631000.0,-1000.0,0.0,0.0,-4753000.0,-83000.0,-1769000.0
,incomeBeforeTax,-64845000.0,-77878000.0,-39723000.0,-36957000.0,-37177000.0,-14858000.0,-11072000.0
,incomeBeforeTaxRatio,-2.26509012155931,-337.134199134199,-1.28449474535166,-1.84204755021682,0.0,0.0,0.0
,incomeTaxExpense,1305000.0,-691000.0,-799000.0,0.0,0.0,0.0,0.0
,netIncome,-66150000.0,-77187000.0,-38924000.0,-36957000.0,-37177000.0,-14858000.0,-11072000.0
,netIncomeRatio,-2.31067486376974,-334.142857142857,-1.258658043654,-1.84204755021682,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.92,-2.98,-1.74,-2.09,-5.8,-3.57,-1.906237
,EPSDiluted,-1.92,-2.98,-1.74,-2.09,-5.8,-3.57,-1.906237
,weightedAverageShsOut,37386881.0,25894024.0,22364515.0,17694505.0,6501796.0,4313032.0,5884892.0
,weightedAverageShsOutDil,37386881.0,25894024.0,22364515.0,17694505.0,6501796.0,4313032.0,5884892.0
