date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,754952000.0,717945000.0,560456000.0,509557000.0,455911000.0,117708000.0,580720000.0,573980000.0,406919000.0,228813000.0,246835000.0,207646000.0,156727000.0,140537000.0,371737000.0,339968000.0,249354000.0,160054000.0,136142000.0,161921000.0,214529824.0,36900000.0,9400000.0
,costOfRevenue,398290000.0,362772000.0,297206000.0,279879000.0,256507000.0,13713000.0,320497000.0,340460000.0,267451000.0,154962000.0,158550000.0,136196000.0,87506000.0,71565000.0,209549000.0,166726000.0,106908000.0,29256000.0,36781000.0,41841000.0,23436142.0,2900000.0,-600000.0
,grossProfit,356662000.0,355173000.0,263250000.0,229678000.0,199404000.0,103995000.0,260223000.0,233520000.0,139468000.0,73851000.0,88285000.0,71450000.0,69221000.0,68972000.0,162188000.0,173242000.0,142446000.0,130798000.0,99361000.0,120080000.0,191093682.0,34000000.0,10000000.0
,grossProfitRatio,0.472430035287012,0.49470781187974,0.469706810168863,0.45074054521869,0.437374838510148,0.883499847079213,0.448104077696652,0.40684344402244,0.342741430112627,0.322757011183805,0.357668077865781,0.34409523901255,0.441666081785525,0.490774671438838,0.436297705097959,0.509583254894578,0.57126013619192,0.817211691054269,0.729833556139913,0.741596210497712,0.890755786011366,0.921409214092141,1.06382978723404
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,30931000.0,19332000.0,19614000.0,17780000.0,5107000.0,20670000.0,11682000.0,9969000.0,7158000.0,9749000.0,5617000.0,9931000.0,9921000.0,46340000.0,31203000.0,23142000.0,23674000.0,35195000.0,39341000.0,40624372.0,3200000.0,600000.0
,GeneralAndAdministrativeExpenses,109416000.0,109460000.0,79456000.0,72282000.0,65176000.0,48670000.0,59790000.0,41529000.0,37387000.0,21542000.0,33454000.0,23586000.0,24079000.0,0.0,0.0,0.0,0.0,0.0,0.0,118333000.0,125092489.0,33400000.0,9000000.0
,SellingAndMarketingExpenses,177618000.0,126205000.0,111361000.0,102798000.0,89360000.0,45854000.0,118124000.0,98682000.0,44138000.0,21510000.0,35822000.0,25379000.0,24261000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-1396000.0,-333000.0,1994000.0,-85000.0,-44000.0,162000.0,238000.0,142000.0,252000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,324072000.0,278501000.0,195285000.0,178540000.0,158417000.0,108802000.0,205847000.0,159071000.0,95263000.0,53921000.0,82485000.0,61834000.0,63709000.0,146557000.0,172879000.0,126825000.0,96667000.0,120957000.0,222204000.0,394388000.0,349243294.0,42200000.0,12100000.0
,costAndExpenses,722362000.0,641273000.0,492491000.0,458419000.0,414924000.0,122515000.0,526344000.0,499531000.0,362714000.0,208883000.0,241035000.0,198030000.0,151215000.0,218122000.0,382428000.0,293551000.0,203575000.0,150213000.0,258985000.0,436229000.0,372679436.0,45100000.0,11500000.0
,interestExpense,25263000.0,19245000.0,15773000.0,23158000.0,37114000.0,12910000.0,14893000.0,12301000.0,3847000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
