date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,2549783000.0,1459418000.0,1821592000.0,1744756000.0,1799963000.0,1657838000.0,1497103000.0,1304217000.0,1099289000.0,1054277000.0,1089873000.0,876769000.0,834367000.0,760161000.0,788150000.0,803822000.0,494635000.0,238945000.0,91784000.0,40003000.0,25523000.0
,costOfRevenue,1970250000.0,1166325000.0,1467684000.0,1404205000.0,1468614000.0,1353184000.0,1218044000.0,1056557000.0,900859000.0,875189000.0,900233000.0,712017000.0,691458000.0,632590000.0,693350000.0,683266000.0,428858000.0,213492000.0,73441000.0,34640000.0,27812000.0
,grossProfit,579533000.0,293093000.0,353908000.0,340551000.0,331349000.0,304654000.0,279059000.0,247660000.0,198430000.0,179088000.0,189640000.0,164752000.0,142909000.0,127571000.0,94800000.0,120556000.0,65777000.0,25453000.0,18343000.0,5363000.0,-2289000.0
,grossProfitRatio,0.227287184831023,0.200828686503798,0.194284999055771,0.195185458597076,0.184086561779325,0.183765844431121,0.186399332577652,0.189891712805461,0.180507582628408,0.169868070725246,0.174001924994931,0.187908103502747,0.171278346339201,0.167821027387619,0.120281672270507,0.149978477822204,0.132980884894923,0.106522421477746,0.199849646997298,0.134064945129115,-0.0896838145985973
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,135338000.0,132154000.0,115878000.0,106760000.0,98533000.0,86258000.0,71788000.0,65467000.0,67043000.0,58260000.0,52336000.0,57815000.0,59453000.0,65158000.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,264261000.0,273462000.0,296635000.0,206596000.0,196058000.0,180720000.0,158035000.0,139957000.0,122726000.0,67766000.0,55650000.0,48906000.0,38373000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,263046000.0,143120000.0,274479000.0,180589000.0,147896000.0,124468000.0,109461000.0,91609000.0,63467000.0,61813000.0,61334000.0,55549000.0,57634000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-4828000.0,1247000.0,-645000.0,-400000.0,22000.0,-970000.0,-1000.0,35000.0,23000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,527307000.0,416582000.0,571114000.0,387185000.0,343954000.0,305188000.0,267496000.0,231566000.0,186193000.0,196622000.0,175244000.0,156791000.0,153822000.0,156887000.0,182892000.0,144350000.0,71128000.0,37840000.0,22397000.0,0.0,0.0
,costAndExpenses,2497557000.0,1582907000.0,2038798000.0,1791390000.0,1812568000.0,1658372000.0,1485540000.0,1288123000.0,1087052000.0,1071811000.0,1075477000.0,868808000.0,845280000.0,789477000.0,876242000.0,827616000.0,499986000.0,251332000.0,95838000.0,53570000.0,46970000.0
,interestExpense,1971000.0,342000.0,1468000.0,2937000.0,877000.0,140000.0,39000.0,113000.0,809000.0,2485000.0,2962000.0,3470000.0,3462000.0,0.0,4765000.0,5582000.0,0.0,76000.0,0.0,0.0,73000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
