date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2015-04-30_FY,2014-04-30_FY,2013-04-30_FY,2012-04-30_FY,2011-04-30_FY,2010-04-30_FY,2009-04-30_FY,2008-04-30_FY,2007-04-30_FY,2006-04-30_FY,2005-04-30_FY,2004-04-30_FY,2003-04-30_FY,2002-04-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY
,revenue,934241000.0,1084170000.0,1106961000.0,1012277000.0,964858000.0,415707000.0,291557998.0,282014160.0,254320417.0,218502731.0,190464398.0,167775672.0,143600979.0,121229742.0,130968437.0,123441575.0,103442570.0,110721499.0,104466998.0,70111293.0,47888733.0,29900000.0,14900000.0,1400000.0,1400000.0,1000000.0,400000.0,100000.0
,costOfRevenue,315922000.0,339412000.0,372492000.0,360446000.0,405352000.0,149181000.0,27310869.0,27354891.0,21907264.0,19656332.0,23020032.0,20907595.0,20040636.0,21092374.0,18258374.0,15822045.0,15575741.0,16295562.0,16066229.0,13616374.0,10384174.0,6200000.0,3200000.0,100000.0,200000.0,0.0,-200000.0,-100000.0
,grossProfit,618319000.0,744758000.0,734469000.0,651831000.0,559506000.0,266526000.0,264247129.0,254659269.0,232413153.0,198846399.0,167444366.0,146868077.0,123560343.0,100137368.0,112710063.0,107619530.0,87866829.0,94425937.0,88400769.0,56494919.0,37504559.0,23700000.0,11700000.0,1300000.0,1200000.0,1000000.0,600000.0,200000.0
,grossProfitRatio,0.661841002482229,0.686938395270114,0.663500340120384,0.64392552631345,0.57988429385464,0.641139071509501,0.906327834642355,0.903001710977917,0.913859593899612,0.910040794867685,0.879137349332866,0.87538363130502,0.860442204923965,0.826013207221046,0.860589509822126,0.871825638971311,0.84942619851769,0.852823867567039,0.846207612857795,0.805789147263338,0.783160393907268,0.792642140468227,0.785234899328859,0.928571428571429,0.857142857142857,1.0,1.5,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,152902000.0,149889000.0,146024000.0,109516000.0,82467000.0,51931000.0,43284432.0,46562775.0,41551444.0,35334770.0,28602684.0,22064800.0,19732941.0,22421199.0,28092243.0,29541707.0,19341075.0,17133709.0,17874909.0,24516547.0,8037096.0,6700000.0,7400000.0,6500000.0,8000000.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,427770000.0,506542000.0,462413000.0,382184000.0,357078000.0,173065000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,65728000.0,140339000.0,67110000.0,479471.0,-295272.0,-303612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,661182000.0,696806000.0,648185000.0,523366000.0,637199000.0,297168000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,977104000.0,1253040000.0,1343549000.0,884927000.0,933415000.0,446349000.0,194214208.0,194559563.0,175973970.0,157559878.0,141276755.0,130913800.0,124611271.0,129458439.0,180494932.0,182673948.0,116347759.0,104026420.0,99783376.0,97324075.0,53139869.0,44000000.0,31100000.0,12800000.0,11800000.0,8900000.0,6900000.0,5600000.0
,interestExpense,40837000.0,15091000.0,9825000.0,7797000.0,10616000.0,-8639000.0,0.0,20048.0,119303.0,296725.0,397975.0,1430590.0,3394837.0,5818272.0,5913119.0,3018969.0,444270.0,565702.0,0.0,266270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,38312000.0,70692000.0,69940000.0,82935000.0,85363000.0,20500000.0,7254569.0,5602493.0,4638369.0,4728337.0,2737953.0,2228619.0,2179900.0,3959360.0,4490348.0,4488146.0,3986690.0,4918051.0,5120561.0,4290600.0,1449333.0,1500000.0,700000.0,300000.0,200000.0,300000.0,300000.0,200000.0
,EBITDA,-4551000.0,-98178000.0,-166648000.0,210285000.0,116806000.0,-10142000.0,104598359.0,93057090.0,82984816.0,65671190.0,51925596.0,39090491.0,21169608.0,-4269337.0,-45036147.0,-54744227.0,-8918499.0,11613130.0,9804183.0,-22922182.0,-3801803.0,-12600000.0,-15500000.0,-11100000.0,-10200000.0,-7600000.0,-6200000.0,-5300000.0
,EBITDARatio,-0.00487133405620177,-0.0905559091286422,-0.150545502506412,0.20773464180259,0.121060301101302,-0.0243969911500167,0.358756610065624,0.329973111988419,0.32630025138721,0.300550888766695,0.27262625742791,0.232992605745605,0.147419663482935,-0.035216910714864,-0.343870233405931,-0.443482894640643,-0.0862169124375003,0.104885953540062,0.0938495715173131,-0.326939941044876,-0.0793882561060866,-0.421404682274247,-1.04026845637584,-7.92857142857143,-7.28571428571429,-7.6,-15.5,-53.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-42863000.0,-168870000.0,-236588000.0,127350000.0,31443000.0,-30642000.0,97343790.0,87454597.0,78346447.0,60942853.0,49187643.0,36861872.0,18989708.0,-8228697.0,-49526495.0,-59232373.0,-12905189.0,6695079.0,4683622.0,-27212782.0,-5251136.0,-14100000.0,-16200000.0,-11400000.0,-10400000.0,-7900000.0,-6500000.0,-5500000.0
,operatingIncomeRatio,-0.0458800245332842,-0.155759705581228,-0.2137274935612,0.125805486047791,0.0325882150534068,-0.0737105701852507,0.333874531543463,0.310107113061273,0.308061963424667,0.27891117296836,0.258251114205606,0.219709279424016,0.132239404858096,-0.0678768828857196,-0.378155959821067,-0.479841358148582,-0.124757041515887,0.060467741680412,0.0448335080902775,-0.388136929666951,-0.109652848823543,-0.471571906354515,-1.08724832214765,-8.14285714285714,-7.42857142857143,-7.9,-16.25,-55.0
,totalOtherIncomeExpensesNet,-260418000.0,0.0,0.0,0.0,0.0,0.0,-8212601.0,-7738119.0,-3036806.0,-550818.0,-387035.0,2964587.0,10619433.0,-397141.0,-311112.0,69460.0,84736.0,390997.0,572851.0,93694.0,-44894.0,100000.0,2000000.0,200000.0,300000.0,700000.0,700000.0,400000.0
,incomeBeforeTax,-343987000.0,-185694000.0,-247447000.0,121138000.0,25666000.0,-39281000.0,89294077.0,79878696.0,75274625.0,60421428.0,48664931.0,38488471.0,27450061.0,-10599602.0,-51101332.0,-58969926.0,-12192235.0,6990298.0,5314494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,-0.368199426058158,-0.1712775671712,-0.223537233922424,0.119668825825342,0.0266008055071316,-0.0944920340528305,0.306265228916821,0.283243564791215,0.295983412924335,0.276524818355703,0.25550670629794,0.229404362034086,0.191155110439742,-0.0874340060873841,-0.390180513492728,-0.477715275424832,-0.117864772694646,0.0631340621571606,0.0508724678773674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,-736000.0,-30153000.0,-69629000.0,28954000.0,5113000.0,-12976000.0,31446543.0,24988439.0,28917123.0,24343696.0,1939221.0,-39960413.0,729441.0,-264837.0,78775.0,99266.0,26113.0,230789.0,129563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-345008000.0,-155176000.0,-189399000.0,-25089000.0,-62789000.0,-29613000.0,57847534.0,54890257.0,46357502.0,36077732.0,46725710.0,78448884.0,26720620.0,-10334765.0,-51180107.0,-59069192.0,-12218348.0,6759509.0,5184931.0,-26119905.0,-3053244.0,-12500000.0,-14200000.0,-11200000.0,-10100000.0,-7200000.0,-5900000.0,-5100000.0
,netIncomeRatio,-0.369292291817636,-0.143128845107317,-0.171098168770173,-0.0247847180169064,-0.0650758971786522,-0.071235269071726,0.198408324919284,0.194636528180003,0.182279907161366,0.165113414532105,0.245325165703671,0.46758199841989,0.186075472368472,-0.085249418414171,-0.390781994290731,-0.478519429130745,-0.118117212285039,0.0610496521547274,0.049632238881795,-0.372549184052275,-0.0637570428100489,-0.418060200668896,-0.953020134228188,-8.0,-7.21428571428571,-7.2,-14.75,-51.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-7.13578357360028,-3.2095,-3.90538,-0.52098,-1.28508,-0.90445,2.19,2.02,1.68,1.3,1.67,2.83,1.0,-0.39,-2.01,-2.37,-0.51,0.29,0.24,-1.21,-0.17,-0.72,-0.88,-0.93,-1.06,-0.79,-0.66,-0.65
,EPSDiluted,-7.13578357360028,-3.2095,-3.90538,-0.52098,-1.28508,-0.90445,2.17,2.0,1.66,1.28,1.64,2.67,0.61,-0.39,-2.01,-2.37,-0.51,0.26,0.22,-1.21,-0.17,-0.72,-0.88,-0.93,-1.06,-0.79,-0.66,-0.65
,weightedAverageShsOut,48349000.0,48349000.0,48497000.0,48157000.0,48860000.0,32741360.0,26391064.0,27142597.0,27604006.0,27826586.0,28050638.0,27702731.0,26632115.0,26499397.0,25514232.0,24916938.0,24036736.0,22921031.0,22034651.0,21655009.0,18044692.0,17503169.0,16104922.0,12030171.0,9513038.0,9113924.0,8939394.0,7846154.0
,weightedAverageShsOutDil,48349000.0,48349000.0,48497000.0,48157000.0,48860000.0,32741360.0,26625721.0,27466474.0,28008960.0,28306732.0,28609619.0,28696375.0,27542198.0,26499397.0,25514232.0,24916938.0,24036736.0,26053330.0,23173324.0,21655009.0,18044692.0,17503169.0,16104922.0,12030171.0,9513038.0,9113924.0,8939394.0,7846154.0
