Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,1597000.0,1524000.0,1274000.0,897000.0,714000.0
Stock-based compensation,7695000.0,5573000.0,1026000.0,152000.0,88000.0
Operating Cash Flow,-54946000.0,-46779000.0,-21843000.0,-12017000.0,-7551000.0
Capital Expenditure,-1034000.0,-1412000.0,-5105000.0,-331000.0,-825000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-1034000.0,-1412000.0,-5096000.0,-330000.0,-825000.0
Issuance (repayment) of debt,0.0,0.0,0.0,5000000.0,0.0
Issuance (buybacks) of shares,195395000.0,90000.0,96008000.0,84000.0,13000.0
Dividend payments,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,195421000.0,760000.0,125236000.0,29028000.0,8644000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,139441000.0,-47431000.0,98297000.0,16681000.0,268000.0
Free Cash Flow,-55980000.0,-48191000.0,-26948000.0,-12348000.0,-8376000.0
Net Cash/Marketcap,0.3581,0.3589,0.3479,0.3479,0.3479
