date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-138061000.0,-84486000.0,-126757000.0,-53481000.0,-66745000.0,-75096000.0,-73673000.0,-39796000.0,-38444000.0,-28546000.0,-29251000.0,-21089000.0,-23827000.0,-23091000.0,-22777000.0
,depreciationAndAmortization,1616000.0,1790000.0,962000.0,551000.0,300000.0,209000.0,326000.0,302000.0,320000.0,435000.0,472000.0,451000.0,434000.0,375000.0,232000.0
,deferredIncomeTax,-12011000.0,0.0,-12929000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,14925000.0,13785000.0,11713000.0,12688000.0,13582000.0,9581000.0,8918000.0,6252000.0,4281000.0,1927000.0,2178000.0,1494000.0,2315000.0,6056000.0,1439000.0
,changeInWorkingCapital,7584000.0,-4225000.0,-29554000.0,37874000.0,23298000.0,30167000.0,-12218000.0,-12438000.0,8419000.0,-20917000.0,-21694000.0,678000.0,-892000.0,1988000.0,305000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-208000.0,-1059000.0,355000.0,685000.0,-656000.0,96000.0,-568000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,10544000.0,9520000.0,-319000.0,4195000.0,5459000.0,-1169000.0,957000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,48286000.0,52511000.0,82065000.0,44191000.0,20893000.0,-9274000.0,2944000.0,15382000.0,6963000.0,27880000.0,49574000.0,-754000.0,-2262000.0,0.0
,otherNonCashItems,11649000.0,9232000.0,5989000.0,4187000.0,1977000.0,1045000.0,738000.0,502000.0,354000.0,-28194000.0,174000.0,-595000.0,2003000.0,503000.0,10891000.0
,netCashProvidedByOperatingActivites,-100086000.0,-60073000.0,-103737000.0,-36227000.0,-51504000.0,-65209000.0,-58044000.0,-29695000.0,-34551000.0,-25668000.0,-14502000.0,-19027000.0,-19673000.0,-14314000.0,-10172000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-283000.0,-334000.0,-567000.0,-350000.0,0.0,0.0,0.0,-204000.0,-642000.0,-1241000.0,-8438000.0,-279000.0,-164000.0,-534000.0,-166000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-133194000.0,-58217000.0,-68782000.0,-65326000.0,-73966000.0,-91766000.0,-58849000.0,-47182000.0,-49547000.0,-9000000.0,-57765000.0,-64207000.0,0.0,-30562000.0,-9541000.0
,salesMaturitiesOfInvestments,66446000.0,55150000.0,94500000.0,28078000.0,57757000.0,71400000.0,65034000.0,55295000.0,49282000.0,27150000.0,78496000.0,12084000.0,10730000.0,25005000.0,9340000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-67031000.0,-3401000.0,25151000.0,-37598000.0,-16335000.0,-20606000.0,6157000.0,7909000.0,-907000.0,16909000.0,19924000.0,-52402000.0,10566000.0,-6091000.0,-579000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-126833000.0,-1139000.0,-144930000.0,-431000.0,-75837000.0,-7438000.0,-1464000.0,0.0,-6194000.0,-1051000.0,-13005000.0,-4120000.0,-1010000.0,-1005000.0,-391000.0
,commonStockIssued,93675000.0,54238000.0,0.0,63657000.0,38039000.0,79076000.0,37754000.0,20988000.0,32306000.0,595000.0,299000.0,61840000.0,40000.0,360000.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48000.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-22360000.0,0.0,-35299000.0,0.0,3343000.0,-10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239000.0,0.0
,netCashUsedProvidedByFinancingActivities,174534000.0,60697000.0,81053000.0,74995000.0,68698000.0,86826000.0,50857000.0,21650000.0,32973000.0,9486000.0,-2964000.0,59523000.0,15908000.0,2930000.0,33898000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,7417000.0,-2777000.0,2467000.0,1170000.0,859000.0,1011000.0,-1030000.0,-136000.0,-2485000.0,727000.0,2458000.0,-11906000.0,6801000.0,-17475000.0,23147000.0
,cashAtEndOfPeriod,10501000.0,3084000.0,5861000.0,3394000.0,2224000.0,1365000.0,354000.0,1384000.0,1520000.0,4005000.0,3278000.0,820000.0,12726000.0,5925000.0,23400000.0
