date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,226409000.0,238206000.0,190830000.0,95725000.0,134264000.0,116716000.0,103667000.0,100920000.0,91675000.0,72460000.0,38214000.0,13737000.0,62478000.0,74890000.0,79373000.0,63764000.0,67571000.0,70413000.0,117932000.0,93044000.0,61696000.0,86800000.0,61800000.0,60700000.0,60200000.0,51700000.0,46000000.0,42500000.0,36200000.0,27100000.0,23000000.0,22200000.0
,depreciationAndAmortization,43002000.0,43630000.0,38215000.0,34024000.0,29044000.0,25847000.0,21486000.0,19389000.0,19247000.0,18503000.0,15119000.0,15361000.0,10302000.0,8841000.0,13035000.0,24492000.0,21125000.0,28102000.0,20649000.0,20421000.0,16194000.0,13100000.0,13900000.0,12100000.0,11900000.0,10500000.0,13400000.0,11000000.0,5400000.0,3200000.0,4400000.0,4600000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1700000.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,7707000.0,7993000.0,8118000.0,6275000.0,7318000.0,4255000.0,4162000.0,3958000.0,3317000.0,3436000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-85176000.0,-526691000.0,-1675742000.0,-2289333000.0,-2545032000.0,-324137000.0,-1571000000.0,-275000000.0,-827000000.0,-1322000000.0,496000000.0,-155000000.0,228000000.0,223000000.0,128000000.0,-5000000.0,132000000.0,610000000.0,-183000000.0,-163000000.0,-1451000000.0,-786000000.0,-221000000.0,13000000.0,-520000000.0,4100000.0,-4400000.0,1500000.0,-4000000.0,900000.0,1900000.0,-1300000.0
,accountsReceivables,-183000.0,4340000.0,2038000.0,151000.0,-4974000.0,-7523000.0,-4731000.0,-3222000.0,-13000.0,4725000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-17322935000.0,-16796244000.0,-15120502000.0,-12831169000.0,-10286137000.0,-9962000000.0,-8391000000.0,-8116000000.0,-7289000000.0,-5967000000.0,-6463000000.0,-6308000000.0,-6536000000.0,-6759000000.0,-6887000000.0,-6882000000.0,-7014000000.0,-7624000000.0,-7441000000.0,-7278000000.0,-5827000000.0,-5041000000.0,-4820000000.0,-4833000000.0,-4313000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,29336000.0,-29614000.0,25257000.0,85746000.0,-67923000.0,12965000.0,34862000.0,32457000.0,-5481000.0,4585000.0,6936000.0,-216000.0,2005000.0,822000.0,-5393000.0,2815000.0,20117000.0,159728000.0,25479000.0,30971000.0,21936000.0,15500000.0,1500000.0,26900000.0,11000000.0,6700000.0,5000000.0,6300000.0,8900000.0,9600000.0,7000000.0,3600000.0
,netCashProvidedByOperatingActivites,219820000.0,233756000.0,234407000.0,290659000.0,82051000.0,124980000.0,199720000.0,165411000.0,114290000.0,143746000.0,96510000.0,40296000.0,54519000.0,74177000.0,120096000.0,91711000.0,88109000.0,203992000.0,69747000.0,106671000.0,104408000.0,102900000.0,79500000.0,96600000.0,86300000.0,72600000.0,58500000.0,61500000.0,46200000.0,41900000.0,36900000.0,28400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-30871000.0,-37423000.0,-33391000.0,-37303000.0,-224659000.0,-85661000.0,-20473000.0,-18617000.0,-18712000.0,-11486000.0,-7460000.0,-13944000.0,-11722000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,-150000000.0,3000000.0,29000000.0,-370000000.0,-3000000.0,362000000.0,79000000.0,292000000.0,0.0,390000000.0,0.0,-61000000.0,11000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2803406000.0,-2366089000.0,-663338000.0,-874555000.0,-1625746000.0,-907281000.0,-679193000.0,-1262958000.0,-1031124000.0,-552235000.0,-1361868000.0,-2372634000.0,-1068304000.0,-811266000.0,895656000.0,-582666000.0,-1176889000.0,-2392356000.0,-2339004000.0,-1558133000.0,-758464000.0,-1077900000.0,-598200000.0,-401100000.0,-453100000.0,-325600000.0,-292800000.0,-579700000.0,-597200000.0,-249600000.0,-284500000.0,-354800000.0
,salesMaturitiesOfInvestments,2329564000.0,1725111000.0,614282000.0,838860000.0,1541396000.0,1148789000.0,699865000.0,889628000.0,850808000.0,1241923000.0,1682892000.0,1768450000.0,1062104000.0,980138000.0,-744645000.0,1057814000.0,1067012000.0,2501554000.0,1575059000.0,1147883000.0,921751000.0,978100000.0,569400000.0,361600000.0,409100000.0,365200000.0,411600000.0,580500000.0,514400000.0,199500000.0,273800000.0,375900000.0
