date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-17093000.0,-10296000.0,-1220000.0,-19366000.0,-27331000.0,-22292000.0,-19521000.0,-3793000.0,7295000.0,6295000.0,15734000.0,1027000.0,-5911000.0
,depreciationAndAmortization,82601000.0,75433000.0,82547000.0,72595000.0,52650000.0,41869000.0,31162000.0,21190000.0,17061000.0,13956000.0,10002000.0,10506000.0,11783000.0
,deferredIncomeTax,-9000.0,-80000.0,-5617000.0,-2575000.0,303000.0,320000.0,468000.0,1440000.0,989000.0,2828000.0,-10269000.0,0.0,0.0
,stockBasedCompensation,7606000.0,8596000.0,12268000.0,14215000.0,12805000.0,9398000.0,7164000.0,4506000.0,2735000.0,3450000.0,867000.0,740000.0,666000.0
,changeInWorkingCapital,-10504000.0,25225000.0,992000.0,30252000.0,76248000.0,69038000.0,1032000.0,-2900000.0,-6031000.0,2123000.0,8435000.0,2952000.0,4473000.0
,accountsReceivables,5289000.0,9184000.0,-13702000.0,16046000.0,526000.0,-15746000.0,-11392000.0,-2403000.0,-3011000.0,564000.0,-2006000.0,1346000.0,127000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-1693000.0,426000.0,-246000.0,-1554000.0,-465000.0,3845000.0,-2252000.0,-242000.0,-290000.0,-1236000.0,1686000.0,49000.0,-55000.0
,otherWorkingCapital,-71063000.0,-36200000.0,28802000.0,-63146000.0,-31388000.0,-31802000.0,-13702000.0,33087000.0,80641000.0,74137000.0,19543000.0,4656000.0,1519000.0
,otherNonCashItems,10493000.0,9801000.0,2261000.0,86000.0,12871000.0,-114000.0,-811000.0,-367000.0,4553000.0,235000.0,-1156000.0,-1097000.0,-421000.0
,netCashProvidedByOperatingActivites,72548000.0,108710000.0,93321000.0,97728000.0,115205000.0,98575000.0,21207000.0,20671000.0,24596000.0,29529000.0,24160000.0,14522000.0,10922000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-106262000.0,-133696000.0,-108730000.0,-73308000.0,-107271000.0,-103116000.0,-70945000.0,-29500000.0,-18000000.0,-16917000.0,-11256000.0,-4321000.0,-6956000.0
,acquisitionsNet,0.0,0.0,-25000000.0,-1000000.0,0.0,0.0,0.0,-19000000.0,-3000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-15032000.0,-81177000.0,0.0,0.0,0.0,0.0,-27163000.0,-33430000.0,-70185000.0,0.0,-9373000.0,0.0,-3268000.0
,salesMaturitiesOfInvestments,50665000.0,41593000.0,0.0,0.0,0.0,1614000.0,58511000.0,42026000.0,28627000.0,9373000.0,0.0,1644000.0,10921000.0
,otherInvestingActivites,0.0,0.0,-24624000.0,-1150000.0,0.0,0.0,545000.0,0.0,435000.0,536000.0,966000.0,-766000.0,-2289000.0
,netCashUsedForInvestingActivites,-70629000.0,-173280000.0,-133354000.0,-74458000.0,-107331000.0,-101502000.0,-39199000.0,-40403000.0,-62468000.0,-7335000.0,-19934000.0,-3659000.0,-2065000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-105025000.0,-7386000.0,-22056000.0,-20301000.0,-7868000.0,-6689000.0,-627000.0,-6266000.0,-190000.0,-420000.0,0.0,0.0,-300000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48297000.0,2000.0,39000.0,73000.0
,commonStockRepurchased,0.0,-747000.0,0.0,0.0,0.0,0.0,0.0,-4848000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-1992000.0,-40265000.0,-11845000.0,-4997000.0,-3237000.0,-5841000.0,-4511000.0,-568000.0,-306000.0,-2887000.0,-1136000.0,-1013000.0,-1060000.0
,netCashUsedProvidedByFinancingActivities,-6309000.0,-44428000.0,162825000.0,-16054000.0,-3121000.0,8843000.0,-480000.0,-11068000.0,2077000.0,46018000.0,-1134000.0,-974000.0,-1287000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,100000.0,-13000.0,-65000.0,-16000.0,14000.0,-47000.0,-17000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-4290000.0,-109011000.0,122727000.0,7200000.0,4767000.0,5869000.0,-18489000.0,-30800000.0,-35795000.0,68212000.0,3092000.0,9889000.0,7570000.0
,cashAtEndOfPeriod,36111000.0,40401000.0,149412000.0,26685000.0,19485000.0,14718000.0,8849000.0,27338000.0,58138000.0,93933000.0,25721000.0,22629000.0,12740000.0
,cashAtBeginningOfPeriod,40401000.0,149412000.0,26685000.0,19485000.0,14718000.0,8849000.0,27338000.0,58138000.0,93933000.0,25721000.0,22629000.0,12740000.0,5170000.0
,operatingCashFlow,72548000.0,108710000.0,93321000.0,97728000.0,115205000.0,98575000.0,21207000.0,20671000.0,24596000.0,29529000.0,24160000.0,14522000.0,10922000.0
