Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Depreciation & Amortization,97075000.0,96000000.0,83064000.0,81000000.0,69268000.0,68000000.0,60324000.0,59000000.0,50847000.0,50000000.0,39009000.0,30409000.0
Stock-based compensation,3789000.0,4000000.0,3898000.0,000000.0,2814000.0,3000000.0,2249000.0,2000000.0,2127000.0,2000000.0,2041000.0,1502000.0
Operating Cash Flow,151444000.0,151000000.0,132631000.0,133000000.0,99895000.0,100000000.0,89221000.0,89000000.0,77407000.0,77000000.0,51394000.0,41086000.0
Capital Expenditure,0.0,-145000000.0,0.0,-290000000.0,0.0,-73000000.0,0.0,-11000000.0,0.0,-1000000.0,0.0,0.0
Acquisitions and disposals,-127647000.0,,-267425000.0,,-57876000.0,,-131392000.0,,-109482000.0,,-239065000.0,-193393000.0
Investment purchases and sales,0.0,-459000000,0.0,-332000000,0.0,-185000000,0.0,0,0.0,0,0.0,0.0
Investing Cash flow,-572259000.0,-572000000.0,-525519000.0,-526000000.0,-246756000.0,-247000000.0,-235775000.0,-236000000.0,-298313000.0,-298000000.0,-368948000.0,-220098000.0
Issuance (repayment) of debt,-62721000.0,-336000000.0,-0.0,-184000000.0,-0.0,-331000000.0,-0.0,-906000000.0,-0.0,-122000000.0,-0.0,-0.0
Issuance (buybacks) of shares,85213000.0,,590767000.0,,263505000.0,,271199000.0,,-5183000.0,,203402000.0,189505000.0
Dividend payments,-113761000.0,,-103419000.0,,-70512000.0,,-59149000.0,,-48010000.0,,-33959000.0,-17722000.0
Financing Cash Flow,407657000.0,408000000.0,393621000.0,394000000.0,162218000.0,162000000.0,142866000.0,143000000.0,225940000.0,226000000.0,258780000.0,247867000.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,24787000.0,-13000000.0,733000.0,1000000.0,15357000.0,15000000.0,-3688000.0,-4000000.0,5034000.0,5000000.0,-58774000.0,68855000.0
Free Cash Flow,151444000.0,6000000.0,132631000.0,-158000000.0,99895000.0,27000000.0,89221000.0,78000000.0,77407000.0,77000000.0,51394000.0,41086000.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
