Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Depreciation & Amortization,191588000.0,187000000.0,187017000.0,182000000.0,167725000.0,162000000.0,142244000.0,137000000.0,99924000.0,95000000.0,66603000.0,53518000.0
Stock-based compensation,14910000.0,15000000.0,8938000.0,9000000.0,9835000.0,10000000.0,6956000.0,7000000.0,5203000.0,5000000.0,5242000.0,3985000.0
Operating Cash Flow,325468000.0,325000000.0,281920000.0,282000000.0,262457000.0,262000000.0,313198000.0,313000000.0,298694000.0,299000000.0,157829000.0,136376000.0
Capital Expenditure,138358000.0,-138000000.0,126865000.0,-129000000.0,126756000.0,-127000000.0,137232000.0,-137000000.0,96706000.0,-97000000.0,67237000.0,42531000.0
Acquisitions and disposals,-33500000.0,000000.0,-15438000.0,-3000000.0,-617046000.0,000000.0,-0.0,000000.0,-0.0,000000.0,-314000.0,-331632000.0
Investment purchases and sales,0.0,0,0.0,-12000000,0.0,0,0.0,0,0.0,0,0.0,0.0
Investing Cash flow,-171386000.0,-171000000.0,-151754000.0,-152000000.0,-743802000.0,-744000000.0,-137232000.0,-137000000.0,-634945000.0,-635000000.0,-67551000.0,-423863000.0
Issuance (repayment) of debt,-155000000.0,-634000000.0,-64687000.0,-561000000.0,-116438000.0,-503000000.0,-328525000.0,-441000000.0,-356550000.0,-1254000000.0,-50000000.0,-134582000.0
Issuance (buybacks) of shares,-28065000.0,,-29385000.0,,-6821000.0,,-28467000.0,,-12967000.0,,-16488000.0,-8062000.0
Dividend payments,-38722000.0,,-38736000.0,,-38681000.0,,-9663000.0,,-0.0,,-95562000.0,-0.0
Financing Cash Flow,-155402000.0,-155000000.0,-107602000.0,-108000000.0,459699000.0,460000000.0,-160466000.0,-160000000.0,332730000.0,333000000.0,-81852000.0,228191000.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,-1320000.0,-1000000.0,29385000.0,23000000.0,6821000.0,-22000000.0,28467000.0,16000000.0,12967000.0,-4000000.0,16488000.0,8062000.0
Free Cash Flow,187110000.0,187000000.0,155055000.0,153000000.0,135701000.0,136000000.0,175966000.0,176000000.0,201988000.0,202000000.0,90592000.0,93845000.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
