Date,2018-12-31,2017-12-31
Cash and cash equivalents,13049000.0,1581000.0
Short-term investments,0.0,0.0
Cash and short-term investments,13049000.0,1581000.0
Receivables,18877000.0,10817000.0
Inventories,21831000.0,8984000.0
Total current assets,63868000.0,27367000.0
Property Plant & Equipment Net,1071000.0,724000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,3477000.0,2880000.0
Total assets,67345000.0,30247000.0
Payables,27295000.0,11249000.0
Short-term debt,301000.0,3132000.0
Total current liabilities,48200000.0,28031000.0
Long-term debt,13209000.0,7553000.0
Total debt,13510000.0,10685000.0
Deferred revenue,4223000.0,4677000.0
Tax Liabilities,807000.0,392000.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,14016000.0,11730000.0
Total liabilities,62216000.0,39761000.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),-143527000.0,-144804000.0
Total shareholders equity,5129000.0,-89911000.0
Investments,0.0,0.0
Net Debt,461000.0,9104000.0
Other Assets,10111000.0,5985000.0
Other Liabilities,20604000.0,13650000.0
