Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,3389537.0,4391979.0,4899835.0,6960761.0
Revenue Growth,-0.228243805355171,-0.103647571805989,-0.296077684609485,0.0
Cost of Revenue,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0
R&D Expenses,0.0,0.0,0.0,0.0
SG&A Expense,323030.0,762268.0,1080130.0,686721.0
Operating Expenses,3801885.0,7863732.0,7986584.0,4518369.0
Operating Income,-412348.0,-3471753.0,-3086749.0,2442392.0
Interest Expense,464811.0,614111.0,594600.0,717305.0
Earnings before Tax,-472159.0,-5195643.0,-3681349.0,1725087.0
Income Tax Expense,-268661.0,3431536.0,-1310959.0,-146555.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,-472159.0,-8627179.0,-2370390.0,1731777.0
Preferred Dividends,0.0,0.0,0.0,0.0
Net Income Com,-472159.0,-8627179.0,-2370390.0,1731777.0
EPS,-0.47,-2.57,-0.72,-0.01
EPS Diluted,-0.47,-2.57,-0.72,-0.01
Weighted Average Shs Out,996710.0,3359963.0,3300000.0,3300000.0
Weighted Average Shs Out (Dil),996710.0,3359963.0,3300000.0,3300000.0
Dividend per Share,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0
EBITDA Margin,0.0301961595345,-0.790475774133,-0.629969988785,0.350880025905
EBIT Margin,-0.121653193342,-0.790475774133,-0.629969988785,0.350880025905
Profit Margin,-0.139298966201,-1.96430333569,-0.483769351417,0.248791331867
Free Cash Flow margin,-0.223722886046,-0.471755898651,-0.738922637191,0.316988041968
EBITDA,102351.0,-3471753.0,-3086749.0,2442392.0
EBIT,-412348.0,-3471753.0,-3086749.0,2442392.0
Consolidated Income,-472159.0,-8627179.0,-2370390.0,1731777.0
Earnings Before Tax Margin,-0.139298966201,-1.18298448148,-0.751321013871,0.247830230057
Net Profit Margin,-0.139298966201,-1.96430333569,-0.483769351417,0.248791331867
