date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,85552000.0,72957000.0,22524000.0,355000.0,0.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,19249000.0,9960000.0,7336000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,66303000.0,62997000.0,15188000.0,351000.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.775002337759491,0.863481228668942,0.674302965725448,0.988732394366197,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,54326000.0,69559000.0,53079000.0,51231000.0,41313942.0,32691445.0,17923348.0,11060912.0,11065137.0,8241102.0
,GeneralAndAdministrativeExpenses,104996000.0,129709000.0,121311000.0,78801000.0,28466350.0,13371631.0,9063926.0,6704297.0,3946505.0,3046432.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-1041000.0,352000.0,688000.0,-250000.0,-1887140.0,-927518.0,-403735.0,-206625.0,-163877.0,-332664.0
,operatingExpenses,159322000.0,199268000.0,174390000.0,130032000.0,69780292.0,46063076.0,26987274.0,0.0,0.0,0.0
,costAndExpenses,178571000.0,209228000.0,181726000.0,130036000.0,69780292.0,46063076.0,26987274.0,17765209.0,15011642.0,11287534.0
,interestExpense,20027000.0,17066000.0,15712000.0,11268000.0,1747186.0,570990.0,401370.0,448889.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,3342000.0,2396000.0,1714000.0,2008000.0,1150961.0,238153.0,120341.0,79808.0,43233.0,105574.0
,EBITDA,-89677000.0,-133875000.0,-157488000.0,-127673000.0,-68629331.0,-45824923.0,-26866933.0,-17658027.0,-14938386.0,-11341335.0
,EBITDARatio,-1.04821628950814,-1.83498499115918,-6.99200852424081,-359.642253521127,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-93019000.0,-136271000.0,-159202000.0,-129681000.0,-69780292.0,-46063076.0,-26987274.0,-17765209.0,-15011642.0,-11287534.0
,operatingIncomeRatio,-1.08728025060782,-1.86782625382074,-7.06810513230332,-365.298591549296,0.0,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,-1041000.0,352000.0,688000.0,-250000.0,-1887140.0,-927518.0,-403735.0,-206625.0,-163877.0,-332664.0
,incomeBeforeTax,-113211000.0,-149773000.0,-169659000.0,-137481000.0,-71893959.0,-46315451.0,-27313664.0,-18186724.0,-14981619.0,-11446909.0
,incomeBeforeTaxRatio,-1.32330044884982,-2.05289417053881,-7.53236547682472,-387.270422535211,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,495000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-113706000.0,-149773000.0,-169659000.0,-137481000.0,-71893959.0,-46315451.0,-27313664.0,-18186724.0,-14981619.0,-11446909.0
,netIncomeRatio,-1.3290864035908,-2.05289417053881,-7.53236547682472,-387.270422535211,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-2.53,-3.93,-4.49,-4.16,-2.84,-2.15,-1.97,-1.23332,-2.04,-1.175093
,EPSDiluted,-2.53,-3.93,-4.49,-4.16,-2.84,-2.15,-1.97,-1.23332,-2.04,-1.175093
,weightedAverageShsOut,42776000.0,38086000.0,37751000.0,33027000.0,25296527.0,21497119.0,13894000.0,14746147.0,7344290.0,9741279.0
,weightedAverageShsOutDil,42776000.0,38086000.0,37751000.0,33027000.0,25296527.0,21497119.0,13894000.0,14746147.0,7344290.0,9741279.0
