date,,2021-01-31_FY,2020-01-31_FY,2019-01-31_FY,2018-01-31_FY,2017-01-31_FY,2016-01-31_FY,2015-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-94692000.0,-121544000.0,-74837000.0,-66565000.0,-43150000.0,-26495000.0,-17273000.0
,depreciationAndAmortization,22815000.0,19193000.0,6813000.0,5123000.0,4082000.0,3106000.0,1193000.0
,deferredIncomeTax,0.0,0.0,-43000.0,-129000.0,31000.0,-1057000.0,0.0
,stockBasedCompensation,72294000.0,67770000.0,44233000.0,22360000.0,9851000.0,4507000.0,2903000.0
,changeInWorkingCapital,-1271000.0,82595000.0,-11575000.0,6038000.0,20433000.0,8445000.0,-1106000.0
,accountsReceivables,-17990000.0,-26981000.0,-11601000.0,-17036000.0,-4117000.0,-12144000.0,-4952000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,15221000.0,132884000.0,50289000.0,61864000.0,20155000.0,12551000.0,3847000.0
,otherNonCashItems,-489000.0,120000.0,130000.0,140000.0,104000.0,0.0,0.0
,netCashProvidedByOperatingActivites,1204000.0,-30768000.0,5240000.0,-31909000.0,-7743000.0,-10525000.0,-14226000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-52916000.0,-110644000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,51197000.0,86320000.0,26195000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-65111000.0,39308000.0,28134000.0,-88123000.0,-3803000.0,-10005000.0,-7836000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,-5000000.0,0.0,0.0,0.0
,commonStockIssued,0.0,147000000.0,0.0,123527000.0,0.0,29481000.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,-28283000.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-869000.0,-790000.0,-159000.0,-4362000.0,-353000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,22548000.0,168373000.0,24384000.0,129604000.0,5968000.0,1647000.0,50362000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,3594000.0,-492000.0,-370000.0,375000.0,-30000.0,-41000.0,-30000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-37765000.0,176421000.0,57388000.0,9947000.0,-5608000.0,-18924000.0,28270000.0
,cashAtEndOfPeriod,230411000.0,268176000.0,91755000.0,34367000.0,24420000.0,30028000.0,48952000.0
,cashAtBeginningOfPeriod,268176000.0,91755000.0,34367000.0,24420000.0,30028000.0,48952000.0,20682000.0
,operatingCashFlow,1204000.0,-30768000.0,5240000.0,-31909000.0,-7743000.0,-10525000.0,-14226000.0
,capitalExpenditure,-65111000.0,-11889000.0,-5270000.0,-3674000.0,-3803000.0,-9855000.0,-1922000.0
,freeCashFlow,-63907000.0,-42657000.0,-30000.0,-35583000.0,-11546000.0,-20380000.0,-16148000.0
