date,,2021-01-31_FY,2020-02-02_FY,2019-02-03_FY,2018-02-04_FY,2017-01-29_FY,2016-01-31_FY,2015-02-01_FY,2014-01-31_FY,2013-01-31_FY,2012-01-31_FY,2011-01-31_FY,2010-01-31_FY
,revenue,436512.0,1354691000.0,1265301000.0,1139791000.0,1005158000.0,866982000.0,746751000.0,635579000.0,608067000.0,541545000.0,521539000.0,520783000.0
,costOfRevenue,149810.0,233311000.0,220263000.0,196672000.0,180300000.0,362939000.0,146475000.0,275186000.0,264688000.0,107168000.0,103981000.0,104137000.0
,grossProfit,286702.0,1121380000.0,1045038000.0,943119000.0,824858000.0,504043000.0,600276000.0,360393000.0,343379000.0,434377000.0,417558000.0,416646000.0
,grossProfitRatio,0.656802103951323,0.827775485332079,0.825920472678043,0.827449067416746,0.820625215140306,0.581376545303132,0.803850279410406,0.567031006373716,0.564705863005228,0.802106934788429,0.800626607022677,0.800037635637108
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,47215.0,610753000.0,381608000.0,340035000.0,298715000.0,53600000.0,229784000.0,36440000.0,40356000.0,345950000.0,345521000.0,341117000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,252249.0,230088000.0,384155000.0,334546000.0,287322000.0,0.0,225763000.0,0.0,0.0,0.0,0.0,0.0
