date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,3961962000.0,8616784000.0,5620728000.0,5543350000.0,3237991000.0
,costOfRevenue,1104682000.0,665083000.0,644303000.0,417882000.0,180076000.0
,grossProfit,2857280000.0,7951701000.0,4976425000.0,5125468000.0,3057915000.0
,grossProfitRatio,0.721178042596067,0.922815403055247,0.885370186922406,0.924615620518279,0.944386503853778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,627368000.0,731806000.0,525094000.0,526845000.0,402111000.0
,SellingAndMarketingExpenses,1905095000.0,4457353000.0,2525876000.0,2921236000.0,1571038000.0
,otherExpenses,374816000.0,1634513000.0,1087427000.0,0.0,0.0
,operatingExpenses,2907279000.0,6823672000.0,4138397000.0,3448081000.0,1973149000.0
,costAndExpenses,4011961000.0,7488755000.0,4782700000.0,3865963000.0,2153225000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,327463000.0,394608000.0,39434000.0,23729000.0,10609000.0
,EBITDA,-445896000.0,1789447000.0,1200326000.0,1776719000.0,1113058000.0
,EBITDARatio,-0.112544239445002,0.207669938111481,0.213553475635185,0.320513588353613,0.343749565702931
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-49999000.0,1128029000.0,838028000.0,1677387000.0,1084766000.0
,operatingIncomeRatio,-0.195195966039048,0.162127656907728,0.206537658467017,0.316232963821516,0.340473151407771
,totalOtherIncomeExpensesNet,723360000.0,-268990000.0,-322864000.0,-75603000.0,-17683000.0
,incomeBeforeTax,-773359000.0,1397019000.0,1160892000.0,1752990000.0,1102449000.0
,incomeBeforeTaxRatio,-0.195195966039048,0.162127656907728,0.206537658467017,0.316232963821516,0.340473151407771
,incomeTaxExpense,-80611000.0,239228000.0,194287000.0,381207000.0,-13949000.0
,netIncome,-692748000.0,1155611000.0,966605000.0,1371783000.0,1116398000.0
,netIncomeRatio,-0.174849733541109,0.134111636081397,0.171971495507344,0.247464619769634,0.344781069496487
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-7.6844,12.4782,15.8144,22.7762,18.8836
,EPSDiluted,-7.6844,12.3902,15.5542,22.441,18.773
,weightedAverageShsOut,90150949.0,92609793.0,61122116.0,60228786.0,59120207.0
,weightedAverageShsOutDil,90150949.0,93267732.0,62144552.0,61128419.0,59468541.0
