date,,2021-01-31_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-04-04_FY,2012-03-27_FY,2012-01-28_FY,2011-03-29_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY,2002-02-02_FY,2001-02-03_FY,2000-01-29_FY,1999-01-30_FY,1998-01-31_FY,1997-02-01_FY,1996-02-03_FY,1995-01-28_FY,1994-01-31_FY,1993-01-31_FY,1992-01-31_FY,1991-01-31_FY,1990-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-47483000.0,35897000.0,30461000.0,8540000.0,47212000.0,66842000.0,60502000.0,54300000.0,61700000.0,0.0,57739000.0,64800000.0,57739000.0,57700000.0,45800000.0,33634000.0,32300000.0,51500000.0,44800000.0,34800000.0,31389000.0,45800000.0,43100000.0,39000000.0,33900000.0,23900000.0,17400000.0,7000000.0,12000000.0,18100000.0,24800000.0,18400000.0,9500000.0,-10000000.0,-5300000.0
,depreciationAndAmortization,14681000.0,15485000.0,16463000.0,19643000.0,22716000.0,22963000.0,22026000.0,21800000.0,22500000.0,0.0,21825000.0,21800000.0,21822000.0,21800000.0,21800000.0,22572000.0,22200000.0,20900000.0,20300000.0,20400000.0,18699000.0,14900000.0,10900000.0,9500000.0,8600000.0,7600000.0,7800000.0,8300000.0,7800000.0,6800000.0,6200000.0,4100000.0,4300000.0,4900000.0,4500000.0
,deferredIncomeTax,3030000.0,2120000.0,1285000.0,1176000.0,-2884000.0,-2635000.0,-1563000.0,-4800000.0,-5500000.0,-0.0,-1944000.0,-1900000.0,4531000.0,4500000.0,100000.0,1175000.0,-6400000.0,600000.0,-3700000.0,-800000.0,5001000.0,100000.0,400000.0,1600000.0,200000.0,0.0,500000.0,-800000.0,200000.0,600000.0,1200000.0,-100000.0,900000.0,-5000000.0,-1700000.0
,stockBasedCompensation,4092000.0,4669000.0,4939000.0,4196000.0,4199000.0,4124000.0,3582000.0,3007000.0,2796000.0,0.0,2559000.0,0.0,2341000.0,0.0,2063000.0,2208000.0,1694000.0,1326000.0,682000.0,682000.0,0.0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-16510000.0,-5912000.0,3413000.0,-11914000.0,-16391000.0,3066000.0,28847000.0,14212000.0,-5536000.0,-272139000.0,39000.0,-7982000.0,-72000.0,-10049000.0,9853000.0,4420000.0,26254000.0,-19534000.0,2406000.0,18098000.0,2980000.0,-5337000.0,13900000.0,700000.0,1000000.0,10700000.0,7900000.0,3300000.0,7500000.0,3000000.0,37800000.0,20600000.0,7800000.0,-8200000.0,3000000.0
,accountsReceivables,-26935000.0,1525000.0,-579000.0,1780000.0,5442000.0,3540000.0,-2674000.0,-217000.0,1749000.0,0.0,-5044000.0,-3300000.0,-2376000.0,500000.0,339000.0,-2679000.0,-2168000.0,1053000.0,-3405000.0,-3271000.0,0.0,-6587000.0,-5300000.0,-1500000.0,-1000000.0,2700000.0,0.0,-3400000.0,-1900000.0,-1100000.0,0.0,0.0,0.0,0.0,0.0
,inventory,31242000.0,4220000.0,1950000.0,24147000.0,-4581000.0,-3552000.0,13312000.0,-10123000.0,-10356000.0,0.0,13646000.0,1600000.0,-13392000.0,-13400000.0,-6338000.0,6389000.0,-2761000.0,-12548000.0,-2832000.0,-3246000.0,-3835000.0,-13050000.0,-1200000.0,-9700000.0,-8400000.0,3100000.0,-300000.0,-5600000.0,-3700000.0,1100000.0,-22100000.0,-6400000.0,-2700000.0,300000.0,4300000.0
,accountsPayables,-16945000.0,-8629000.0,-7662000.0,-28780000.0,-8254000.0,233000.0,24643000.0,20932000.0,9103000.0,0.0,-18316000.0,0.0,4320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-2611000.0,163495000.0,229502000.0,233399000.0,271896000.0,292615000.0,260550000.0,269600000.0,230600000.0,0.0,272139000.0,272100000.0,239228000.0,239300000.0,202300000.0,164639000.0,144200000.0,176500000.0,139100000.0,133800000.0,112908000.0,162600000.0,139600000.0,125700000.0,125000000.0,124000000.0,113300000.0,105400000.0,102100000.0,94600000.0,91600000.0,53800000.0,33200000.0,25400000.0,33600000.0
,otherNonCashItems,0.0,5806000.0,8622000.0,18545000.0,21475000.0,3617000.0,0.0,7400000.0,7300000.0,0.0,0.0,4600000.0,0.0,5400000.0,7100000.0,3825000.0,-300000.0,5300000.0,7100000.0,7300000.0,0.0,8300000.0,6800000.0,7000000.0,6000000.0,5100000.0,-100000.0,4200000.0,3200000.0,600000.0,0.0,100000.0,200000.0,0.0,0.0
,netCashProvidedByOperatingActivites,-30710000.0,53396000.0,60244000.0,35990000.0,72128000.0,93853000.0,117459000.0,93000000.0,80400000.0,0.0,81341000.0,81300000.0,79476000.0,79500000.0,84700000.0,71567000.0,74200000.0,58700000.0,70900000.0,79900000.0,65747000.0,63700000.0,47100000.0,44100000.0,44500000.0,40900000.0,38900000.0,15600000.0,14900000.0,33400000.0,6500000.0,17100000.0,22900000.0,6200000.0,3200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-8306000.0,-4354000.0,-11096000.0,-27297000.0,-26534000.0,-28901000.0,-31542000.0,-45175000.0,-36000000.0,-36000000.0,-36000000.0,-19559000.0,-19600000.0,-9960000.0,-19443000.0,-18330000.0,-27547000.0,-28512000.0,-25301000.0,-20553000.0,-28953000.0,-25700000.0,-27200000.0,-24000000.0,-13500000.0,-7400000.0,-8400000.0,-9400000.0,-25500000.0,-17200000.0,-7600000.0,-1600000.0,-1800000.0,-4300000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
