date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,327160000.0,261057000.0,240256000.0,72760000.0,99266000.0,84456000.0,69641000.0,61994000.0,54484000.0,44353000.0,28308000.0,13528000.0
,depreciationAndAmortization,62874000.0,101176000.0,36640000.0,28562000.0,23387000.0,17395000.0,17483000.0,15120000.0,10882000.0,7538000.0,6242000.0,5618000.0
,deferredIncomeTax,-19994000.0,-7764000.0,-48000000.0,12561000.0,-3304000.0,-15328000.0,-3270000.0,41000.0,-3933000.0,497000.0,-2704000.0,-2671000.0
,stockBasedCompensation,75238000.0,72036000.0,59188000.0,52407000.0,49244000.0,45833000.0,24620000.0,13150000.0,6826000.0,2866000.0,2939000.0,2411000.0
,changeInWorkingCapital,359569000.0,151024000.0,157173000.0,248734000.0,129308000.0,111350000.0,13370000.0,84701000.0,61167000.0,37916000.0,23863000.0,3246000.0
,accountsReceivables,4235000.0,0.0,-31005000.0,-58745000.0,-30612000.0,-47694000.0,-30410000.0,-17302000.0,-12664000.0,-19030000.0,-13791000.0,-2240000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,2428000.0,-1685000.0,-772000.0,1221000.0,741000.0,-2781000.0,-2603000.0,-2900000.0,1407000.0,254000.0,-2646000.0,1536000.0
,otherWorkingCapital,1446832000.0,1087263000.0,936239000.0,779066000.0,530332000.0,401024000.0,289674000.0,276304000.0,191603000.0,130436000.0,92520000.0,68657000.0
,otherNonCashItems,0.0,4764000.0,-1712000.0,-4010000.0,6228000.0,3883000.0,735000.0,1199000.0,574000.0,45857000.0,28852000.0,17346000.0
,netCashProvidedByOperatingActivites,544407000.0,287453000.0,292218000.0,195364000.0,164817000.0,76393000.0,104874000.0,58225000.0,48499000.0,54520000.0,20473000.0,26112000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-68793000.0,-99308000.0,-37574000.0,-29806000.0,-29317000.0,-17964000.0,-15840000.0,-15920000.0,-27077000.0,-17093000.0,-8365000.0,-1049000.0
,acquisitionsNet,-18888000.0,-39000000.0,-74000000.0,-7000000.0,-6000000.0,-77000000.0,-37000000.0,0.0,-33000000.0,0.0,0.0,0.0
,purchasesOfInvestments,-120000000.0,0.0,0.0,0.0,0.0,-165000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,418000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-6739000.0,-699000.0,473000.0,25495000.0,-30457000.0,4000.0,-5880000.0,401000.0,-315000.0,-2049000.0,-7981000.0
,netCashUsedForInvestingActivites,-167154000.0,-145369000.0,-112123000.0,-36173000.0,-9322000.0,-125494000.0,-52929000.0,-21820000.0,-59627000.0,-17408000.0,-10826000.0,-9030000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-18000.0,-9000.0,-3494000.0,-25103000.0,-30129000.0,0.0,0.0,0.0,0.0,-5000000.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32364000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16040000.0,-540000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-16631000.0,-8350000.0,-4135000.0,2600000.0,-21911000.0,-224000.0,6201000.0,1532000.0,-1558000.0,26000.0,0.0
,netCashUsedProvidedByFinancingActivities,-765000.0,20363000.0,23001000.0,49746000.0,10467000.0,33764000.0,10347000.0,15501000.0,38847000.0,-1558000.0,-8043000.0,6460000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,9357000.0,3530000.0,-14240000.0,11623000.0,-3386000.0,-5748000.0,-10965000.0,-811000.0,1597000.0,-762000.0,-527000.0,-1273000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,385845000.0,165977000.0,188856000.0,220560000.0,162576000.0,-21085000.0,51327000.0,51095000.0,29316000.0,34792000.0,1077000.0,22269000.0
,cashAtEndOfPeriod,1323533000.0,937688000.0,771711000.0,582585000.0,362025000.0,199449000.0,220534000.0,169207000.0,118112000.0,88796000.0,54004000.0,52927000.0
,cashAtBeginningOfPeriod,937688000.0,771711000.0,582855000.0,362025000.0,199449000.0,220534000.0,169207000.0,118112000.0,88796000.0,54004000.0,52927000.0,30658000.0
,operatingCashFlow,544407000.0,287453000.0,292218000.0,195364000.0,164817000.0,76393000.0,104874000.0,58225000.0,48499000.0,54520000.0,20473000.0,26112000.0
,capitalExpenditure,-68793000.0,-99308000.0,-37574000.0,-29806000.0,-29317000.0,-17964000.0,-15840000.0,-15920000.0,-27077000.0,-17093000.0,-8365000.0,-1049000.0
,freeCashFlow,475614000.0,188145000.0,254644000.0,165558000.0,135500000.0,58429000.0,89034000.0,42305000.0,21422000.0,37427000.0,12108000.0,25063000.0
