date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,47635000.0,87717000.0,83062000.0,50518000.0,52362000.0,49782000.0,42765000.0,35386000.0,37142000.0,27600000.0,26872000.0,19200000.0,12850000.0,17742000.0,20812000.0,22030000.0,17767000.0,14480000.0,21935000.0,19334000.0,21634000.0,20800000.0,19200000.0,13731000.0
,depreciationAndAmortization,6757000.0,8524000.0,9462000.0,9321000.0,9580000.0,9985000.0,10363000.0,10914000.0,9355000.0,3631000.0,2837000.0,3031000.0,3121000.0,12603000.0,12038000.0,12001000.0,9409000.0,8723000.0,2258000.0,1319000.0,1700000.0,2200000.0,1000000.0,450000.0
,deferredIncomeTax,-19102000.0,-2000.0,-5453000.0,10798000.0,2322000.0,1239000.0,180000.0,2444000.0,663000.0,784000.0,-113000.0,2678000.0,-3201000.0,-255000.0,-250000.0,-2456000.0,-35000.0,-2030000.0,193000.0,-781000.0,61000.0,-1000000.0,-500000.0,-302000.0
,stockBasedCompensation,2665000.0,3141000.0,3089000.0,2809000.0,2239000.0,1671000.0,1701000.0,2207000.0,1413000.0,418000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,6769447000.0,-424422000.0,-489069000.0,-246669000.0,-348281000.0,-225130000.0,-369555000.0,-4708693000.0,14586000.0,45404000.0,816000.0,2114465000.0,-221729000.0,-103073000.0,-183638000.0,-1597327000.0,-6194000.0,1560000.0,288000.0,13283000.0,0.0,0.0,0.0,1537000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,36069000.0,-6733378000.0,-6308956000.0,-5819887000.0,-5573218000.0,-5224937000.0,-4999807000.0,-4630252000.0,78441000.0,63855000.0,18451000.0,17635000.0,-2096830000.0,-1875101000.0,-1772028000.0,-1588390000.0,8937000.0,15131000.0,13571000.0,13283000.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-319000.0,4011000.0,5092000.0,6187000.0,-1357000.0,-14897000.0,4212000.0,-504000.0,-10894000.0,1022000.0,864000.0,-1006000.0,2307000.0,9548000.0,5161000.0,5072000.0,5568000.0,5630000.0,-427000.0,3290000.0,1332000.0,3300000.0,400000.0,3570000.0
,netCashProvidedByOperatingActivites,112488000.0,102719000.0,123029000.0,84947000.0,78098000.0,64604000.0,96738000.0,86060000.0,57739000.0,44396000.0,40684000.0,36153000.0,41601000.0,39254000.0,34763000.0,42302000.0,27964000.0,23892000.0,17087000.0,23667000.0,15035000.0,14700000.0,16600000.0,19619000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2909000.0,-4997000.0,-3352000.0,-11557000.0,-5262000.0,-4775000.0,-7782000.0,-16443000.0,-23664000.0,-19910000.0,-2095000.0,-2079000.0,-2607000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-432000.0
,acquisitionsNet,0.0,0.0,-25000000.0,0.0,0.0,0.0,0.0,0.0,24000000.0,-107000000.0,0.0,0.0,0.0,0.0,-11000000.0,-13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-533390000.0,-64754000.0,-96029000.0,-125771000.0,-155587000.0,-167699000.0,-148611000.0,-171236000.0,-341609000.0,-45361000.0,-196308000.0,-201620000.0,-169660000.0,-114935000.0,-194850000.0,-270116000.0,-126277000.0,-159910000.0,-296565000.0,-60869000.0,-75155000.0,-87400000.0,-143200000.0,-135823000.0
,salesMaturitiesOfInvestments,396248000.0,117880000.0,120506000.0,99890000.0,149072000.0,117274000.0,90076000.0,140592000.0,373713000.0,145498000.0,183889000.0,202393000.0,153154000.0,169089000.0,231171000.0,216176000.0,142671000.0,227043000.0,106521000.0,89499000.0,111249000.0,104300000.0,72800000.0,73401000.0
,otherInvestingActivites,4436000.0,6482000.0,2186000.0,3762000.0,3362000.0,7152000.0,0.0,0.0,3575000.0,-112983000.0,0.0,50000.0,350000.0,-114286000.0,-57612000.0,-27972000.0,-202622000.0,-270319000.0,25320000.0,-111505000.0,-79721000.0,-87300000.0,-74600000.0,1198000.0
,netCashUsedForInvestingActivites,-695529000.0,-399022000.0,-588022000.0,-383974000.0,-427963000.0,-231820000.0,-541607000.0,-266848000.0,-295249000.0,-298647000.0,-118351000.0,-74676000.0,-251009000.0,-61359000.0,-32474000.0,-95956000.0,-188117000.0,-204762000.0,-165171000.0,-83608000.0,-46694000.0,-71300000.0,-145400000.0,-61498000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-3097276000.0,-4055568000.0,-6713279000.0,-4705543000.0,-5854019000.0,-4157392000.0,-1976848000.0,-2384917000.0,-2992101000.0,-3874671000.0,-369579000.0,-12082863000.0,-8104505000.0,-1019251000.0,-3009543000.0,-773906000.0,-532848000.0,-6601000.0,-121341000.0,-18470000.0,-14300000.0,0.0,-24900000.0,0.0
