date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,505711000.0,390881000.0,339516000.0,380598000.0,289305000.0,128122000.0,185384000.0,19830000.0
,depreciationAndAmortization,242995000.0,258971000.0,148365000.0,123835000.0,115717000.0,109783000.0,106843000.0,28923000.0
,deferredIncomeTax,451000.0,-755000.0,-522000.0,-561000.0,-1535000.0,-813000.0,-3305000.0,-5646000.0
,stockBasedCompensation,20004000.0,16198000.0,11152000.0,15636000.0,18312000.0,16811000.0,12258000.0,1566000.0
,changeInWorkingCapital,4617000.0,372554000.0,-2766592000.0,-96149000.0,2643182000.0,6360000.0,-149368000.0,34728000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-1252000.0,-1505000.0,1796000.0,-421000.0,506000.0,-946000.0,-1650000.0,2638000.0
,otherWorkingCapital,6815000.0,206030000.0,-166524000.0,2600068000.0,2696217000.0,53035000.0,46675000.0,196043000.0
,otherNonCashItems,-322421000.0,46029000.0,74055000.0,78997000.0,73819000.0,69841000.0,8057000.0,1270000.0
,netCashProvidedByOperatingActivites,428077000.0,750302000.0,654433000.0,598711000.0,514370000.0,319688000.0,273259000.0,80632000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,-6000000.0,0.0,-1243000000.0,-83000000.0,-3268000000.0,0.0,-141000000.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,-265225000.0,86272000.0,51683000.0,4650000.0,-34000000.0,0.0
,netCashUsedForInvestingActivites,-9487000.0,-2817000.0,-1509784000.0,698000.0,-3218616000.0,-14142000.0,-317319000.0,-16275000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2060884000.0,-1477949000.0,-1164117000.0,-335112000.0,-377104000.0,-68098000.0,-32024000.0,0.0
,commonStockIssued,320873000.0,0.0,0.0,139414000.0,870810000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-230522000.0,-589128000.0,-550435000.0,-529370000.0,-428352000.0,-251732000.0,-494104000.0,0.0
,otherFinancingActivites,-42681000.0,-38221000.0,-34310000.0,0.0,-31911000.0,-9500000.0,-941000.0,-2096982000.0
,netCashUsedProvidedByFinancingActivities,63169000.0,-746445000.0,852080000.0,-606911000.0,2698927000.0,-299644000.0,-205188000.0,206302000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,459628000.0,1040000.0,-3271000.0,-7502000.0,-5319000.0,5902000.0,-249248000.0,270659000.0
,cashAtEndOfPeriod,486451000.0,26823000.0,25783000.0,29054000.0,36556000.0,41875000.0,35973000.0,285221000.0
,cashAtBeginningOfPeriod,26823000.0,25783000.0,29054000.0,36556000.0,41875000.0,35973000.0,285221000.0,14562000.0
,operatingCashFlow,428077000.0,750302000.0,654433000.0,598711000.0,514370000.0,319688000.0,273259000.0,80632000.0
,capitalExpenditure,-3604000.0,-3017000.0,-1243466000.0,-83252000.0,-3267992000.0,-19102000.0,-140730000.0,-16428000.0
,freeCashFlow,424473000.0,747285000.0,650129000.0,595455000.0,510929000.0,300586000.0,130490000.0,64204000.0
