Date,2018-12-31,2017-12-31
Revenue,34557000.0,14258000.0
Revenue Growth,1.42369196240707,
Cost of Revenue,10874000.0,5129000.0
Gross Profit,23683000.0,9129000.0
R&D Expenses,10258000.0,7242000.0
SG&A Expense,34820000.0,20261000.0
Operating Expenses,45078000.0,27503000.0
Operating Income,-21395000.0,-18374000.0
Interest Expense,4361000.0,3943000.0
Earnings before Tax,-37630000.0,-19356000.0
Income Tax Expense,0.0,0.0
Net Income - Non-Controlling int,-1000.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-37630000.0,-19356000.0
Preferred Dividends,0.0,0.0
Net Income Com,-37630000.0,-19356000.0
EPS,-39.16,-44.58
EPS Diluted,-39.16,-44.58
Weighted Average Shs Out,30229000.0,30229000.0
Weighted Average Shs Out (Dil),960882.0,434158.0
Dividend per Share,0.0,0.0
Gross Margin,0.6853,0.6403
EBITDA Margin,-0.948,-1.072
EBIT Margin,-0.9627,-1.081
Profit Margin,-1.089,-1.358
Free Cash Flow margin,-0.6935,-1.8021
EBITDA,-32752000.0,-15284000.0
EBIT,-33269000.0,-15413000.0
Consolidated Income,-37631000.0,-19356000.0
Earnings Before Tax Margin,-1.0889,-1.3576
Net Profit Margin,-1.0889,-1.3576
