Date,2019-09-30,2018-09-30,2017-09-30,2016-09-30
Revenue,54385000.0,25427000.0,10767000.0,2269000.0
Revenue Growth,0.0,1.36156775332033,3.74526223005729,
Cost of Revenue,47426000.0,32189000.0,24020000.0,9421000.0
Gross Profit,6959000.0,-6762000.0,-13253000.0,-7152000.0
R&D Expenses,35683000.0,20347000.0,19169000.0,18230000.0
SG&A Expense,80126000.0,43450000.0,26060000.0,18274000.0
Operating Expenses,115809000.0,63797000.0,45229000.0,36504000.0
Operating Income,-108850000.0,-70559000.0,-58482000.0,-43656000.0
Interest Expense,1294000.0,1313000.0,905000.0,746000.0
Earnings before Tax,-107377000.0,-70994000.0,-59030000.0,-44088000.0
Income Tax Expense,292000.0,242000.0,280000.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,-107669000.0,-71236000.0,-59310000.0,-44088000.0
Preferred Dividends,0.0,0.0,0.0,0.0
Net Income Com,-107669000.0,-71236000.0,-59310000.0,-44088000.0
EPS,-3.92,-25.51,-24.49,-23.58
EPS Diluted,-3.92,-25.51,-24.49,-23.58
Weighted Average Shs Out,27461844000.0,27945000.0,26610000.0,26610000.0
Weighted Average Shs Out (Dil),27461844000.0,2792743.0,2422243.0,1869631.0
Dividend per Share,0.0,0.0,0.0,0.0
Gross Margin,0.127958076676,-0.2659,-1.2309,-3.152
EBITDA Margin,-1.86095430725,-2.515,-4.932,-17.238
EBIT Margin,-2.00147099384,-2.7404,-5.3984,-19.1018
Profit Margin,-1.97975544727,-2.802,-5.508,-19.431
Free Cash Flow margin,-1.88827801784,-2.7465,-5.3524,-19.7536
EBITDA,-101208000.0,-63954000.0,-53104000.0,-39113000.0
EBIT,-108850000.0,-69681000.0,-58125000.0,-43342000.0
Consolidated Income,-107669000.0,-71236000.0,-59310000.0,-44088000.0
Earnings Before Tax Margin,-1.97438631976,-2.7921,-5.4825,-19.4306
Net Profit Margin,-1.97975544727,-2.8016,-5.5085,-19.4306
