date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2014-12-27_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2009-01-03_FY,2007-12-29_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,47234000.0,26103000.0,33529000.0,38322000.0,19655000.0,8012000.0,19200000.0,23000000.0,36900000.0,60729000.0,37900000.0,18500000.0,67000000.0,100100000.0,151448000.0,79856000.0,143659000.0,100375000.0,13994000.0,2660000.0
,costOfRevenue,40503000.0,23533000.0,31228000.0,35866000.0,12259000.0,5915000.0,15200000.0,19900000.0,27500000.0,40468000.0,27900000.0,15500000.0,59500000.0,91300000.0,129181000.0,73892000.0,133503000.0,0.0,12147000.0,0.0
,grossProfit,6731000.0,2570000.0,2301000.0,2456000.0,7396000.0,2097000.0,4000000.0,3100000.0,9400000.0,20261000.0,10000000.0,3000000.0,7500000.0,8800000.0,22267000.0,5964000.0,10156000.0,0.0,1847000.0,0.0
,grossProfitRatio,0.142503281534488,0.0984561161552312,0.0686271585791405,0.0640885131256198,0.376291020096668,0.261732401397903,0.208333333333333,0.134782608695652,0.254742547425474,0.333629732088459,0.263852242744063,0.162162162162162,0.111940298507463,0.0879120879120879,0.147027362527072,0.0746844319775596,0.0706951879102597,0.0,0.131985136487066,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,2953000.0,2383000.0,2899000.0,5231000.0,6287000.0,6049000.0,4800000.0,6700000.0,12800000.0,14924000.0,14800000.0,8100000.0,6900000.0,4700000.0,3315000.0,2961000.0,3770000.0,0.0,491000.0,0.0
,GeneralAndAdministrativeExpenses,8247000.0,11677000.0,15774000.0,10079000.0,12143000.0,13429000.0,12900000.0,6300000.0,10100000.0,10705000.0,11000000.0,8300000.0,12900000.0,15900000.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,13568000.0,14060000.0,18673000.0,15310000.0,18430000.0,19478000.0,17800000.0,13000000.0,22900000.0,25629000.0,25800000.0,16400000.0,19800000.0,20600000.0,12506000.0,8023000.0,10084000.0,0.0,2143000.0,0.0
,costAndExpenses,54071000.0,37593000.0,49901000.0,51176000.0,30689000.0,25393000.0,33000000.0,32893000.0,50394000.0,66097000.0,142000.0,172000.0,118000.0,111909000.0,141687000.0,81915000.0,143587000.0,0.0,14290000.0,0.0
,interestExpense,531000.0,945000.0,739000.0,581000.0,594000.0,2069000.0,1574000.0,932000.0,338000.0,228000.0,95000.0,80000.0,2127000.0,0.0,1825000.0,1221000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,147000.0,172000.0,254000.0,280000.0,287000.0,349000.0,880000.0,1480000.0,1990000.0,2242000.0,2290000.0,2270000.0,2400000.0,1510000.0,904000.0,1031000.0,867000.0,0.0,0.0,0.0
,EBITDA,-6589000.0,-11322000.0,-16129000.0,-12553000.0,-10345000.0,-18108000.0,-12944000.0,-8379000.0,-11684000.0,-3182000.0,-13610000.0,-10552000.0,-10668000.0,-9915000.0,10641000.0,-1007000.0,-447000.0,100375000.0,-296000.0,2660000.0
,EBITDARatio,-0.139496972519795,-0.43374324790254,-0.481046258462823,-0.327566410938886,-0.526329178326126,-2.26010983524713,-0.674166666666667,-0.364304347826087,-0.316639566395664,-0.0523967132671376,-0.35910290237467,-0.570378378378378,-0.159223880597015,-0.099050949050949,0.0702617400031694,-0.0126101983570427,-0.00311153495430151,1.0,-0.0211519222523939,1.0
